scorer,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
43,184.915,51.588,1.0,184.769,61.669,1.0,185.246,73.213,1.0,186.281,88.264,1.0,186.25,105.042,1.0,187.119,122.99,1.0,183.966,141.866,1.0,181.68,160.536,1.0,181.069,179.64,1.0,181.291,199.373,1.0,177.149,214.748,1.0,176.84,225.687,1.0
44,185.069,51.602,1.0,184.874,61.69,1.0,185.297,73.225,1.0,186.225,88.388,1.0,186.233,105.096,1.0,187.072,123.201,1.0,183.774,142.014,1.0,181.585,160.628,1.0,180.898,179.759,1.0,181.106,199.569,1.0,177.164,214.794,1.0,176.893,225.732,1.0
45,184.929,51.627,1.0,184.715,61.741,1.0,185.19,73.359,1.0,186.296,88.398,1.0,186.262,105.255,1.0,184.147,123.989,1.0,183.56,142.164,1.0,181.608,160.921,1.0,180.871,180.506,1.0,181.292,200.154,1.0,177.412,215.16,1.0,176.93,225.745,1.0
46,184.964,51.585,1.0,184.739,61.523,1.0,185.057,73.099,1.0,186.302,87.899,1.0,186.406,104.633,1.0,187.157,122.83,1.0,183.747,141.897,1.0,181.613,160.854,1.0,180.975,180.658,1.0,181.276,200.162,1.0,177.419,215.106,1.0,176.921,225.845,1.0
47,185.016,51.538,1.0,184.839,61.529,1.0,185.083,73.011,1.0,186.327,87.817,1.0,186.364,104.476,1.0,187.232,122.718,1.0,183.999,141.643,1.0,181.593,160.635,1.0,180.998,180.394,1.0,181.335,200.188,1.0,177.421,215.195,1.0,176.995,225.989,1.0
48,184.913,51.039,1.0,184.821,61.149,1.0,185.461,72.419,1.0,185.432,87.978,1.0,185.735,105.239,1.0,186.573,123.699,1.0,183.871,142.569,1.0,181.639,161.275,1.0,180.632,180.603,1.0,181.182,200.154,1.0,177.601,215.217,1.0,177.306,225.844,1.0
49,184.839,50.968,1.0,184.796,61.101,1.0,185.405,72.431,1.0,185.704,88.042,1.0,185.702,105.431,1.0,186.515,123.856,1.0,183.814,142.645,1.0,181.585,161.398,1.0,180.619,180.629,1.0,181.132,200.284,1.0,177.644,215.255,1.0,177.271,225.898,1.0
50,184.876,51.089,1.0,184.82,61.18,1.0,185.326,72.606,1.0,185.957,88.097,1.0,185.736,105.533,1.0,186.541,123.708,1.0,183.819,142.548,1.0,181.573,161.288,1.0,180.6,180.516,1.0,181.246,200.303,1.0,177.637,215.277,1.0,177.139,225.793,1.0
51,184.916,51.093,1.0,184.919,61.152,1.0,185.443,72.511,1.0,186.016,88.082,1.0,185.743,105.491,1.0,186.627,123.664,1.0,183.801,142.545,1.0,181.567,161.287,1.0,180.612,180.616,1.0,181.163,200.238,1.0,177.581,215.137,1.0,177.023,225.575,1.0
52,184.943,50.98,1.0,184.952,61.082,1.0,185.519,72.376,1.0,185.934,87.947,1.0,185.781,105.393,1.0,186.662,123.589,1.0,183.814,142.61,1.0,181.544,161.313,1.0,180.497,180.703,1.0,181.008,200.337,1.0,177.583,215.141,1.0,177.049,225.571,1.0
53,184.957,51.035,1.0,184.956,61.126,1.0,185.43,72.401,1.0,185.834,87.92,1.0,185.762,105.309,1.0,186.664,123.494,1.0,183.906,142.506,1.0,181.573,161.259,1.0,180.568,180.532,1.0,181.089,200.295,1.0,177.62,215.103,1.0,176.993,225.634,1.0
54,185.065,50.961,1.0,185.043,60.943,1.0,185.413,72.143,1.0,185.833,87.459,1.0,186.079,104.586,1.0,186.746,122.69,1.0,184.137,142.22,1.0,181.625,161.177,1.0,180.693,180.858,1.0,181.149,200.305,1.0,177.597,215.01,1.0,176.917,225.498,1.0
55,185.14,50.856,1.0,185.083,60.814,1.0,185.511,72.002,1.0,185.696,87.127,1.0,186.125,103.952,1.0,186.905,122.201,1.0,184.289,141.694,1.0,181.683,160.764,1.0,180.981,180.722,1.0,181.261,200.072,1.0,177.577,215.206,1.0,176.968,225.76,1.0
56,185.095,50.84,1.0,185.082,60.762,1.0,185.519,72.004,1.0,185.75,87.077,1.0,186.223,103.716,1.0,187.036,121.99,1.0,184.255,141.419,1.0,181.67,160.469,1.0,180.996,180.413,1.0,181.214,199.765,1.0,177.437,215.074,1.0,176.891,225.683,1.0
57,185.106,50.927,1.0,185.032,60.909,1.0,185.475,72.252,1.0,186.034,87.372,1.0,186.028,104.585,1.0,186.839,122.542,1.0,184.006,142.002,1.0,181.722,160.899,1.0,180.843,180.558,1.0,181.208,199.94,1.0,177.537,215.21,1.0,176.986,225.833,1.0
58,185.07,50.972,1.0,185.035,61.01,1.0,185.531,72.226,1.0,185.95,87.513,1.0,186.033,104.451,1.0,184.363,123.556,1.0,183.836,141.994,1.0,181.591,161.012,1.0,180.912,180.431,1.0,181.248,199.88,1.0,177.526,215.151,1.0,176.939,225.676,1.0
59,185.032,51.013,1.0,184.988,61.049,1.0,185.499,72.32,1.0,186.087,87.616,1.0,186.17,104.498,1.0,186.888,122.507,1.0,183.872,141.894,1.0,181.559,160.92,1.0,180.89,180.302,1.0,181.258,199.794,1.0,177.485,215.093,1.0,176.953,225.731,1.0
60,184.722,51.071,1.0,184.605,61.322,1.0,184.908,72.47,1.0,185.015,88.14,1.0,185.862,105.235,1.0,186.759,123.815,1.0,183.747,142.52,1.0,181.598,161.601,1.0,180.521,181.42,1.0,180.565,200.687,1.0,177.479,215.547,1.0,177.095,226.487,1.0
61,184.801,50.96,1.0,184.815,61.105,1.0,185.266,72.151,1.0,185.137,87.76,1.0,185.903,104.796,1.0,186.683,123.354,1.0,183.801,142.438,1.0,181.588,161.473,1.0,180.544,181.129,1.0,180.532,200.519,1.0,177.128,215.424,1.0,176.875,226.325,1.0
62,184.82,51.081,1.0,184.82,61.286,1.0,185.077,72.408,1.0,185.428,87.895,1.0,186.048,104.565,1.0,184.088,123.884,1.0,183.781,141.972,1.0,181.521,160.914,1.0,180.892,180.732,1.0,180.828,200.258,1.0,177.205,215.337,1.0,177.034,226.371,1.0
63,184.733,51.086,1.0,184.707,61.248,1.0,184.944,72.465,1.0,185.455,87.864,1.0,186.048,104.575,1.0,184.146,123.774,1.0,183.838,142.065,1.0,181.619,161.202,1.0,180.929,181.361,1.0,180.932,200.495,1.0,177.4,215.599,1.0,176.905,226.342,1.0
64,184.798,51.106,1.0,184.775,61.251,1.0,184.994,72.41,1.0,185.389,87.795,1.0,186.021,104.545,1.0,184.021,123.84,1.0,183.792,142.128,1.0,181.663,161.208,1.0,180.975,181.302,1.0,181.021,200.37,1.0,177.368,215.506,1.0,176.881,226.147,1.0
65,184.772,51.175,1.0,184.699,61.389,1.0,185.026,72.642,1.0,185.562,88.086,1.0,185.912,105.044,1.0,184.144,124.207,1.0,183.584,142.435,1.0,181.605,161.5,1.0,180.818,181.668,1.0,180.843,200.522,1.0,177.491,215.588,1.0,176.895,226.161,1.0
66,184.804,51.2,1.0,184.755,61.455,1.0,185.191,72.626,1.0,185.639,88.068,1.0,186.093,104.896,1.0,184.0,124.126,1.0,183.412,142.373,1.0,181.509,161.579,1.0,180.845,181.702,1.0,180.82,200.464,1.0,177.48,215.544,1.0,176.799,225.966,1.0
67,184.863,51.16,1.0,184.825,61.407,1.0,185.171,72.585,1.0,185.556,87.984,1.0,186.139,104.801,1.0,184.072,124.075,1.0,183.629,142.317,1.0,181.55,161.44,1.0,180.797,181.661,1.0,180.852,200.455,1.0,177.56,215.579,1.0,176.787,226.004,1.0
68,184.923,51.205,1.0,184.884,61.44,1.0,185.169,72.621,1.0,185.596,88.071,1.0,186.062,104.915,1.0,184.166,124.109,1.0,183.704,142.357,1.0,181.511,161.226,1.0,180.842,181.635,1.0,180.808,200.445,1.0,177.48,215.558,1.0,176.722,226.043,1.0
69,185.009,51.05,1.0,184.961,61.259,1.0,185.228,72.414,1.0,185.511,87.904,1.0,185.976,104.809,1.0,183.991,124.025,1.0,183.526,142.395,1.0,181.52,161.3,1.0,180.903,181.638,1.0,180.89,200.39,1.0,177.481,215.704,1.0,176.774,226.092,1.0
70,184.969,51.176,1.0,184.899,61.397,1.0,185.096,72.582,1.0,185.606,88.055,1.0,185.97,104.943,1.0,183.887,124.088,1.0,183.463,142.329,1.0,181.436,161.212,1.0,180.801,181.285,1.0,180.898,200.32,1.0,177.394,215.664,1.0,176.687,225.994,1.0
71,184.859,51.074,1.0,184.819,61.305,1.0,185.043,72.547,1.0,185.592,88.074,1.0,186.003,104.882,1.0,183.838,124.0,1.0,183.353,142.245,1.0,181.461,161.149,1.0,180.874,181.237,1.0,180.944,200.302,1.0,177.375,215.583,1.0,176.704,225.997,1.0
72,185.14,51.375,1.0,185.108,61.533,1.0,185.557,72.758,1.0,185.9,87.735,1.0,185.815,104.79,1.0,186.975,123.127,1.0,183.959,141.766,1.0,181.473,160.719,1.0,180.814,179.826,1.0,181.196,199.662,1.0,177.208,214.945,1.0,177.227,226.018,1.0
73,185.144,51.57,1.0,184.991,61.805,1.0,185.614,73.143,1.0,186.167,88.115,1.0,185.959,105.034,1.0,184.196,123.908,1.0,184.001,141.946,1.0,181.528,160.757,1.0,180.845,180.123,1.0,181.211,199.745,1.0,177.347,214.863,1.0,177.238,225.956,1.0
74,185.147,51.556,1.0,184.971,61.768,1.0,185.613,73.125,1.0,186.124,88.205,1.0,185.917,105.059,1.0,184.172,123.8,1.0,183.918,141.872,1.0,181.477,160.422,1.0,180.961,179.751,1.0,181.157,199.342,1.0,177.268,214.767,1.0,177.047,225.826,1.0
75,185.022,51.414,1.0,184.922,61.509,1.0,185.222,72.764,1.0,185.892,87.928,1.0,186.047,104.598,1.0,187.203,122.913,1.0,184.0,141.928,1.0,181.563,160.711,1.0,181.091,180.931,1.0,181.086,200.29,1.0,177.119,215.159,1.0,176.827,225.753,1.0
76,185.061,51.375,1.0,184.959,61.349,1.0,185.196,72.597,1.0,185.938,87.745,1.0,185.95,104.414,1.0,184.171,123.516,1.0,183.962,141.983,1.0,181.567,160.886,1.0,180.976,181.047,1.0,180.917,200.363,1.0,177.001,215.087,1.0,176.716,225.638,1.0
77,185.011,51.302,1.0,184.921,61.274,1.0,185.123,72.608,1.0,185.917,87.618,1.0,185.941,104.333,1.0,184.153,123.49,1.0,183.987,141.945,1.0,181.59,160.807,1.0,180.967,180.929,1.0,180.91,200.219,1.0,177.032,215.036,1.0,176.823,225.523,1.0
78,184.995,51.193,1.0,184.906,61.204,1.0,185.14,72.57,1.0,185.924,87.698,1.0,185.837,104.544,1.0,184.215,123.515,1.0,183.888,141.976,1.0,181.557,160.783,1.0,180.884,180.392,1.0,180.999,200.098,1.0,176.875,214.915,1.0,176.775,225.584,1.0
79,184.956,51.193,1.0,184.855,61.289,1.0,185.025,72.626,1.0,185.902,87.757,1.0,185.937,104.585,1.0,187.107,122.565,1.0,184.042,141.952,1.0,181.649,160.758,1.0,180.924,180.233,1.0,181.105,199.87,1.0,177.087,214.805,1.0,176.907,225.501,1.0
80,185.041,51.242,1.0,184.96,61.274,1.0,185.137,72.599,1.0,185.931,87.661,1.0,186.036,104.326,1.0,187.262,122.238,1.0,183.915,141.665,1.0,181.582,160.427,1.0,181.159,179.878,1.0,181.143,199.566,1.0,176.919,214.728,1.0,176.868,225.484,1.0
81,185.064,51.393,1.0,184.977,61.491,1.0,185.169,72.737,1.0,186.15,87.832,1.0,185.981,104.677,1.0,186.976,122.757,1.0,183.905,142.16,1.0,181.554,161.098,1.0,180.856,180.575,1.0,181.086,200.142,1.0,177.284,214.886,1.0,176.918,225.382,1.0
82,185.063,51.406,1.0,184.963,61.478,1.0,185.167,72.774,1.0,186.11,87.831,1.0,185.973,104.71,1.0,187.01,122.707,1.0,183.974,142.155,1.0,181.618,161.058,1.0,180.796,180.613,1.0,181.082,200.255,1.0,177.253,214.952,1.0,176.885,225.381,1.0
83,185.044,51.356,1.0,184.954,61.44,1.0,185.115,72.773,1.0,186.173,87.934,1.0,185.847,104.833,1.0,186.953,122.876,1.0,183.905,142.288,1.0,181.699,160.976,1.0,180.745,180.365,1.0,181.111,200.145,1.0,177.32,214.932,1.0,176.984,225.404,1.0
84,184.743,50.899,1.0,184.621,61.032,1.0,185.188,72.155,1.0,185.098,87.731,1.0,185.912,104.649,1.0,186.972,123.207,1.0,184.117,142.033,1.0,181.747,161.257,1.0,180.803,181.08,1.0,180.715,200.381,1.0,177.285,215.241,1.0,176.926,226.246,1.0
85,184.815,50.87,1.0,184.643,60.992,1.0,185.051,72.297,1.0,185.43,87.64,1.0,185.971,104.425,1.0,186.944,122.905,1.0,183.835,141.97,1.0,181.657,161.256,1.0,180.946,181.407,1.0,180.853,200.366,1.0,177.345,215.357,1.0,176.824,226.056,1.0
86,184.859,50.94,1.0,184.639,60.981,1.0,185.027,72.376,1.0,185.711,87.518,1.0,186.12,104.084,1.0,187.08,122.481,1.0,184.006,141.641,1.0,181.724,161.119,1.0,181.04,181.173,1.0,181.008,200.367,1.0,177.341,215.253,1.0,176.737,225.851,1.0
87,184.928,50.985,1.0,184.736,60.97,1.0,185.006,72.401,1.0,185.758,87.38,1.0,186.21,103.967,1.0,187.162,122.213,1.0,183.894,141.551,1.0,181.759,161.036,1.0,181.09,181.145,1.0,180.977,200.291,1.0,177.456,215.354,1.0,176.936,225.967,1.0
88,184.859,51.016,1.0,184.731,61.061,1.0,185.054,72.368,1.0,185.675,87.535,1.0,186.182,103.984,1.0,187.204,122.31,1.0,184.036,141.542,1.0,181.697,160.988,1.0,181.089,180.955,1.0,181.005,200.164,1.0,177.449,215.282,1.0,176.915,225.905,1.0
89,184.837,51.056,1.0,184.713,61.067,1.0,185.137,72.394,1.0,185.777,87.554,1.0,186.299,103.917,1.0,187.273,122.218,1.0,184.109,141.454,1.0,181.789,160.667,1.0,181.233,180.484,1.0,181.188,199.857,1.0,177.387,214.963,1.0,176.907,225.671,1.0
90,184.889,51.074,1.0,184.749,61.105,1.0,185.124,72.422,1.0,185.737,87.605,1.0,186.304,103.881,1.0,187.286,122.191,1.0,184.123,141.365,1.0,181.816,160.67,1.0,181.257,180.352,1.0,181.198,199.769,1.0,177.203,214.834,1.0,176.757,225.388,1.0
91,184.876,50.956,1.0,184.765,60.947,1.0,185.108,72.307,1.0,185.66,87.471,1.0,186.247,103.854,1.0,187.148,122.134,1.0,183.968,141.461,1.0,181.796,160.802,1.0,181.161,180.684,1.0,181.109,200.073,1.0,177.331,214.999,1.0,176.826,225.663,1.0
92,184.832,50.912,1.0,184.761,60.92,1.0,185.029,72.328,1.0,185.522,87.521,1.0,186.22,104.02,1.0,187.17,122.228,1.0,184.008,141.584,1.0,181.811,160.906,1.0,181.116,180.662,1.0,181.072,200.065,1.0,177.176,214.94,1.0,176.791,225.611,1.0
93,184.933,51.0,1.0,184.85,61.024,1.0,185.118,72.348,1.0,185.634,87.501,1.0,186.229,104.097,1.0,187.158,122.253,1.0,184.009,141.637,1.0,181.866,160.845,1.0,181.193,180.657,1.0,181.081,200.009,1.0,177.154,214.962,1.0,176.808,225.576,1.0
94,184.943,51.017,1.0,184.877,61.039,1.0,185.034,72.324,1.0,185.522,87.463,1.0,186.219,104.044,1.0,187.107,122.167,1.0,183.996,141.648,1.0,181.763,160.937,1.0,181.066,180.867,1.0,181.005,200.095,1.0,177.165,214.956,1.0,176.777,225.506,1.0
95,184.972,51.113,1.0,184.903,61.117,1.0,185.142,72.39,1.0,185.723,87.572,1.0,186.248,104.212,1.0,187.105,122.281,1.0,184.023,141.661,1.0,181.851,160.584,1.0,181.093,179.987,1.0,181.035,199.556,1.0,176.969,214.769,1.0,176.905,225.657,1.0
96,184.957,51.084,1.0,184.78,61.325,1.0,185.007,72.745,1.0,185.471,88.285,1.0,185.693,105.353,1.0,186.839,123.631,1.0,184.178,142.238,1.0,181.668,160.852,1.0,180.576,180.015,1.0,180.745,199.892,1.0,177.041,214.495,1.0,177.042,225.838,1.0
97,184.837,51.195,1.0,184.767,61.394,1.0,185.184,72.804,1.0,185.832,88.217,1.0,185.839,105.31,1.0,186.872,123.563,1.0,184.105,142.1,1.0,181.765,160.883,1.0,180.794,179.959,1.0,181.057,199.769,1.0,177.176,214.58,1.0,177.023,225.864,1.0
98,184.895,51.228,1.0,184.8,61.429,1.0,185.147,72.851,1.0,185.719,88.25,1.0,185.79,105.382,1.0,186.837,123.77,1.0,184.009,142.316,1.0,181.806,161.043,1.0,180.685,180.238,1.0,180.833,200.179,1.0,177.148,214.91,1.0,177.009,226.01,1.0
99,184.855,51.156,1.0,184.789,61.336,1.0,185.122,72.823,1.0,185.804,88.235,1.0,185.889,105.219,1.0,186.861,123.499,1.0,184.034,142.129,1.0,181.824,160.991,1.0,180.737,180.451,1.0,180.948,200.337,1.0,177.11,214.914,1.0,176.96,226.075,1.0
100,184.909,51.173,1.0,184.835,61.344,1.0,185.115,72.781,1.0,185.866,88.104,1.0,186.103,104.709,1.0,184.136,123.725,1.0,184.03,141.706,1.0,181.718,160.635,1.0,181.035,180.549,1.0,181.077,200.185,1.0,177.101,214.752,1.0,176.878,226.033,1.0
101,184.931,51.205,1.0,184.819,61.293,1.0,185.093,72.754,1.0,185.951,88.121,1.0,186.145,104.687,1.0,184.192,123.771,1.0,183.956,141.629,1.0,181.64,160.604,1.0,180.856,180.194,1.0,180.884,200.053,1.0,177.076,214.618,1.0,176.903,226.042,1.0
102,184.964,51.282,1.0,184.875,61.386,1.0,185.211,72.807,1.0,186.034,88.181,1.0,186.133,104.825,1.0,186.969,123.033,1.0,183.975,141.759,1.0,181.777,160.59,1.0,180.99,180.205,1.0,180.938,199.894,1.0,177.017,214.515,1.0,176.996,225.882,1.0
103,184.9,51.267,1.0,184.784,61.407,1.0,185.176,72.823,1.0,185.951,88.273,1.0,185.95,105.135,1.0,184.216,124.007,1.0,183.928,142.07,1.0,181.794,160.834,1.0,180.748,180.257,1.0,180.927,200.067,1.0,177.104,214.625,1.0,177.013,225.924,1.0
104,184.958,51.292,1.0,184.799,61.407,1.0,185.169,72.832,1.0,185.898,88.237,1.0,185.967,104.991,1.0,184.202,123.938,1.0,183.973,141.952,1.0,181.843,160.804,1.0,180.783,180.139,1.0,180.983,200.036,1.0,177.125,214.596,1.0,177.01,225.842,1.0
105,184.907,51.455,1.0,184.728,61.612,1.0,185.164,73.049,1.0,186.111,88.465,1.0,186.015,105.198,1.0,184.168,124.104,1.0,183.891,142.148,1.0,181.801,160.991,1.0,180.769,180.386,1.0,180.965,200.195,1.0,177.021,214.716,1.0,176.854,225.819,1.0
106,185.071,51.401,1.0,184.913,61.57,1.0,185.167,72.913,1.0,186.124,88.346,1.0,186.105,105.189,1.0,184.178,124.075,1.0,183.818,142.19,1.0,181.828,161.024,1.0,180.701,180.183,1.0,180.948,200.131,1.0,176.934,214.599,1.0,176.802,225.7,1.0
107,185.014,51.426,1.0,184.917,61.531,1.0,185.134,72.814,1.0,186.057,88.086,1.0,186.27,104.723,1.0,184.08,123.796,1.0,183.845,142.001,1.0,181.841,161.103,1.0,181.002,180.797,1.0,181.116,200.308,1.0,177.048,214.808,1.0,176.726,225.626,1.0
108,184.909,51.093,1.0,184.811,61.222,1.0,185.019,72.68,1.0,185.484,87.553,1.0,186.139,104.417,1.0,186.905,122.956,1.0,184.129,141.672,1.0,181.653,160.568,1.0,181.0,180.008,1.0,180.799,199.487,1.0,176.958,214.945,1.0,176.968,226.007,1.0
109,184.827,51.177,1.0,184.707,61.346,1.0,185.01,72.833,1.0,185.69,87.953,1.0,186.298,104.642,1.0,187.095,122.868,1.0,184.255,141.65,1.0,181.819,160.609,1.0,181.058,180.132,1.0,180.811,199.54,1.0,176.926,214.901,1.0,176.741,225.931,1.0
110,184.811,51.198,1.0,184.688,61.399,1.0,185.194,72.811,1.0,185.768,87.964,1.0,186.21,104.786,1.0,187.025,122.947,1.0,184.234,141.864,1.0,181.791,160.905,1.0,180.887,180.435,1.0,180.854,199.854,1.0,177.062,215.022,1.0,176.762,225.936,1.0
111,184.862,51.247,1.0,184.719,61.458,1.0,185.213,72.849,1.0,185.84,87.999,1.0,186.461,104.714,1.0,187.072,123.009,1.0,184.331,141.721,1.0,181.762,160.79,1.0,180.865,180.27,1.0,180.879,199.916,1.0,177.023,215.008,1.0,176.728,225.76,1.0
112,184.808,51.317,1.0,184.623,61.572,1.0,185.167,73.099,1.0,186.005,88.27,1.0,186.35,105.1,1.0,187.07,123.219,1.0,184.073,141.943,1.0,181.648,161.015,1.0,180.81,180.374,1.0,180.858,199.905,1.0,176.922,214.821,1.0,176.684,225.732,1.0
113,184.826,51.282,1.0,184.623,61.492,1.0,184.981,73.051,1.0,185.863,88.086,1.0,186.349,104.754,1.0,187.143,123.003,1.0,184.169,141.839,1.0,181.794,160.84,1.0,180.925,180.622,1.0,180.78,200.042,1.0,176.989,214.996,1.0,176.703,225.88,1.0
114,184.747,51.383,1.0,184.526,61.613,1.0,184.978,73.38,1.0,186.144,88.426,1.0,186.406,105.103,1.0,187.133,123.141,1.0,184.093,141.848,1.0,181.774,160.79,1.0,180.981,180.195,1.0,180.962,199.6,1.0,176.974,214.794,1.0,176.815,225.646,1.0
115,184.699,51.365,1.0,184.556,61.572,1.0,184.977,73.307,1.0,186.132,88.397,1.0,186.341,105.109,1.0,187.106,123.228,1.0,184.068,142.036,1.0,181.747,160.969,1.0,180.694,180.494,1.0,180.931,199.922,1.0,177.031,214.881,1.0,176.82,225.65,1.0
116,184.776,51.371,1.0,184.627,61.574,1.0,184.966,73.281,1.0,186.144,88.318,1.0,186.348,104.953,1.0,187.033,123.031,1.0,183.91,141.972,1.0,181.597,161.213,1.0,180.583,180.785,1.0,180.905,200.152,1.0,177.157,214.853,1.0,176.793,225.457,1.0
117,184.751,51.355,1.0,184.615,61.634,1.0,184.982,73.313,1.0,186.003,86.837,1.0,186.181,105.533,1.0,186.965,123.682,1.0,183.757,142.351,1.0,181.696,161.391,1.0,180.552,180.704,1.0,181.032,200.064,1.0,177.211,214.809,1.0,176.825,225.476,1.0
118,184.775,51.318,1.0,184.587,61.638,1.0,185.051,73.399,1.0,185.846,86.968,1.0,185.947,105.881,1.0,186.927,123.969,1.0,183.334,142.587,1.0,181.728,161.599,1.0,180.527,180.789,1.0,181.051,200.136,1.0,177.202,214.791,1.0,176.811,225.455,1.0
119,184.779,51.256,1.0,184.572,61.542,1.0,185.011,73.306,1.0,185.944,86.856,1.0,186.042,105.805,1.0,186.978,123.946,1.0,183.509,142.6,1.0,181.718,161.484,1.0,180.531,180.651,1.0,180.926,200.061,1.0,177.273,214.862,1.0,176.811,225.486,1.0
120,184.739,51.327,1.0,184.594,61.705,1.0,185.069,73.116,1.0,185.958,87.134,1.0,185.679,105.749,1.0,186.652,124.075,1.0,183.93,142.449,1.0,181.269,161.178,1.0,180.456,180.566,1.0,180.65,200.34,1.0,177.13,215.327,1.0,176.781,225.922,1.0
121,184.621,51.191,1.0,184.448,61.618,1.0,184.826,73.204,1.0,185.74,87.193,1.0,185.546,105.989,1.0,184.42,124.569,1.0,183.828,142.391,1.0,181.396,160.907,1.0,180.79,180.102,1.0,181.023,199.679,1.0,176.993,215.092,1.0,176.696,225.533,1.0
122,184.61,50.997,1.0,184.439,61.391,1.0,184.611,72.993,1.0,185.526,86.908,1.0,185.331,105.972,1.0,184.171,124.731,1.0,183.538,142.512,1.0,181.43,161.061,1.0,180.692,180.046,1.0,181.153,199.868,1.0,177.092,215.135,1.0,176.785,225.673,1.0
123,184.526,51.026,1.0,184.324,61.447,1.0,184.724,73.103,1.0,185.365,87.088,1.0,185.175,106.432,1.0,184.265,124.821,1.0,183.182,142.965,1.0,181.579,161.442,1.0,180.659,180.343,1.0,181.104,199.984,1.0,177.207,215.188,1.0,176.757,225.653,1.0
124,184.583,51.045,1.0,184.426,61.411,1.0,184.868,73.025,1.0,185.562,86.955,1.0,185.412,106.042,1.0,184.139,124.648,1.0,183.188,142.868,1.0,181.633,161.515,1.0,180.713,180.632,1.0,181.038,200.127,1.0,177.185,215.26,1.0,176.649,225.668,1.0
125,184.607,51.151,1.0,184.473,61.561,1.0,184.888,73.161,1.0,185.811,86.928,1.0,185.625,105.71,1.0,184.187,124.394,1.0,183.473,142.475,1.0,181.518,161.227,1.0,180.718,180.556,1.0,181.051,200.061,1.0,177.24,215.171,1.0,176.768,225.655,1.0
126,184.581,51.139,1.0,184.444,61.545,1.0,184.787,73.202,1.0,185.845,86.946,1.0,185.832,105.511,1.0,184.105,124.122,1.0,183.667,142.169,1.0,181.51,160.975,1.0,180.694,180.322,1.0,181.045,200.051,1.0,177.216,215.138,1.0,176.794,225.679,1.0
