scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
54,182.959,51.731,1.0,181.196,64.357,1.0,183.287,77.508,1.0,183.241,91.33,1.0,182.935,108.247,1.0,182.695,125.302,1.0,181.583,144.107,1.0,180.563,159.419,1.0,181.568,178.859,1.0,182.456,192.253,1.0,181.51,213.818,1.0,181.074,224.806,1.0
55,183.023,51.727,1.0,181.18,64.334,1.0,183.361,77.417,1.0,183.476,91.12,1.0,183.197,108.109,1.0,182.946,125.236,1.0,181.549,144.087,1.0,180.532,159.445,1.0,181.526,178.962,1.0,182.457,192.268,1.0,181.474,213.8,1.0,181.006,224.847,1.0
56,182.917,51.797,1.0,181.191,64.453,1.0,183.295,77.599,1.0,183.244,91.514,1.0,183.018,108.569,1.0,182.686,125.295,1.0,181.501,144.215,1.0,180.624,159.768,1.0,181.592,179.259,1.0,182.451,192.394,1.0,181.357,213.901,1.0,181.059,224.98,1.0
57,182.981,51.686,1.0,181.303,64.393,1.0,183.39,77.478,1.0,183.274,91.454,1.0,183.009,108.479,1.0,182.668,125.201,1.0,181.545,144.313,1.0,180.595,159.697,1.0,181.503,179.226,1.0,182.421,192.373,1.0,181.397,213.856,1.0,181.06,224.905,1.0
58,182.952,51.754,1.0,181.327,64.415,1.0,183.446,77.429,1.0,183.4,91.337,1.0,182.968,108.26,1.0,182.73,125.105,1.0,181.699,144.202,1.0,180.631,159.551,1.0,181.516,179.104,1.0,182.451,192.297,1.0,181.391,213.862,1.0,181.013,224.734,1.0
59,182.991,51.733,1.0,181.293,64.385,1.0,183.399,77.395,1.0,183.377,91.262,1.0,182.962,108.087,1.0,182.95,125.015,1.0,181.734,144.083,1.0,180.57,159.385,1.0,181.63,178.846,1.0,182.458,192.337,1.0,181.396,214.062,1.0,181.035,224.817,1.0
60,182.813,51.894,1.0,181.06,64.419,1.0,183.573,77.339,1.0,183.514,91.069,1.0,183.085,107.909,1.0,183.474,125.358,1.0,182.128,143.644,1.0,180.742,159.992,1.0,182.498,177.822,1.0,182.59,191.427,1.0,181.356,213.548,1.0,181.33,224.0,1.0
61,182.756,51.974,1.0,181.06,64.45,1.0,183.484,77.259,1.0,183.342,91.049,1.0,182.905,107.79,1.0,183.294,125.24,1.0,181.969,143.679,1.0,180.568,160.048,1.0,182.217,178.048,1.0,182.54,191.473,1.0,181.354,213.529,1.0,181.132,224.118,1.0
62,182.815,51.923,1.0,181.046,64.43,1.0,183.399,77.284,1.0,183.234,91.154,1.0,182.847,107.76,1.0,183.199,125.13,1.0,181.944,143.661,1.0,180.604,159.957,1.0,182.156,178.034,1.0,182.419,191.864,1.0,181.321,213.736,1.0,181.033,224.265,1.0
63,182.848,51.812,1.0,181.095,64.336,1.0,183.461,77.295,1.0,183.193,91.179,1.0,182.921,107.829,1.0,183.143,125.162,1.0,181.821,143.656,1.0,180.543,160.05,1.0,182.025,178.156,1.0,182.518,191.915,1.0,181.274,213.823,1.0,181.115,224.39,1.0
64,182.846,51.806,1.0,181.146,64.318,1.0,183.483,77.319,1.0,183.187,91.307,1.0,182.876,107.874,1.0,183.116,125.193,1.0,181.779,143.665,1.0,180.524,158.808,1.0,182.066,178.086,1.0,182.594,191.867,1.0,181.288,213.886,1.0,181.014,224.366,1.0
65,182.863,51.742,1.0,181.133,64.311,1.0,183.453,77.367,1.0,183.043,91.389,1.0,182.871,108.01,1.0,182.78,124.974,1.0,181.679,143.538,1.0,180.503,160.008,1.0,181.984,177.871,1.0,182.581,191.41,1.0,181.414,213.655,1.0,180.949,224.221,1.0
66,182.916,51.772,1.0,181.23,64.366,1.0,183.439,77.372,1.0,183.087,91.387,1.0,182.778,107.911,1.0,182.794,124.974,1.0,181.73,143.434,1.0,180.556,159.945,1.0,181.955,177.804,1.0,182.488,191.366,1.0,181.433,213.466,1.0,181.192,223.988,1.0
67,182.822,51.858,1.0,181.161,64.445,1.0,183.303,77.475,1.0,183.012,91.405,1.0,182.783,108.031,1.0,182.86,125.013,1.0,181.71,143.452,1.0,180.496,159.956,1.0,181.973,177.919,1.0,182.475,191.488,1.0,181.374,213.444,1.0,181.174,224.113,1.0
68,182.783,51.764,1.0,181.083,64.359,1.0,183.299,77.334,1.0,183.133,91.209,1.0,182.967,107.95,1.0,183.1,125.13,1.0,181.896,143.634,1.0,180.545,160.023,1.0,181.967,178.121,1.0,182.393,191.673,1.0,181.4,213.531,1.0,181.116,224.168,1.0
69,182.786,51.726,1.0,181.088,64.316,1.0,183.364,77.207,1.0,183.171,91.107,1.0,182.925,107.848,1.0,183.056,125.123,1.0,181.869,143.655,1.0,180.526,160.054,1.0,181.96,178.071,1.0,182.391,191.503,1.0,181.502,213.44,1.0,181.238,223.943,1.0
70,182.9,51.59,1.0,181.113,64.151,1.0,183.579,77.059,1.0,183.233,91.105,1.0,182.87,107.797,1.0,183.064,125.137,1.0,181.884,143.717,1.0,180.518,160.014,1.0,182.013,177.946,1.0,182.503,191.506,1.0,181.568,213.441,1.0,181.107,224.048,1.0
71,182.892,51.511,1.0,181.083,64.137,1.0,183.525,77.034,1.0,183.381,90.998,1.0,182.951,107.626,1.0,183.138,124.991,1.0,181.839,143.634,1.0,180.525,160.098,1.0,181.924,178.247,1.0,182.419,191.791,1.0,181.489,213.604,1.0,181.078,224.283,1.0
72,182.872,51.742,1.0,181.033,64.418,1.0,183.397,77.471,1.0,183.266,91.116,1.0,182.791,107.922,1.0,182.969,125.17,1.0,182.521,143.952,1.0,180.953,158.836,1.0,182.209,178.268,1.0,182.664,192.076,1.0,181.206,213.56,1.0,181.322,224.332,1.0
73,182.945,51.524,1.0,181.15,64.255,1.0,183.429,77.238,1.0,183.198,91.084,1.0,182.76,107.776,1.0,183.05,125.078,1.0,182.579,143.782,1.0,181.017,158.859,1.0,182.321,178.172,1.0,182.671,192.051,1.0,181.274,213.654,1.0,181.177,224.342,1.0
74,182.933,51.54,1.0,181.116,64.223,1.0,183.351,77.207,1.0,183.052,91.234,1.0,182.696,107.97,1.0,182.965,125.122,1.0,182.362,143.906,1.0,180.948,159.161,1.0,182.095,178.62,1.0,182.415,192.379,1.0,181.171,213.859,1.0,181.218,224.519,1.0
75,182.991,51.663,1.0,181.197,64.346,1.0,183.304,77.399,1.0,183.151,91.201,1.0,182.879,108.054,1.0,183.089,125.287,1.0,182.438,143.915,1.0,181.015,159.137,1.0,182.086,178.549,1.0,182.367,192.327,1.0,181.21,213.815,1.0,181.107,224.428,1.0
76,182.926,51.705,1.0,181.19,64.429,1.0,183.201,77.513,1.0,183.204,91.259,1.0,183.054,108.172,1.0,183.224,125.365,1.0,182.479,144.094,1.0,181.088,159.137,1.0,182.291,178.411,1.0,182.464,192.198,1.0,181.363,213.74,1.0,181.154,224.321,1.0
77,182.867,51.699,1.0,181.142,64.477,1.0,183.123,77.663,1.0,183.269,91.051,1.0,183.199,108.08,1.0,183.283,125.338,1.0,182.482,144.095,1.0,180.981,159.113,1.0,182.301,178.378,1.0,182.349,192.22,1.0,181.286,213.726,1.0,181.085,224.365,1.0
78,182.848,51.671,1.0,181.166,64.479,1.0,183.144,77.529,1.0,183.273,91.061,1.0,183.118,108.0,1.0,183.182,125.221,1.0,182.38,144.004,1.0,180.898,158.867,1.0,182.209,178.16,1.0,182.298,191.939,1.0,181.344,213.599,1.0,181.042,224.283,1.0
79,182.856,51.708,1.0,181.154,64.473,1.0,183.258,77.497,1.0,183.371,91.01,1.0,183.137,107.979,1.0,183.276,125.328,1.0,182.394,144.023,1.0,180.952,158.849,1.0,182.176,178.082,1.0,182.196,191.988,1.0,181.343,213.52,1.0,181.073,224.381,1.0
80,182.865,51.772,1.0,181.102,64.472,1.0,183.197,77.465,1.0,183.418,90.85,1.0,183.209,107.858,1.0,183.367,125.347,1.0,182.444,143.96,1.0,180.859,159.787,1.0,182.167,177.951,1.0,182.17,191.843,1.0,181.372,213.433,1.0,181.105,224.257,1.0
81,182.814,51.831,1.0,181.178,64.523,1.0,183.177,77.623,1.0,183.291,91.067,1.0,183.184,108.104,1.0,183.236,125.402,1.0,182.516,144.088,1.0,180.969,159.0,1.0,182.087,178.247,1.0,182.138,192.113,1.0,181.28,213.609,1.0,181.09,224.357,1.0
82,182.785,51.861,1.0,181.155,64.575,1.0,183.158,77.679,1.0,183.125,91.218,1.0,183.115,108.246,1.0,183.088,125.442,1.0,182.376,144.128,1.0,180.951,158.963,1.0,182.132,178.16,1.0,182.211,192.078,1.0,181.311,213.501,1.0,181.123,224.328,1.0
83,182.844,51.79,1.0,181.062,64.48,1.0,183.185,77.564,1.0,183.326,91.12,1.0,183.166,108.138,1.0,183.176,125.347,1.0,182.46,144.005,1.0,180.951,158.946,1.0,182.074,178.141,1.0,182.154,192.033,1.0,181.335,213.466,1.0,181.179,224.275,1.0
84,182.916,51.715,1.0,181.273,64.295,1.0,183.584,77.312,1.0,183.431,91.143,1.0,182.993,107.898,1.0,183.062,125.323,1.0,181.955,144.184,1.0,180.648,159.569,1.0,181.628,179.074,1.0,182.142,193.416,1.0,181.036,214.249,1.0,181.496,225.145,1.0
85,182.899,51.674,1.0,181.163,64.274,1.0,183.497,77.243,1.0,183.538,90.905,1.0,183.053,107.752,1.0,183.132,125.138,1.0,181.99,144.317,1.0,180.592,159.588,1.0,181.496,179.143,1.0,182.022,193.453,1.0,181.023,214.254,1.0,181.57,225.214,1.0
86,182.879,51.674,1.0,181.134,64.265,1.0,183.446,77.366,1.0,183.344,90.986,1.0,182.926,107.924,1.0,182.821,125.045,1.0,181.859,144.351,1.0,180.51,159.526,1.0,181.672,179.111,1.0,182.047,193.137,1.0,181.096,214.086,1.0,181.447,225.155,1.0
87,182.896,51.62,1.0,181.134,64.248,1.0,183.43,77.427,1.0,183.403,91.028,1.0,182.959,108.083,1.0,182.858,125.166,1.0,181.89,144.37,1.0,180.587,159.666,1.0,181.563,179.098,1.0,182.115,193.016,1.0,181.172,214.154,1.0,181.485,225.103,1.0
88,182.854,51.519,1.0,181.062,64.166,1.0,183.402,77.33,1.0,183.313,91.017,1.0,183.008,107.963,1.0,182.982,125.139,1.0,181.839,144.275,1.0,180.537,159.534,1.0,181.614,179.039,1.0,182.266,192.907,1.0,181.422,213.972,1.0,181.456,224.918,1.0
89,182.788,51.673,1.0,181.033,64.295,1.0,183.378,77.486,1.0,183.379,91.128,1.0,183.118,108.264,1.0,182.911,125.475,1.0,181.738,144.545,1.0,180.714,159.704,1.0,181.669,179.378,1.0,182.304,193.327,1.0,181.189,214.195,1.0,181.478,224.999,1.0
90,182.793,51.613,1.0,181.007,64.215,1.0,183.332,77.407,1.0,183.29,91.137,1.0,183.165,108.212,1.0,182.983,125.553,1.0,181.7,144.392,1.0,180.749,159.675,1.0,181.771,179.258,1.0,182.315,193.259,1.0,181.098,214.152,1.0,181.429,225.001,1.0
91,182.858,51.586,1.0,181.025,64.184,1.0,183.441,77.337,1.0,183.28,90.977,1.0,183.076,108.041,1.0,182.899,125.401,1.0,181.65,144.346,1.0,180.772,159.622,1.0,181.934,179.348,1.0,182.307,193.331,1.0,181.234,214.158,1.0,181.385,224.887,1.0
92,182.879,51.622,1.0,181.111,64.24,1.0,183.405,77.447,1.0,183.199,91.188,1.0,183.052,108.248,1.0,182.807,125.278,1.0,181.557,144.183,1.0,180.796,159.529,1.0,182.07,179.112,1.0,182.45,192.8,1.0,181.354,214.0,1.0,181.334,224.763,1.0
93,182.844,51.709,1.0,181.151,64.323,1.0,183.429,77.502,1.0,183.248,91.248,1.0,183.077,108.171,1.0,182.745,125.104,1.0,181.627,144.113,1.0,180.807,159.518,1.0,182.043,179.223,1.0,182.395,192.908,1.0,181.319,214.057,1.0,181.285,224.678,1.0
94,182.806,51.628,1.0,181.058,64.193,1.0,183.414,77.348,1.0,183.359,90.994,1.0,183.102,107.893,1.0,182.994,125.096,1.0,181.684,144.098,1.0,180.751,159.477,1.0,182.032,179.261,1.0,182.376,192.986,1.0,181.188,214.136,1.0,181.395,224.81,1.0
95,182.846,51.533,1.0,181.051,64.15,1.0,183.471,77.309,1.0,183.569,90.834,1.0,183.247,107.868,1.0,183.031,125.273,1.0,181.613,144.116,1.0,180.773,159.468,1.0,181.979,179.179,1.0,182.312,193.052,1.0,181.138,214.193,1.0,181.387,224.828,1.0
96,182.801,51.973,1.0,181.183,64.644,1.0,183.342,77.642,1.0,183.258,91.352,1.0,182.934,107.965,1.0,182.776,125.176,1.0,181.979,144.181,1.0,180.711,159.194,1.0,181.845,178.627,1.0,182.306,192.614,1.0,181.365,213.766,1.0,181.387,224.897,1.0
97,182.822,51.792,1.0,181.125,64.42,1.0,183.404,77.272,1.0,183.452,90.926,1.0,182.996,107.505,1.0,182.957,125.098,1.0,182.036,144.11,1.0,180.786,159.108,1.0,181.931,178.73,1.0,182.411,192.695,1.0,181.365,213.86,1.0,181.308,224.852,1.0
98,182.869,51.766,1.0,181.192,64.429,1.0,183.386,77.372,1.0,183.269,91.1,1.0,182.972,107.877,1.0,182.863,125.19,1.0,182.009,144.23,1.0,180.726,159.26,1.0,181.78,178.743,1.0,182.411,192.415,1.0,181.415,213.722,1.0,181.373,224.785,1.0
99,182.906,51.68,1.0,181.139,64.326,1.0,183.418,77.314,1.0,183.384,90.992,1.0,182.994,107.661,1.0,182.964,124.967,1.0,182.065,144.103,1.0,180.72,159.26,1.0,181.687,178.718,1.0,182.31,192.392,1.0,181.542,213.655,1.0,181.215,224.689,1.0
100,182.968,51.733,1.0,181.2,64.428,1.0,183.499,77.337,1.0,183.367,91.014,1.0,182.931,107.78,1.0,182.916,125.189,1.0,182.094,144.159,1.0,180.781,159.211,1.0,181.719,178.695,1.0,182.254,192.387,1.0,181.457,213.721,1.0,181.225,224.839,1.0
101,182.948,51.764,1.0,181.179,64.472,1.0,183.383,77.453,1.0,183.354,91.016,1.0,183.062,107.835,1.0,183.058,125.194,1.0,182.021,144.165,1.0,180.843,159.219,1.0,181.728,178.683,1.0,182.205,192.369,1.0,181.424,213.759,1.0,181.203,224.765,1.0
102,183.005,51.708,1.0,181.244,64.457,1.0,183.407,77.447,1.0,183.158,91.102,1.0,183.06,107.873,1.0,182.975,125.195,1.0,182.072,144.157,1.0,180.72,159.368,1.0,181.636,178.68,1.0,182.19,192.367,1.0,181.39,213.908,1.0,181.14,224.717,1.0
103,182.955,51.69,1.0,181.259,64.454,1.0,183.356,77.517,1.0,183.274,91.014,1.0,183.15,107.893,1.0,183.058,125.25,1.0,182.008,144.184,1.0,180.73,159.365,1.0,181.654,178.659,1.0,182.267,192.441,1.0,181.39,214.021,1.0,181.156,224.78,1.0
104,182.967,51.683,1.0,181.255,64.427,1.0,183.356,77.474,1.0,183.214,91.012,1.0,183.049,107.869,1.0,183.027,125.293,1.0,182.037,144.183,1.0,180.741,159.342,1.0,181.609,178.725,1.0,182.271,192.436,1.0,181.474,213.882,1.0,181.21,224.69,1.0
105,182.863,51.748,1.0,181.107,64.393,1.0,183.276,77.55,1.0,183.215,91.116,1.0,183.028,108.162,1.0,182.943,125.423,1.0,182.003,144.338,1.0,180.866,159.478,1.0,181.603,178.832,1.0,182.274,192.666,1.0,181.405,213.95,1.0,181.254,224.669,1.0
106,182.894,51.702,1.0,181.158,64.439,1.0,183.335,77.542,1.0,183.129,91.287,1.0,182.965,108.227,1.0,182.857,125.261,1.0,182.03,144.274,1.0,180.887,159.534,1.0,181.739,178.836,1.0,182.325,192.675,1.0,181.416,213.966,1.0,181.211,224.683,1.0
107,182.903,51.643,1.0,181.25,64.465,1.0,183.273,77.604,1.0,183.192,91.288,1.0,183.093,108.3,1.0,182.91,125.301,1.0,181.985,144.24,1.0,180.798,159.589,1.0,181.618,178.945,1.0,182.402,192.55,1.0,181.463,214.038,1.0,181.237,224.618,1.0
108,182.904,51.886,1.0,181.161,64.341,1.0,183.628,77.23,1.0,183.432,91.083,1.0,182.735,107.81,1.0,182.813,125.153,1.0,182.205,143.921,1.0,180.543,160.07,1.0,181.663,178.525,1.0,182.393,192.411,1.0,181.2,213.647,1.0,181.263,224.732,1.0
109,182.886,51.879,1.0,181.186,64.362,1.0,183.561,77.317,1.0,183.4,91.255,1.0,182.756,107.956,1.0,182.655,125.289,1.0,181.918,144.044,1.0,180.406,159.165,1.0,181.688,178.647,1.0,182.497,192.634,1.0,181.19,213.851,1.0,181.243,224.885,1.0
110,182.768,51.964,1.0,181.136,64.407,1.0,183.451,77.399,1.0,183.393,91.204,1.0,182.852,107.867,1.0,182.802,125.237,1.0,181.962,144.039,1.0,180.361,159.11,1.0,181.546,178.726,1.0,182.472,192.591,1.0,181.311,213.807,1.0,181.28,224.81,1.0
111,182.776,51.929,1.0,181.198,64.367,1.0,183.504,77.322,1.0,183.481,91.077,1.0,182.887,107.855,1.0,182.888,125.318,1.0,181.939,144.115,1.0,180.531,159.33,1.0,181.704,178.888,1.0,182.474,192.766,1.0,181.211,213.897,1.0,181.152,224.608,1.0
112,182.782,51.925,1.0,181.214,64.358,1.0,183.529,77.371,1.0,183.414,91.208,1.0,182.997,108.08,1.0,182.804,125.429,1.0,181.742,144.145,1.0,180.422,159.348,1.0,181.522,178.829,1.0,182.408,192.562,1.0,181.339,213.869,1.0,181.193,224.662,1.0
113,182.786,51.979,1.0,181.126,64.449,1.0,183.421,77.426,1.0,183.412,91.268,1.0,182.946,108.101,1.0,182.79,125.442,1.0,181.697,144.084,1.0,180.524,159.403,1.0,181.569,178.992,1.0,182.366,192.595,1.0,181.331,213.839,1.0,181.136,224.563,1.0
114,182.783,51.922,1.0,181.117,64.375,1.0,183.479,77.347,1.0,183.441,91.149,1.0,182.947,108.047,1.0,182.827,125.604,1.0,181.835,144.209,1.0,180.634,159.399,1.0,181.584,178.877,1.0,182.335,192.479,1.0,181.28,213.709,1.0,181.123,224.471,1.0
115,182.807,51.919,1.0,181.123,64.433,1.0,183.401,77.373,1.0,183.505,91.158,1.0,182.996,107.993,1.0,182.895,125.468,1.0,181.981,144.128,1.0,180.603,159.384,1.0,181.592,178.933,1.0,182.343,192.445,1.0,181.306,213.793,1.0,181.171,224.487,1.0
116,182.855,51.905,1.0,181.134,64.428,1.0,183.413,77.265,1.0,183.427,91.01,1.0,182.889,107.818,1.0,182.888,125.482,1.0,182.085,144.143,1.0,180.595,159.334,1.0,181.476,178.85,1.0,182.33,192.324,1.0,181.358,213.686,1.0,181.176,224.453,1.0
117,182.899,51.888,1.0,181.162,64.451,1.0,183.434,77.333,1.0,183.393,91.126,1.0,182.893,107.961,1.0,182.796,125.538,1.0,181.912,144.096,1.0,180.646,159.464,1.0,181.49,179.135,1.0,182.281,192.834,1.0,181.184,213.824,1.0,181.29,224.648,1.0
118,182.949,51.772,1.0,181.146,64.392,1.0,183.39,77.189,1.0,183.327,91.06,1.0,182.825,107.841,1.0,182.912,125.516,1.0,181.78,144.182,1.0,180.598,159.589,1.0,181.383,179.283,1.0,182.296,192.959,1.0,181.159,213.898,1.0,181.275,224.651,1.0
119,182.908,51.752,1.0,181.128,64.373,1.0,183.355,77.184,1.0,183.307,91.059,1.0,182.804,107.794,1.0,182.981,125.549,1.0,181.874,144.128,1.0,180.625,159.571,1.0,181.411,179.326,1.0,182.313,192.922,1.0,181.208,213.932,1.0,181.265,224.601,1.0
120,182.846,51.847,1.0,181.297,64.568,1.0,183.417,77.565,1.0,183.371,91.324,1.0,182.962,108.277,1.0,183.157,125.445,1.0,182.239,144.147,1.0,180.95,159.375,1.0,182.13,179.074,1.0,182.428,192.642,1.0,181.137,213.953,1.0,181.393,225.065,1.0
121,182.898,51.755,1.0,181.131,64.304,1.0,183.509,77.231,1.0,183.393,90.955,1.0,182.74,107.821,1.0,183.161,125.174,1.0,182.167,143.879,1.0,180.83,159.171,1.0,182.01,178.617,1.0,182.34,192.42,1.0,181.132,213.898,1.0,181.187,224.841,1.0
122,182.901,51.765,1.0,181.118,64.322,1.0,183.484,77.195,1.0,183.264,91.051,1.0,182.712,107.841,1.0,183.042,125.234,1.0,182.055,144.086,1.0,180.894,159.475,1.0,181.974,178.936,1.0,182.303,192.478,1.0,181.086,213.962,1.0,181.408,224.936,1.0
123,182.956,51.734,1.0,181.18,64.266,1.0,183.608,77.059,1.0,183.393,90.834,1.0,182.605,107.529,1.0,183.128,125.075,1.0,182.212,143.764,1.0,180.83,159.141,1.0,181.937,178.65,1.0,182.28,192.321,1.0,181.24,213.792,1.0,181.258,224.879,1.0
124,182.923,51.755,1.0,181.188,64.196,1.0,183.576,77.001,1.0,183.361,90.889,1.0,182.62,107.453,1.0,183.133,125.057,1.0,182.126,143.712,1.0,180.792,159.009,1.0,181.841,178.666,1.0,182.23,192.7,1.0,181.077,213.92,1.0,181.32,224.947,1.0
125,182.862,51.893,1.0,181.192,64.296,1.0,183.524,77.155,1.0,183.451,90.869,1.0,182.79,107.523,1.0,183.246,125.145,1.0,181.977,143.741,1.0,180.857,159.077,1.0,181.976,178.758,1.0,182.351,192.645,1.0,181.095,213.988,1.0,181.189,224.929,1.0
126,182.824,51.914,1.0,181.231,64.359,1.0,183.486,77.289,1.0,183.249,91.21,1.0,182.784,107.876,1.0,183.184,125.283,1.0,182.014,143.855,1.0,180.819,159.027,1.0,181.86,178.468,1.0,182.069,192.277,1.0,181.148,213.678,1.0,181.233,224.646,1.0
127,182.825,51.916,1.0,181.127,64.367,1.0,183.389,77.343,1.0,183.086,91.332,1.0,182.685,108.113,1.0,182.956,125.285,1.0,181.983,143.955,1.0,180.786,158.994,1.0,181.861,178.402,1.0,182.334,192.356,1.0,181.162,213.682,1.0,181.158,224.578,1.0
128,182.795,51.976,1.0,181.151,64.348,1.0,183.403,77.251,1.0,183.123,91.155,1.0,182.58,107.972,1.0,183.003,125.239,1.0,182.133,143.872,1.0,180.78,158.972,1.0,181.779,178.393,1.0,182.267,192.34,1.0,181.253,213.825,1.0,181.159,224.7,1.0
129,182.82,51.947,1.0,181.228,64.38,1.0,183.415,77.356,1.0,183.108,91.42,1.0,182.723,108.222,1.0,183.043,125.402,1.0,182.054,143.93,1.0,180.928,159.179,1.0,181.926,178.721,1.0,182.319,192.636,1.0,181.101,214.023,1.0,181.22,224.746,1.0
130,182.779,51.942,1.0,181.15,64.35,1.0,183.301,77.336,1.0,182.872,91.491,1.0,182.619,108.183,1.0,182.905,125.345,1.0,181.972,143.974,1.0,180.97,159.315,1.0,181.99,178.932,1.0,182.307,192.742,1.0,181.003,214.131,1.0,181.276,224.844,1.0
131,182.793,51.924,1.0,181.203,64.37,1.0,183.318,77.348,1.0,182.855,91.554,1.0,182.615,108.155,1.0,182.698,125.26,1.0,181.964,143.961,1.0,180.906,159.373,1.0,182.002,178.942,1.0,182.25,192.628,1.0,181.04,213.994,1.0,181.288,224.79,1.0
132,183.021,51.775,1.0,181.191,64.387,1.0,183.487,77.263,1.0,183.175,91.026,1.0,182.674,107.73,1.0,183.184,124.993,1.0,182.414,143.588,1.0,180.685,159.756,1.0,181.836,178.092,1.0,182.322,191.698,1.0,181.44,213.731,1.0,181.102,224.275,1.0
133,182.907,51.779,1.0,181.192,64.444,1.0,183.354,77.484,1.0,183.196,91.161,1.0,182.729,107.939,1.0,183.122,125.153,1.0,182.448,143.686,1.0,180.649,159.021,1.0,181.822,178.449,1.0,182.424,192.061,1.0,181.417,213.882,1.0,181.132,224.462,1.0
134,182.907,51.654,1.0,181.155,64.35,1.0,183.338,77.309,1.0,183.059,91.078,1.0,182.639,107.905,1.0,182.938,125.191,1.0,182.323,143.826,1.0,180.68,159.154,1.0,181.863,178.459,1.0,182.437,192.083,1.0,181.41,213.88,1.0,181.126,224.496,1.0
135,182.905,51.663,1.0,181.19,64.301,1.0,183.283,77.217,1.0,182.964,90.917,1.0,182.483,107.799,1.0,182.919,124.929,1.0,182.254,143.708,1.0,180.53,159.16,1.0,181.581,178.517,1.0,182.393,191.785,1.0,181.48,213.696,1.0,181.027,224.32,1.0
136,182.92,51.712,1.0,181.246,64.357,1.0,183.294,77.301,1.0,182.929,90.999,1.0,182.47,107.867,1.0,183.029,124.984,1.0,182.4,143.67,1.0,180.815,159.714,1.0,181.72,178.19,1.0,182.253,191.837,1.0,181.498,213.622,1.0,181.084,224.384,1.0
137,182.902,51.77,1.0,181.221,64.398,1.0,183.281,77.43,1.0,183.07,91.051,1.0,182.647,108.039,1.0,183.083,125.19,1.0,182.318,143.876,1.0,180.641,159.191,1.0,181.745,178.61,1.0,182.255,192.033,1.0,181.48,213.656,1.0,181.072,224.381,1.0
