scorer,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
314,939.539,1193.438,1.0,974.277,1072.311,1.0,910.321,872.241,1.0,748.199,713.371,1.0,514.462,649.053,1.0,274.164,712.079,1.0,98.076,876.653,1.0,17.853,1078.498,1.0,18.985,1276.67,1.0,83.045,1433.637,1.0,140.073,1538.664,1.0
315,939.612,1193.92,1.0,974.59,1072.371,1.0,907.596,872.196,1.0,748.91,713.545,1.0,514.987,649.374,1.0,274.815,711.407,1.0,98.42,876.467,1.0,17.863,1078.954,1.0,18.914,1277.006,1.0,82.734,1433.796,1.0,139.871,1540.021,1.0
316,939.689,1194.948,1.0,974.05,1072.43,1.0,909.803,872.716,1.0,748.79,714.453,1.0,515.314,649.44,1.0,275.436,711.327,1.0,98.713,876.336,1.0,17.74,1078.266,1.0,18.184,1281.072,1.0,83.19,1434.617,1.0,139.903,1539.606,1.0
317,939.806,1195.684,1.0,973.637,1072.953,1.0,909.76,874.198,1.0,748.4,715.466,1.0,515.472,649.744,1.0,274.928,711.081,1.0,98.583,876.102,1.0,18.193,1078.404,1.0,18.495,1277.538,1.0,82.298,1433.175,1.0,139.577,1539.686,1.0
318,939.608,1196.073,1.0,972.935,1074.585,1.0,909.523,874.936,1.0,747.903,715.56,1.0,515.502,649.955,1.0,275.375,713.177,1.0,99.295,875.9,1.0,17.963,1079.405,1.0,16.53,1281.598,1.0,81.211,1432.841,1.0,139.377,1539.52,1.0
319,939.76,1196.861,1.0,973.043,1074.755,1.0,913.425,879.022,1.0,747.343,715.667,1.0,516.15,650.032,1.0,275.568,713.165,1.0,99.058,876.123,1.0,18.505,1082.17,1.0,17.153,1281.563,1.0,81.324,1432.832,1.0,139.394,1539.36,1.0
320,939.123,1194.295,1.0,974.437,1073.625,1.0,915.744,877.7,1.0,750.879,715.216,1.0,516.549,650.384,1.0,278.052,712.56,1.0,97.99,875.831,1.0,17.392,1077.663,1.0,16.664,1281.624,1.0,79.204,1433.122,1.0,137.515,1532.894,1.0
321,939.184,1194.264,1.0,974.161,1075.145,1.0,915.875,877.948,1.0,751.919,713.981,1.0,516.649,650.65,1.0,277.952,712.596,1.0,98.061,875.658,1.0,17.221,1077.754,1.0,16.827,1282.008,1.0,78.551,1431.976,1.0,137.515,1532.833,1.0
322,939.705,1201.967,1.0,974.857,1074.761,1.0,914.598,880.286,1.0,752.024,715.719,1.0,516.993,651.548,1.0,282.84,707.951,1.0,97.256,876.621,1.0,18.5,1082.653,1.0,17.57,1277.077,1.0,79.703,1429.866,1.0,137.454,1532.872,1.0
323,939.519,1203.07,1.0,974.59,1074.245,1.0,909.694,875.539,1.0,753.925,720.551,1.0,516.843,651.97,1.0,283.381,706.733,1.0,92.907,877.461,1.0,12.148,1083.54,1.0,17.297,1276.349,1.0,80.524,1434.065,1.0,136.183,1531.83,1.0
324,939.367,1202.986,1.0,974.476,1075.363,1.0,913.796,880.54,1.0,753.911,719.875,1.0,517.13,651.913,1.0,283.518,706.544,1.0,97.28,877.307,1.0,11.927,1083.334,1.0,17.14,1276.558,1.0,80.147,1433.771,1.0,137.291,1532.778,1.0
325,939.564,1202.699,1.0,974.396,1076.062,1.0,914.01,879.795,1.0,753.496,719.72,1.0,517.502,651.747,1.0,283.671,706.76,1.0,97.705,877.094,1.0,12.318,1084.248,1.0,17.199,1277.286,1.0,79.828,1432.409,1.0,137.344,1532.877,1.0
326,939.284,1203.72,1.0,973.479,1078.366,1.0,914.028,877.396,1.0,753.301,720.526,1.0,518.075,652.065,1.0,283.869,706.0,1.0,97.398,877.018,1.0,12.3,1084.11,1.0,17.132,1277.017,1.0,80.65,1435.803,1.0,137.361,1533.015,1.0
327,939.13,1204.407,1.0,973.107,1080.554,1.0,914.237,878.469,1.0,751.894,721.456,1.0,518.126,652.286,1.0,283.622,705.642,1.0,97.317,877.091,1.0,12.163,1084.133,1.0,16.139,1282.214,1.0,80.654,1436.999,1.0,137.412,1533.2,1.0
328,939.127,1205.156,1.0,974.272,1081.04,1.0,914.607,878.711,1.0,753.877,722.557,1.0,518.446,652.075,1.0,283.63,705.668,1.0,97.146,876.329,1.0,12.151,1083.877,1.0,15.951,1281.2,1.0,80.779,1437.412,1.0,137.751,1533.23,1.0
329,937.95,1209.208,1.0,973.455,1081.672,1.0,914.398,880.59,1.0,751.805,726.901,1.0,519.101,652.99,1.0,283.93,704.771,1.0,97.46,876.503,1.0,12.177,1083.986,1.0,15.417,1281.441,1.0,80.695,1434.724,1.0,137.973,1533.26,1.0
330,937.961,1209.418,1.0,973.192,1082.806,1.0,915.444,881.132,1.0,750.739,725.006,1.0,519.274,652.892,1.0,283.642,704.812,1.0,97.154,876.242,1.0,12.11,1083.783,1.0,15.921,1282.056,1.0,80.989,1436.737,1.0,137.836,1533.232,1.0
331,938.076,1209.605,1.0,973.714,1082.22,1.0,915.978,881.295,1.0,752.318,724.629,1.0,514.429,650.014,1.0,283.703,704.767,1.0,96.928,876.028,1.0,11.944,1083.526,1.0,15.809,1283.729,1.0,81.045,1436.892,1.0,138.196,1533.284,1.0
332,938.08,1210.112,1.0,973.688,1082.456,1.0,915.66,884.735,1.0,752.598,725.678,1.0,519.778,653.026,1.0,283.708,704.878,1.0,97.092,875.983,1.0,11.941,1083.43,1.0,15.823,1283.722,1.0,81.343,1438.683,1.0,139.594,1536.529,1.0
333,933.255,1212.209,1.0,973.05,1082.89,1.0,915.568,882.809,1.0,753.787,724.144,1.0,515.855,650.451,1.0,285.058,701.956,1.0,97.238,875.888,1.0,11.923,1083.124,1.0,15.746,1284.888,1.0,81.726,1439.134,1.0,139.478,1536.912,1.0
334,933.449,1211.809,1.0,973.227,1083.105,1.0,915.969,881.938,1.0,752.381,724.054,1.0,515.524,650.11,1.0,284.001,704.685,1.0,97.208,875.914,1.0,11.709,1082.956,1.0,15.816,1285.756,1.0,81.754,1439.104,1.0,139.854,1537.926,1.0
335,933.485,1211.743,1.0,972.822,1083.49,1.0,916.191,884.31,1.0,753.458,724.706,1.0,515.389,649.813,1.0,284.184,704.888,1.0,97.112,875.875,1.0,11.849,1083.164,1.0,15.712,1286.322,1.0,81.389,1438.617,1.0,139.881,1538.182,1.0
336,933.373,1212.642,1.0,972.73,1083.481,1.0,916.592,884.998,1.0,753.808,724.52,1.0,515.852,649.461,1.0,285.15,701.765,1.0,96.937,875.768,1.0,11.353,1082.685,1.0,14.915,1287.147,1.0,81.113,1437.521,1.0,139.605,1538.586,1.0
337,932.926,1212.46,1.0,972.864,1083.268,1.0,916.894,885.375,1.0,755.21,724.955,1.0,516.1,649.581,1.0,284.964,701.557,1.0,97.418,875.763,1.0,11.38,1082.738,1.0,15.159,1287.25,1.0,81.327,1438.021,1.0,139.595,1538.663,1.0
338,933.107,1213.74,1.0,975.081,1089.255,1.0,916.266,887.394,1.0,755.063,726.262,1.0,515.403,650.322,1.0,284.608,705.445,1.0,97.684,875.804,1.0,11.319,1082.396,1.0,15.185,1286.423,1.0,81.053,1437.865,1.0,139.596,1538.768,1.0
339,931.494,1219.32,1.0,974.512,1090.181,1.0,915.875,888.197,1.0,752.966,729.89,1.0,515.751,650.434,1.0,284.594,705.766,1.0,98.027,875.537,1.0,11.109,1082.128,1.0,11.211,1284.088,1.0,80.127,1435.791,1.0,139.513,1540.455,1.0
340,931.96,1221.571,1.0,974.693,1091.102,1.0,916.392,889.516,1.0,755.09,730.958,1.0,516.724,650.937,1.0,284.854,705.521,1.0,97.94,875.382,1.0,13.484,1079.881,1.0,11.193,1284.052,1.0,80.145,1435.781,1.0,139.484,1539.937,1.0
341,931.578,1220.7,1.0,973.129,1092.341,1.0,915.467,889.819,1.0,756.46,730.829,1.0,517.627,651.746,1.0,284.683,705.555,1.0,97.789,875.271,1.0,13.528,1079.86,1.0,11.21,1283.076,1.0,80.265,1436.242,1.0,139.566,1540.515,1.0
342,931.511,1220.936,1.0,972.581,1095.493,1.0,915.449,889.466,1.0,756.84,730.906,1.0,518.307,651.944,1.0,284.966,706.318,1.0,99.848,870.54,1.0,11.044,1082.103,1.0,11.333,1282.008,1.0,79.953,1435.678,1.0,139.605,1540.593,1.0
343,931.512,1221.266,1.0,974.682,1096.686,1.0,916.115,890.675,1.0,758.843,727.348,1.0,518.803,652.256,1.0,285.25,706.351,1.0,99.707,870.586,1.0,11.022,1082.15,1.0,11.329,1281.786,1.0,79.958,1435.631,1.0,139.575,1540.288,1.0
344,931.097,1222.58,1.0,972.643,1096.154,1.0,915.873,891.355,1.0,758.994,727.494,1.0,518.094,651.822,1.0,285.305,706.347,1.0,100.209,870.545,1.0,11.267,1082.722,1.0,11.077,1275.77,1.0,79.885,1435.773,1.0,139.629,1540.415,1.0
345,931.705,1225.441,1.0,974.093,1096.92,1.0,915.862,892.066,1.0,759.85,727.769,1.0,518.401,652.08,1.0,285.623,706.227,1.0,99.783,870.129,1.0,11.554,1082.961,1.0,10.969,1275.609,1.0,80.192,1436.803,1.0,139.78,1540.023,1.0
346,931.697,1226.379,1.0,972.723,1098.929,1.0,917.0,893.246,1.0,761.71,728.608,1.0,518.015,652.6,1.0,286.116,706.598,1.0,100.191,869.754,1.0,11.435,1083.222,1.0,11.038,1274.725,1.0,80.46,1438.059,1.0,139.681,1540.536,1.0
347,931.782,1226.201,1.0,975.018,1104.15,1.0,915.846,892.825,1.0,766.687,728.498,1.0,519.302,653.406,1.0,286.057,706.189,1.0,100.03,868.762,1.0,11.268,1082.939,1.0,11.125,1274.539,1.0,80.362,1437.935,1.0,140.826,1539.422,1.0
348,931.712,1226.498,1.0,972.317,1100.383,1.0,916.634,893.587,1.0,767.145,728.421,1.0,519.982,653.763,1.0,290.291,703.961,1.0,100.113,867.789,1.0,11.302,1082.949,1.0,11.094,1274.263,1.0,80.197,1437.128,1.0,140.861,1540.048,1.0
349,931.292,1225.63,1.0,974.538,1104.201,1.0,915.413,893.394,1.0,766.203,729.3,1.0,520.329,653.953,1.0,290.155,704.31,1.0,100.053,868.701,1.0,11.631,1083.262,1.0,11.249,1273.676,1.0,78.091,1433.186,1.0,140.873,1540.186,1.0
350,931.09,1226.055,1.0,973.695,1105.918,1.0,919.342,896.408,1.0,767.505,730.669,1.0,523.31,654.561,1.0,290.948,705.084,1.0,100.785,867.277,1.0,11.614,1083.446,1.0,10.4,1270.299,1.0,78.57,1429.897,1.0,141.29,1540.249,1.0
351,931.182,1226.099,1.0,973.431,1106.514,1.0,915.981,894.068,1.0,766.409,731.017,1.0,524.314,654.844,1.0,290.643,705.49,1.0,100.837,867.951,1.0,11.77,1083.968,1.0,11.071,1274.32,1.0,78.56,1429.954,1.0,141.148,1540.572,1.0
352,931.319,1225.773,1.0,973.581,1106.587,1.0,913.477,890.409,1.0,766.279,729.698,1.0,529.703,652.685,1.0,289.519,706.064,1.0,100.772,868.146,1.0,11.64,1083.607,1.0,10.618,1276.251,1.0,78.41,1430.611,1.0,141.217,1540.066,1.0
353,931.425,1225.451,1.0,973.647,1106.681,1.0,912.714,891.002,1.0,764.685,730.852,1.0,530.023,652.673,1.0,287.199,709.172,1.0,100.461,869.167,1.0,11.442,1083.333,1.0,11.162,1285.134,1.0,77.814,1431.684,1.0,141.156,1540.356,1.0
354,931.485,1225.358,1.0,973.13,1108.409,1.0,912.488,889.077,1.0,764.656,730.86,1.0,530.735,653.152,1.0,287.202,709.12,1.0,100.647,870.985,1.0,11.152,1082.732,1.0,11.314,1285.014,1.0,78.385,1429.748,1.0,140.778,1540.173,1.0
355,931.692,1225.497,1.0,972.908,1108.859,1.0,912.367,889.133,1.0,765.467,730.731,1.0,530.446,652.911,1.0,287.093,709.828,1.0,100.724,871.256,1.0,11.261,1083.041,1.0,15.033,1285.831,1.0,77.824,1432.203,1.0,140.729,1540.161,1.0
356,931.651,1225.458,1.0,972.881,1109.5,1.0,910.57,884.69,1.0,765.694,730.983,1.0,529.367,651.25,1.0,287.095,709.677,1.0,98.542,876.815,1.0,11.221,1082.647,1.0,15.076,1285.847,1.0,78.145,1430.863,1.0,140.801,1539.935,1.0
357,931.726,1225.55,1.0,973.492,1107.504,1.0,910.872,886.26,1.0,764.879,730.848,1.0,528.75,651.569,1.0,286.855,709.716,1.0,98.705,876.083,1.0,11.45,1083.078,1.0,11.065,1284.083,1.0,77.812,1433.131,1.0,141.055,1539.728,1.0
358,931.899,1226.564,1.0,973.526,1107.654,1.0,914.054,890.485,1.0,764.311,730.861,1.0,528.825,651.622,1.0,286.928,709.165,1.0,98.644,875.828,1.0,11.57,1083.359,1.0,11.409,1282.504,1.0,77.713,1433.285,1.0,141.1,1539.55,1.0
359,931.813,1227.217,1.0,973.758,1107.339,1.0,914.123,891.576,1.0,762.535,731.436,1.0,528.138,652.012,1.0,286.755,708.976,1.0,98.77,875.812,1.0,11.667,1083.507,1.0,11.438,1281.802,1.0,77.613,1434.868,1.0,141.078,1539.453,1.0
360,931.59,1227.987,1.0,974.189,1105.059,1.0,915.3,893.356,1.0,762.139,731.326,1.0,528.261,653.188,1.0,286.679,709.167,1.0,98.701,875.645,1.0,11.555,1083.451,1.0,11.382,1281.685,1.0,77.366,1434.951,1.0,140.42,1538.413,1.0
361,930.302,1232.433,1.0,972.236,1100.17,1.0,915.897,893.916,1.0,752.788,732.761,1.0,523.244,655.524,1.0,286.293,709.324,1.0,101.084,869.377,1.0,11.738,1083.556,1.0,11.066,1275.544,1.0,80.531,1438.407,1.0,139.715,1536.7,1.0
362,930.284,1232.159,1.0,974.186,1105.51,1.0,915.232,893.11,1.0,753.323,733.595,1.0,523.766,655.378,1.0,286.502,709.272,1.0,101.159,869.459,1.0,11.516,1083.425,1.0,11.175,1276.1,1.0,80.198,1437.471,1.0,139.714,1536.846,1.0
363,930.222,1231.814,1.0,974.748,1104.43,1.0,916.533,894.978,1.0,754.532,733.953,1.0,528.123,652.557,1.0,286.949,709.641,1.0,101.263,869.866,1.0,11.567,1083.612,1.0,11.294,1281.498,1.0,80.46,1437.821,1.0,139.838,1537.146,1.0
364,930.284,1231.444,1.0,975.442,1103.435,1.0,918.988,896.16,1.0,757.248,732.342,1.0,528.111,652.228,1.0,287.008,709.589,1.0,101.241,869.575,1.0,11.443,1083.598,1.0,11.271,1281.429,1.0,80.213,1437.576,1.0,139.678,1536.79,1.0
365,931.562,1228.266,1.0,974.98,1104.122,1.0,917.859,895.436,1.0,757.497,732.587,1.0,527.916,652.743,1.0,287.042,709.23,1.0,101.415,869.115,1.0,11.474,1083.623,1.0,11.2,1282.511,1.0,80.337,1437.925,1.0,139.921,1536.646,1.0
366,930.366,1231.362,1.0,974.255,1105.673,1.0,919.68,895.941,1.0,760.657,731.688,1.0,523.818,654.977,1.0,289.255,705.961,1.0,101.605,868.463,1.0,11.317,1083.586,1.0,11.267,1284.101,1.0,80.571,1438.382,1.0,140.047,1536.56,1.0
367,930.346,1231.245,1.0,974.186,1106.224,1.0,918.446,895.25,1.0,760.737,731.566,1.0,523.778,654.903,1.0,289.202,706.129,1.0,101.627,868.358,1.0,11.216,1083.468,1.0,11.194,1283.483,1.0,80.576,1438.382,1.0,139.951,1536.477,1.0
368,930.112,1231.625,1.0,974.009,1106.623,1.0,917.706,895.218,1.0,761.685,732.858,1.0,527.911,651.561,1.0,290.197,706.115,1.0,101.807,868.265,1.0,11.248,1083.423,1.0,11.124,1284.623,1.0,80.571,1438.441,1.0,139.951,1536.402,1.0
369,930.057,1231.821,1.0,974.053,1106.866,1.0,917.307,894.639,1.0,759.951,732.084,1.0,524.006,655.214,1.0,289.608,705.641,1.0,101.716,867.731,1.0,11.122,1083.28,1.0,11.07,1284.29,1.0,80.636,1438.493,1.0,139.847,1536.596,1.0
370,929.947,1233.921,1.0,973.596,1108.573,1.0,920.042,894.138,1.0,760.961,732.333,1.0,523.255,654.439,1.0,290.414,705.658,1.0,101.942,866.757,1.0,10.983,1083.224,1.0,11.206,1286.216,1.0,80.319,1437.845,1.0,140.078,1537.273,1.0
371,929.945,1234.11,1.0,973.059,1109.444,1.0,917.487,898.147,1.0,762.775,731.399,1.0,522.673,654.285,1.0,291.355,705.673,1.0,102.55,867.056,1.0,11.186,1083.431,1.0,11.03,1286.921,1.0,79.117,1440.109,1.0,139.869,1538.707,1.0
372,930.055,1234.791,1.0,973.271,1108.129,1.0,918.682,899.61,1.0,762.985,730.122,1.0,530.206,653.035,1.0,291.944,705.261,1.0,107.861,861.903,1.0,11.032,1082.841,1.0,10.928,1287.032,1.0,75.418,1437.54,1.0,139.898,1538.021,1.0
373,929.99,1235.528,1.0,973.663,1109.265,1.0,918.869,899.591,1.0,762.198,730.648,1.0,530.763,653.077,1.0,291.683,704.724,1.0,107.844,862.016,1.0,10.784,1082.482,1.0,10.806,1286.543,1.0,74.97,1438.329,1.0,139.955,1537.294,1.0
374,929.935,1235.609,1.0,973.868,1113.601,1.0,918.911,900.137,1.0,766.962,728.062,1.0,530.517,652.317,1.0,290.933,703.972,1.0,107.95,861.708,1.0,12.93,1079.705,1.0,11.287,1289.907,1.0,79.119,1441.286,1.0,139.798,1538.042,1.0
375,930.035,1235.63,1.0,972.446,1116.461,1.0,919.415,900.233,1.0,767.38,728.554,1.0,531.193,652.844,1.0,291.38,704.053,1.0,107.841,861.572,1.0,12.932,1079.467,1.0,11.188,1290.559,1.0,79.826,1442.486,1.0,139.965,1537.865,1.0
376,930.383,1236.172,1.0,972.984,1116.411,1.0,920.188,901.701,1.0,768.011,727.621,1.0,531.283,652.718,1.0,293.826,702.665,1.0,107.951,861.746,1.0,12.946,1078.771,1.0,11.243,1291.351,1.0,78.728,1444.454,1.0,139.075,1539.629,1.0
377,929.806,1235.354,1.0,972.894,1116.227,1.0,919.386,900.75,1.0,768.047,728.291,1.0,531.623,652.56,1.0,291.926,703.297,1.0,107.822,861.932,1.0,12.946,1078.929,1.0,11.208,1291.267,1.0,77.884,1443.755,1.0,138.802,1539.327,1.0
378,929.477,1238.079,1.0,973.346,1115.208,1.0,919.627,901.581,1.0,766.987,728.512,1.0,529.76,652.625,1.0,292.395,703.456,1.0,107.876,862.062,1.0,12.86,1078.992,1.0,11.286,1290.753,1.0,77.644,1443.743,1.0,138.651,1539.947,1.0
379,929.297,1238.027,1.0,972.62,1115.641,1.0,919.445,902.645,1.0,766.786,730.686,1.0,528.141,651.179,1.0,293.062,703.403,1.0,108.292,866.364,1.0,13.019,1079.566,1.0,11.197,1290.01,1.0,77.116,1443.635,1.0,138.639,1539.408,1.0
380,923.878,1241.802,1.0,972.399,1110.895,1.0,917.517,898.26,1.0,761.323,730.83,1.0,529.768,652.081,1.0,286.603,706.998,1.0,102.441,866.463,1.0,11.332,1075.444,1.0,11.044,1286.508,1.0,73.468,1438.123,1.0,138.355,1540.075,1.0
381,923.9,1241.905,1.0,973.326,1112.991,1.0,917.083,897.735,1.0,764.047,728.592,1.0,531.505,651.852,1.0,289.545,705.527,1.0,102.174,866.337,1.0,11.331,1075.645,1.0,11.394,1289.415,1.0,74.203,1436.75,1.0,139.923,1539.078,1.0
382,924.007,1242.257,1.0,972.14,1112.129,1.0,917.913,899.303,1.0,765.134,730.99,1.0,530.948,651.63,1.0,286.869,707.966,1.0,102.399,866.107,1.0,11.24,1075.839,1.0,11.144,1286.151,1.0,74.731,1435.811,1.0,140.385,1539.189,1.0
383,923.99,1242.512,1.0,972.4,1114.146,1.0,918.623,900.768,1.0,763.648,731.36,1.0,531.208,652.411,1.0,286.788,707.74,1.0,102.274,866.275,1.0,11.488,1076.513,1.0,11.015,1285.889,1.0,75.381,1432.809,1.0,138.914,1541.253,1.0
384,924.076,1242.847,1.0,972.489,1114.31,1.0,917.211,898.704,1.0,764.213,731.265,1.0,531.521,652.648,1.0,286.878,708.959,1.0,102.227,866.011,1.0,11.245,1075.759,1.0,11.117,1285.958,1.0,74.952,1433.737,1.0,138.797,1541.255,1.0
385,924.077,1242.79,1.0,972.885,1113.822,1.0,916.838,898.256,1.0,764.433,730.417,1.0,531.863,653.413,1.0,287.008,708.518,1.0,101.966,866.092,1.0,11.198,1075.398,1.0,10.803,1285.402,1.0,74.45,1433.546,1.0,138.702,1540.398,1.0
386,924.079,1242.948,1.0,972.659,1114.931,1.0,917.065,898.835,1.0,763.275,730.652,1.0,532.104,653.236,1.0,289.119,706.787,1.0,102.296,865.643,1.0,12.156,1069.611,1.0,10.975,1286.718,1.0,74.1,1435.386,1.0,138.802,1540.218,1.0
387,923.982,1243.031,1.0,972.767,1114.857,1.0,917.019,898.735,1.0,762.915,731.116,1.0,531.869,652.919,1.0,287.085,708.947,1.0,107.519,865.556,1.0,12.064,1069.19,1.0,10.981,1286.458,1.0,74.435,1434.296,1.0,139.059,1540.722,1.0
388,923.939,1242.768,1.0,972.694,1115.026,1.0,917.535,898.962,1.0,763.347,730.457,1.0,532.31,652.733,1.0,287.027,709.667,1.0,102.832,865.792,1.0,11.914,1068.601,1.0,10.892,1285.896,1.0,74.48,1434.538,1.0,139.055,1540.803,1.0
389,923.888,1242.945,1.0,972.504,1114.903,1.0,917.644,899.251,1.0,764.028,730.489,1.0,531.493,652.167,1.0,286.93,708.834,1.0,102.554,866.186,1.0,11.943,1068.121,1.0,10.606,1286.196,1.0,74.657,1434.629,1.0,138.972,1541.593,1.0
390,924.003,1243.47,1.0,973.191,1114.037,1.0,917.435,899.314,1.0,764.027,730.135,1.0,532.113,653.055,1.0,286.639,709.053,1.0,102.768,865.581,1.0,11.839,1068.038,1.0,10.502,1286.508,1.0,75.197,1433.477,1.0,138.908,1541.644,1.0
391,923.981,1243.359,1.0,973.292,1113.964,1.0,918.458,901.054,1.0,763.859,730.051,1.0,532.498,652.007,1.0,286.581,708.479,1.0,102.601,866.07,1.0,11.812,1067.907,1.0,10.492,1286.392,1.0,74.871,1434.595,1.0,138.912,1541.637,1.0
392,924.025,1243.513,1.0,973.262,1114.164,1.0,918.624,900.781,1.0,764.111,730.289,1.0,533.137,652.048,1.0,286.878,708.324,1.0,102.484,865.931,1.0,11.95,1067.95,1.0,10.471,1286.298,1.0,74.542,1434.45,1.0,138.942,1541.242,1.0
393,924.029,1243.311,1.0,973.455,1113.952,1.0,918.223,900.105,1.0,763.869,729.955,1.0,532.64,652.917,1.0,286.943,708.975,1.0,102.757,866.212,1.0,12.086,1067.899,1.0,10.595,1286.979,1.0,74.325,1433.697,1.0,139.233,1540.32,1.0
394,924.133,1243.793,1.0,973.445,1113.94,1.0,918.951,900.689,1.0,763.931,729.707,1.0,533.072,652.914,1.0,286.795,709.292,1.0,102.748,866.161,1.0,12.094,1068.022,1.0,10.802,1286.693,1.0,74.707,1433.435,1.0,139.258,1540.943,1.0
395,924.043,1243.032,1.0,973.224,1114.121,1.0,919.005,901.962,1.0,766.182,729.892,1.0,532.881,652.813,1.0,286.811,709.168,1.0,102.571,866.254,1.0,12.133,1068.048,1.0,11.472,1289.142,1.0,74.663,1432.847,1.0,139.375,1541.361,1.0
396,923.92,1242.651,1.0,973.188,1114.172,1.0,919.227,902.358,1.0,766.159,729.783,1.0,532.876,653.229,1.0,286.901,709.165,1.0,102.085,865.707,1.0,12.074,1068.401,1.0,10.665,1286.906,1.0,74.454,1432.788,1.0,139.265,1541.885,1.0
397,923.617,1241.997,1.0,973.472,1113.68,1.0,918.468,901.51,1.0,765.844,729.418,1.0,532.786,653.452,1.0,287.023,708.669,1.0,102.049,866.681,1.0,12.29,1067.928,1.0,10.649,1286.832,1.0,74.592,1432.509,1.0,139.164,1540.836,1.0
398,923.882,1242.748,1.0,972.897,1114.53,1.0,919.009,902.785,1.0,766.266,730.285,1.0,532.449,652.802,1.0,289.753,706.321,1.0,102.028,866.934,1.0,11.995,1068.832,1.0,10.792,1286.373,1.0,74.99,1432.713,1.0,139.527,1540.329,1.0
399,923.874,1242.889,1.0,972.718,1114.501,1.0,918.758,902.458,1.0,765.716,730.603,1.0,532.284,652.606,1.0,289.642,706.42,1.0,101.878,866.902,1.0,12.019,1068.865,1.0,10.779,1286.614,1.0,74.802,1432.755,1.0,139.589,1541.119,1.0
400,924.109,1243.64,1.0,972.821,1114.768,1.0,918.546,902.064,1.0,765.624,731.055,1.0,532.276,652.143,1.0,287.168,708.926,1.0,102.226,867.247,1.0,12.05,1069.049,1.0,11.469,1289.741,1.0,74.407,1433.367,1.0,139.748,1540.075,1.0
401,924.035,1243.74,1.0,972.42,1114.674,1.0,918.172,902.392,1.0,765.038,732.814,1.0,533.237,654.129,1.0,289.107,708.607,1.0,102.33,867.825,1.0,12.061,1069.378,1.0,11.258,1290.032,1.0,74.302,1433.818,1.0,139.694,1540.88,1.0
