scorer,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000,DLC_resnet50_OrSsEnetXi01Jul10shuffle0_40000
808,316.779,184.302,1.0,317.839,200.993,1.0,319.616,209.818,1.0,320.908,224.066,1.0,317.259,236.683,1.0,316.493,261.864,1.0,321.887,279.471,1.0,319.519,297.189,1.0,320.305,312.961,1.0,318.449,327.609,1.0,321.056,349.161,1.0,319.651,361.335,1.0
809,316.763,184.236,1.0,317.837,200.982,1.0,319.548,209.586,1.0,320.954,223.589,1.0,317.454,236.372,1.0,316.494,261.346,1.0,318.1,276.72,1.0,319.464,296.869,1.0,319.012,312.098,1.0,318.471,327.544,1.0,321.021,349.22,1.0,319.44,361.364,1.0
810,316.783,184.308,1.0,317.928,201.098,1.0,319.509,209.7,1.0,320.883,223.728,1.0,317.289,236.538,1.0,316.591,261.343,1.0,321.903,279.227,1.0,319.268,297.12,1.0,320.343,312.833,1.0,318.268,327.839,1.0,320.617,349.249,1.0,319.401,361.361,1.0
811,316.796,184.367,1.0,317.937,201.109,1.0,319.602,209.772,1.0,320.905,223.811,1.0,317.399,236.613,1.0,316.63,261.527,1.0,318.52,277.235,1.0,319.438,297.257,1.0,318.097,315.869,1.0,318.637,327.628,1.0,321.478,349.63,1.0,320.328,361.067,1.0
812,316.811,184.382,1.0,317.985,201.102,1.0,319.559,209.808,1.0,320.977,223.804,1.0,317.303,236.521,1.0,316.573,261.699,1.0,322.091,279.373,1.0,319.536,297.42,1.0,321.115,312.754,1.0,318.381,328.636,1.0,322.321,349.766,1.0,320.663,361.025,1.0
813,316.759,184.301,1.0,317.914,201.13,1.0,319.623,209.912,1.0,321.043,223.877,1.0,317.383,236.479,1.0,316.456,261.591,1.0,322.072,279.179,1.0,319.605,297.231,1.0,321.284,312.458,1.0,318.252,328.44,1.0,322.045,349.139,1.0,320.563,360.523,1.0
814,316.679,184.282,1.0,317.83,201.067,1.0,319.668,209.725,1.0,321.05,223.752,1.0,317.625,236.502,1.0,316.583,261.477,1.0,322.054,278.951,1.0,319.453,296.984,1.0,318.317,315.408,1.0,317.491,329.816,1.0,321.726,348.683,1.0,318.102,361.13,1.0
815,316.681,184.279,1.0,317.834,201.019,1.0,319.736,209.695,1.0,321.02,223.644,1.0,317.568,236.476,1.0,316.493,261.277,1.0,322.149,278.746,1.0,319.255,296.793,1.0,318.782,311.834,1.0,317.477,329.936,1.0,321.394,348.352,1.0,319.967,360.223,1.0
816,316.707,184.117,1.0,317.928,200.813,1.0,319.675,209.941,1.0,320.795,223.973,1.0,317.373,236.56,1.0,316.439,261.912,1.0,322.007,279.105,1.0,319.229,297.001,1.0,318.797,312.263,1.0,316.662,330.245,1.0,320.578,348.981,1.0,318.679,360.652,1.0
817,316.754,183.998,1.0,318.066,200.841,1.0,319.819,209.507,1.0,321.031,223.393,1.0,317.713,236.095,1.0,316.161,261.06,1.0,322.104,278.614,1.0,318.88,296.582,1.0,318.825,311.829,1.0,316.829,329.974,1.0,321.316,349.495,1.0,319.561,360.361,1.0
818,316.748,184.089,1.0,317.926,200.743,1.0,319.82,209.714,1.0,320.876,223.794,1.0,317.575,236.352,1.0,316.221,261.326,1.0,321.981,278.952,1.0,319.278,297.124,1.0,319.853,313.397,1.0,317.619,327.981,1.0,321.507,349.402,1.0,320.716,360.981,1.0
819,316.75,184.225,1.0,317.92,200.771,1.0,319.688,210.026,1.0,320.686,224.079,1.0,317.293,236.526,1.0,316.376,261.427,1.0,321.995,278.857,1.0,319.405,296.989,1.0,319.042,311.843,1.0,317.128,330.058,1.0,321.784,348.532,1.0,320.53,360.604,1.0
820,316.785,184.257,1.0,318.025,200.861,1.0,319.741,209.916,1.0,320.653,224.059,1.0,317.333,236.577,1.0,316.488,261.992,1.0,322.017,279.294,1.0,319.476,297.521,1.0,320.053,313.448,1.0,318.057,328.213,1.0,321.581,348.969,1.0,320.765,360.821,1.0
821,316.806,184.206,1.0,317.963,200.841,1.0,319.682,209.795,1.0,320.698,223.92,1.0,317.4,236.491,1.0,316.446,261.769,1.0,321.968,279.115,1.0,319.3,297.213,1.0,320.173,313.031,1.0,318.306,327.896,1.0,321.797,349.063,1.0,320.385,360.85,1.0
822,316.822,184.164,1.0,318.023,200.826,1.0,319.642,209.921,1.0,320.633,224.098,1.0,317.276,236.449,1.0,316.222,261.829,1.0,322.022,279.115,1.0,319.231,296.975,1.0,320.042,313.021,1.0,318.306,327.962,1.0,321.907,349.141,1.0,320.506,361.015,1.0
823,316.871,184.357,1.0,317.999,200.941,1.0,319.587,210.117,1.0,320.648,223.998,1.0,317.142,236.555,1.0,316.437,261.739,1.0,321.999,279.093,1.0,319.165,296.983,1.0,318.961,311.876,1.0,317.749,330.0,1.0,321.477,348.693,1.0,319.888,360.853,1.0
824,316.874,184.388,1.0,318.035,200.958,1.0,319.542,210.192,1.0,320.663,223.909,1.0,317.251,236.501,1.0,316.489,261.575,1.0,322.065,278.95,1.0,319.162,296.99,1.0,318.898,311.762,1.0,317.7,329.924,1.0,321.29,348.571,1.0,319.961,360.895,1.0
825,316.876,184.424,1.0,318.024,200.954,1.0,319.544,210.15,1.0,320.732,223.825,1.0,317.372,236.446,1.0,316.576,261.595,1.0,322.061,279.191,1.0,319.168,297.259,1.0,320.148,313.014,1.0,318.393,327.972,1.0,321.172,349.23,1.0,319.944,361.31,1.0
826,316.7,184.257,1.0,317.819,200.754,1.0,319.607,209.925,1.0,320.867,223.638,1.0,317.522,236.434,1.0,316.494,261.4,1.0,322.099,279.029,1.0,319.26,297.288,1.0,318.918,312.055,1.0,318.505,327.73,1.0,321.23,349.173,1.0,319.977,361.109,1.0
827,316.803,184.37,1.0,317.914,200.818,1.0,319.593,210.103,1.0,320.829,223.847,1.0,317.373,236.499,1.0,316.465,261.584,1.0,322.076,279.115,1.0,319.367,297.414,1.0,320.221,313.038,1.0,318.63,327.927,1.0,321.195,349.486,1.0,320.027,361.229,1.0
828,316.989,184.592,1.0,318.135,201.264,1.0,319.74,210.36,1.0,320.876,224.185,1.0,317.35,236.866,1.0,316.416,261.646,1.0,322.051,278.986,1.0,319.527,296.762,1.0,318.552,315.535,1.0,317.822,329.777,1.0,322.286,348.751,1.0,320.597,360.605,1.0
829,316.93,184.46,1.0,318.016,201.19,1.0,319.745,210.394,1.0,320.843,224.177,1.0,317.44,236.918,1.0,316.459,261.624,1.0,322.141,279.012,1.0,319.454,296.867,1.0,318.375,315.336,1.0,317.769,329.838,1.0,321.994,348.658,1.0,320.592,360.578,1.0
830,316.887,184.199,1.0,318.079,201.09,1.0,319.748,210.154,1.0,321.028,224.001,1.0,317.69,236.752,1.0,316.488,261.41,1.0,322.07,279.044,1.0,319.114,296.793,1.0,318.828,311.411,1.0,317.441,329.609,1.0,320.815,348.55,1.0,319.024,360.603,1.0
831,316.838,184.211,1.0,317.992,200.95,1.0,319.687,210.143,1.0,320.595,224.421,1.0,317.623,237.287,1.0,316.465,261.938,1.0,321.978,279.406,1.0,319.291,297.052,1.0,318.906,311.612,1.0,317.704,329.69,1.0,320.583,348.555,1.0,318.847,361.02,1.0
832,316.851,184.271,1.0,317.923,200.994,1.0,319.596,210.092,1.0,320.586,224.462,1.0,317.455,236.85,1.0,316.38,261.819,1.0,318.345,276.948,1.0,319.357,297.178,1.0,318.917,311.808,1.0,318.146,327.828,1.0,320.651,348.664,1.0,319.753,361.21,1.0
833,316.715,184.171,1.0,317.876,200.946,1.0,319.687,209.913,1.0,320.761,224.022,1.0,317.501,236.623,1.0,316.467,261.565,1.0,322.147,279.17,1.0,319.401,297.129,1.0,318.93,311.784,1.0,318.053,327.681,1.0,320.884,348.717,1.0,319.849,361.22,1.0
834,316.835,184.119,1.0,317.928,200.863,1.0,319.705,209.862,1.0,320.663,224.092,1.0,317.489,236.555,1.0,316.317,261.411,1.0,322.146,278.984,1.0,319.399,297.009,1.0,318.771,311.75,1.0,318.267,327.861,1.0,320.947,348.86,1.0,319.89,361.274,1.0
835,316.838,184.177,1.0,317.912,200.921,1.0,319.657,210.087,1.0,320.552,224.299,1.0,317.329,236.688,1.0,316.331,261.596,1.0,322.234,278.998,1.0,319.367,296.882,1.0,318.118,315.314,1.0,318.032,329.729,1.0,321.735,348.867,1.0,320.121,360.818,1.0
836,316.749,184.216,1.0,317.887,200.89,1.0,319.739,210.025,1.0,320.69,224.177,1.0,317.396,236.711,1.0,316.606,261.723,1.0,318.456,276.974,1.0,319.563,296.996,1.0,318.174,315.333,1.0,318.153,329.67,1.0,321.841,348.265,1.0,320.629,360.813,1.0
837,316.729,184.182,1.0,317.826,200.924,1.0,319.69,209.987,1.0,320.547,224.353,1.0,317.405,236.863,1.0,316.554,261.996,1.0,322.078,279.425,1.0,319.475,297.408,1.0,318.908,312.014,1.0,318.407,327.668,1.0,320.724,349.206,1.0,319.161,361.337,1.0
838,316.755,184.139,1.0,317.838,201.027,1.0,319.531,209.755,1.0,320.716,223.686,1.0,317.447,236.333,1.0,316.135,261.451,1.0,322.044,279.128,1.0,319.064,297.077,1.0,320.11,313.323,1.0,318.471,327.965,1.0,320.907,349.491,1.0,319.776,361.48,1.0
839,316.839,184.167,1.0,317.935,201.147,1.0,319.61,209.78,1.0,320.826,223.652,1.0,317.478,236.271,1.0,316.439,261.5,1.0,322.067,279.063,1.0,319.17,297.227,1.0,318.744,311.973,1.0,318.516,328.057,1.0,320.765,349.192,1.0,319.841,361.231,1.0
840,316.699,184.077,1.0,317.822,200.7,1.0,319.788,209.899,1.0,320.84,224.096,1.0,317.43,236.454,1.0,316.424,261.614,1.0,322.219,279.304,1.0,319.393,297.368,1.0,319.923,313.205,1.0,317.982,328.101,1.0,320.985,348.918,1.0,319.606,361.482,1.0
841,316.739,184.218,1.0,317.811,200.804,1.0,319.673,210.149,1.0,320.862,224.15,1.0,317.427,236.478,1.0,316.418,261.577,1.0,322.247,279.271,1.0,319.337,297.446,1.0,320.096,313.208,1.0,318.034,328.07,1.0,320.512,349.217,1.0,319.002,361.341,1.0
842,316.678,184.113,1.0,317.77,200.704,1.0,319.646,209.779,1.0,321.174,223.728,1.0,317.615,236.403,1.0,316.424,261.667,1.0,322.157,279.321,1.0,319.449,297.701,1.0,320.191,313.677,1.0,318.083,328.274,1.0,320.747,349.177,1.0,318.942,361.152,1.0
843,316.717,184.187,1.0,317.771,200.813,1.0,319.639,209.812,1.0,321.03,223.77,1.0,317.682,236.499,1.0,316.54,261.668,1.0,322.119,279.142,1.0,319.418,297.643,1.0,320.078,313.673,1.0,317.982,328.493,1.0,321.664,349.059,1.0,320.438,360.703,1.0
844,316.729,184.159,1.0,317.864,200.88,1.0,319.72,209.864,1.0,321.114,223.8,1.0,317.575,236.598,1.0,316.523,261.909,1.0,321.955,279.492,1.0,319.427,297.847,1.0,320.084,313.928,1.0,317.883,328.296,1.0,321.947,348.935,1.0,320.65,360.374,1.0
845,316.741,184.433,1.0,317.804,200.965,1.0,319.696,210.343,1.0,320.886,224.289,1.0,317.492,236.735,1.0,316.478,262.025,1.0,322.129,279.369,1.0,319.502,297.598,1.0,320.921,312.218,1.0,318.008,327.965,1.0,322.113,348.789,1.0,320.688,360.421,1.0
846,316.717,184.415,1.0,317.727,200.892,1.0,319.684,210.307,1.0,320.686,224.276,1.0,317.341,236.573,1.0,316.486,261.8,1.0,318.18,276.89,1.0,319.71,297.363,1.0,318.328,315.589,1.0,318.468,327.696,1.0,320.679,349.021,1.0,319.536,361.135,1.0
847,316.721,184.225,1.0,317.673,200.858,1.0,319.552,209.849,1.0,320.735,223.93,1.0,317.476,236.556,1.0,316.466,261.612,1.0,322.173,279.068,1.0,319.283,297.148,1.0,318.995,311.982,1.0,318.563,327.779,1.0,320.59,349.14,1.0,319.24,361.306,1.0
848,316.773,184.343,1.0,317.678,200.895,1.0,319.448,209.978,1.0,320.659,224.245,1.0,317.281,236.66,1.0,316.503,261.864,1.0,322.032,279.35,1.0,319.191,297.264,1.0,318.907,312.11,1.0,318.467,327.714,1.0,321.234,349.015,1.0,320.181,361.071,1.0
849,316.865,184.329,1.0,317.815,200.838,1.0,319.543,210.207,1.0,320.747,224.704,1.0,317.32,236.861,1.0,316.244,262.002,1.0,321.917,279.481,1.0,319.055,297.292,1.0,318.923,311.944,1.0,317.552,329.919,1.0,320.71,348.66,1.0,319.36,360.494,1.0
850,316.8,184.273,1.0,317.755,200.729,1.0,319.628,210.052,1.0,320.708,224.571,1.0,317.45,236.786,1.0,316.175,262.018,1.0,321.914,279.386,1.0,319.363,297.544,1.0,319.019,312.058,1.0,317.404,329.926,1.0,320.692,348.628,1.0,319.115,360.552,1.0
851,316.731,184.235,1.0,317.67,200.737,1.0,319.561,209.804,1.0,320.857,224.059,1.0,317.635,236.564,1.0,316.5,261.735,1.0,322.187,279.085,1.0,319.407,297.46,1.0,318.895,311.771,1.0,317.377,329.994,1.0,320.871,349.015,1.0,319.122,360.819,1.0
852,316.798,184.165,1.0,317.965,200.952,1.0,319.755,209.678,1.0,320.864,223.729,1.0,317.55,236.545,1.0,316.404,261.162,1.0,322.241,278.673,1.0,319.19,296.29,1.0,318.642,314.863,1.0,318.222,329.361,1.0,322.391,348.449,1.0,320.843,360.201,1.0
853,316.78,184.147,1.0,317.998,200.875,1.0,319.857,209.595,1.0,321.049,223.625,1.0,317.599,236.412,1.0,316.449,261.005,1.0,322.265,278.575,1.0,319.134,296.351,1.0,318.465,314.879,1.0,317.948,329.184,1.0,322.477,348.348,1.0,320.906,360.472,1.0
854,316.847,184.227,1.0,318.099,200.943,1.0,319.915,209.935,1.0,321.111,223.964,1.0,317.607,236.57,1.0,316.509,261.144,1.0,322.23,278.71,1.0,319.33,296.504,1.0,318.447,314.904,1.0,317.73,329.19,1.0,321.529,348.386,1.0,317.405,360.096,1.0
855,316.867,184.184,1.0,318.106,201.036,1.0,319.851,209.832,1.0,321.21,223.624,1.0,317.68,236.284,1.0,316.432,261.227,1.0,322.295,278.62,1.0,319.215,296.525,1.0,318.205,315.126,1.0,317.632,329.509,1.0,321.377,348.684,1.0,319.551,360.707,1.0
856,316.779,184.114,1.0,317.909,200.84,1.0,319.749,209.755,1.0,320.97,223.792,1.0,317.671,236.483,1.0,316.476,261.444,1.0,322.067,278.92,1.0,319.271,296.884,1.0,318.051,315.367,1.0,317.474,330.03,1.0,320.925,348.613,1.0,319.381,360.948,1.0
857,316.814,184.192,1.0,317.95,200.884,1.0,319.712,209.818,1.0,320.937,223.745,1.0,317.846,236.543,1.0,316.412,261.369,1.0,318.309,276.497,1.0,319.199,296.918,1.0,318.952,311.582,1.0,317.519,329.833,1.0,321.097,348.949,1.0,319.574,360.691,1.0
858,316.757,184.073,1.0,317.918,200.743,1.0,319.819,209.793,1.0,320.894,223.796,1.0,317.731,236.557,1.0,316.294,261.402,1.0,322.195,278.887,1.0,319.271,297.008,1.0,318.995,311.691,1.0,317.605,329.885,1.0,320.867,348.97,1.0,319.179,360.992,1.0
859,316.815,184.117,1.0,317.93,200.959,1.0,319.672,209.755,1.0,320.917,223.717,1.0,317.727,236.628,1.0,316.362,261.478,1.0,322.253,278.958,1.0,319.326,297.175,1.0,318.9,311.656,1.0,317.694,329.931,1.0,321.032,348.776,1.0,319.327,360.736,1.0
860,316.795,184.126,1.0,317.961,200.94,1.0,319.612,209.77,1.0,320.886,223.649,1.0,317.669,236.304,1.0,316.318,261.168,1.0,322.227,278.658,1.0,319.296,296.729,1.0,318.949,311.634,1.0,317.497,329.837,1.0,321.545,348.658,1.0,320.066,360.644,1.0
861,316.902,184.308,1.0,318.031,200.959,1.0,319.685,210.096,1.0,320.89,223.913,1.0,317.69,236.727,1.0,316.291,261.619,1.0,322.148,279.07,1.0,319.291,297.274,1.0,318.913,311.978,1.0,317.752,330.139,1.0,321.833,348.591,1.0,320.871,360.582,1.0
862,316.842,184.263,1.0,317.968,200.903,1.0,319.687,210.078,1.0,320.802,224.118,1.0,317.496,236.835,1.0,316.398,261.801,1.0,322.146,279.354,1.0,319.56,297.436,1.0,319.017,312.137,1.0,317.746,330.341,1.0,322.024,348.932,1.0,320.431,360.682,1.0
863,316.781,184.141,1.0,317.946,200.883,1.0,319.691,209.947,1.0,320.933,223.922,1.0,317.54,236.725,1.0,316.594,261.465,1.0,321.968,279.318,1.0,319.321,297.253,1.0,319.024,312.016,1.0,317.855,330.099,1.0,321.816,348.987,1.0,320.006,360.484,1.0
864,316.736,184.285,1.0,317.921,200.9,1.0,319.651,210.006,1.0,321.116,223.605,1.0,317.387,236.534,1.0,316.753,261.621,1.0,321.931,278.694,1.0,319.087,296.362,1.0,318.449,315.29,1.0,318.056,329.603,1.0,321.796,348.298,1.0,320.242,360.602,1.0
865,316.738,184.247,1.0,317.92,200.888,1.0,319.727,209.819,1.0,321.119,223.637,1.0,317.486,236.385,1.0,316.69,261.644,1.0,321.975,278.782,1.0,318.923,296.596,1.0,318.864,311.684,1.0,317.958,329.694,1.0,322.059,348.324,1.0,320.406,360.475,1.0
866,316.741,184.326,1.0,317.965,200.949,1.0,319.702,209.836,1.0,321.13,223.536,1.0,317.388,236.375,1.0,316.526,261.505,1.0,321.945,278.796,1.0,318.916,296.643,1.0,318.832,311.7,1.0,317.778,329.696,1.0,321.745,347.992,1.0,320.204,360.638,1.0
867,316.74,184.327,1.0,317.971,201.027,1.0,319.746,210.096,1.0,321.09,224.016,1.0,317.299,236.628,1.0,316.491,261.922,1.0,321.91,279.288,1.0,319.144,297.297,1.0,318.695,312.156,1.0,317.383,330.325,1.0,320.463,348.735,1.0,318.942,361.223,1.0
868,316.712,184.252,1.0,317.905,201.026,1.0,319.642,209.8,1.0,321.035,223.658,1.0,317.565,236.363,1.0,316.189,261.397,1.0,321.892,279.196,1.0,319.223,296.944,1.0,318.285,315.091,1.0,317.387,329.758,1.0,321.962,348.427,1.0,318.014,361.019,1.0
869,316.755,184.471,1.0,318.028,201.14,1.0,319.905,210.042,1.0,321.401,223.784,1.0,317.709,236.789,1.0,316.714,261.615,1.0,317.968,277.06,1.0,319.621,297.194,1.0,318.567,315.319,1.0,317.867,329.936,1.0,321.972,348.44,1.0,317.88,360.868,1.0
870,316.716,184.425,1.0,318.059,201.187,1.0,319.958,210.152,1.0,321.382,223.974,1.0,317.927,237.029,1.0,317.231,262.095,1.0,318.885,277.683,1.0,320.006,297.688,1.0,318.458,315.572,1.0,317.501,329.952,1.0,320.866,348.404,1.0,319.078,360.857,1.0
871,316.681,184.175,1.0,317.828,200.941,1.0,319.697,209.934,1.0,320.964,223.732,1.0,317.252,236.448,1.0,315.923,261.579,1.0,321.98,278.919,1.0,319.356,296.994,1.0,318.452,315.247,1.0,317.742,329.474,1.0,321.849,348.19,1.0,317.517,360.885,1.0
872,316.696,184.295,1.0,317.866,201.16,1.0,319.65,210.132,1.0,321.041,223.88,1.0,317.304,236.669,1.0,316.363,262.008,1.0,321.56,279.792,1.0,319.62,297.81,1.0,319.83,313.984,1.0,317.866,328.629,1.0,321.824,348.578,1.0,320.797,361.105,1.0
873,316.708,184.352,1.0,317.864,201.08,1.0,319.704,210.187,1.0,321.104,223.991,1.0,317.438,236.757,1.0,316.973,261.813,1.0,318.457,276.82,1.0,319.635,297.155,1.0,318.711,312.209,1.0,317.946,328.14,1.0,320.818,349.059,1.0,319.348,361.556,1.0
874,316.645,184.218,1.0,317.738,200.975,1.0,319.466,209.814,1.0,320.798,223.593,1.0,317.219,236.353,1.0,316.038,261.273,1.0,321.799,279.23,1.0,319.297,296.916,1.0,318.907,311.984,1.0,317.303,330.077,1.0,320.854,348.671,1.0,319.214,361.139,1.0
875,316.826,184.48,1.0,317.88,201.164,1.0,319.493,210.139,1.0,320.782,224.018,1.0,317.181,236.555,1.0,316.119,261.671,1.0,321.589,279.627,1.0,319.19,297.336,1.0,320.087,313.385,1.0,318.348,327.985,1.0,321.741,348.831,1.0,320.647,360.864,1.0
876,316.773,184.217,1.0,318.009,200.945,1.0,319.693,210.308,1.0,320.975,224.197,1.0,317.307,236.702,1.0,316.415,261.741,1.0,321.966,279.313,1.0,319.329,297.617,1.0,318.242,315.718,1.0,318.308,328.002,1.0,321.188,348.77,1.0,320.269,361.111,1.0
877,316.802,184.2,1.0,318.014,200.873,1.0,319.69,210.231,1.0,320.891,224.02,1.0,317.368,236.546,1.0,316.38,261.458,1.0,322.16,279.006,1.0,319.314,297.451,1.0,318.418,315.441,1.0,317.909,329.858,1.0,320.974,348.8,1.0,319.182,360.882,1.0
878,316.873,184.334,1.0,318.071,200.832,1.0,319.651,210.231,1.0,320.783,224.207,1.0,317.426,236.569,1.0,316.443,261.474,1.0,322.221,278.893,1.0,319.3,297.021,1.0,318.529,315.29,1.0,317.799,329.755,1.0,321.291,348.579,1.0,319.518,360.911,1.0
879,316.891,184.235,1.0,317.999,200.826,1.0,319.627,210.098,1.0,320.78,224.084,1.0,317.346,236.535,1.0,316.377,261.484,1.0,322.217,278.969,1.0,319.355,297.256,1.0,318.516,315.559,1.0,317.804,330.169,1.0,320.965,348.837,1.0,319.546,360.872,1.0
880,316.82,184.235,1.0,317.929,200.832,1.0,319.58,210.016,1.0,320.744,224.074,1.0,317.323,236.34,1.0,316.387,261.507,1.0,322.214,278.923,1.0,319.38,297.287,1.0,318.496,315.713,1.0,318.496,328.004,1.0,320.976,348.845,1.0,319.678,361.058,1.0
881,316.916,184.339,1.0,317.95,200.774,1.0,319.612,210.203,1.0,320.757,224.253,1.0,317.252,236.43,1.0,316.319,261.49,1.0,322.143,278.872,1.0,319.237,297.075,1.0,318.628,315.377,1.0,317.796,329.978,1.0,322.052,348.818,1.0,320.462,360.796,1.0
882,316.893,184.315,1.0,318.105,200.828,1.0,319.759,210.413,1.0,321.03,224.521,1.0,317.265,237.015,1.0,316.571,261.98,1.0,322.195,279.097,1.0,319.618,297.25,1.0,318.632,315.421,1.0,317.805,329.871,1.0,321.301,348.513,1.0,319.681,360.732,1.0
883,316.786,184.325,1.0,317.987,200.87,1.0,319.791,210.027,1.0,320.937,223.95,1.0,317.478,236.64,1.0,316.687,261.637,1.0,322.159,278.922,1.0,319.591,297.219,1.0,318.473,315.54,1.0,317.613,330.066,1.0,321.142,348.877,1.0,319.661,360.997,1.0
884,316.794,184.263,1.0,317.921,200.849,1.0,319.66,209.921,1.0,320.965,223.955,1.0,317.624,236.857,1.0,316.557,261.843,1.0,322.069,279.098,1.0,319.656,297.42,1.0,318.542,315.544,1.0,317.774,330.02,1.0,321.216,348.685,1.0,319.812,360.784,1.0
885,316.813,184.319,1.0,317.923,200.927,1.0,319.658,210.062,1.0,320.921,224.213,1.0,317.604,237.119,1.0,316.579,262.027,1.0,321.914,279.454,1.0,319.376,297.619,1.0,318.221,315.657,1.0,317.866,330.239,1.0,321.46,349.032,1.0,319.764,360.803,1.0
886,316.739,184.234,1.0,317.821,200.893,1.0,319.589,209.949,1.0,320.851,224.03,1.0,317.583,236.904,1.0,316.572,261.847,1.0,322.057,279.168,1.0,319.402,297.39,1.0,318.208,315.502,1.0,317.888,330.02,1.0,321.313,349.103,1.0,319.742,360.707,1.0
887,316.735,184.28,1.0,317.784,200.952,1.0,319.588,210.016,1.0,320.8,224.147,1.0,317.52,236.914,1.0,316.55,261.872,1.0,322.038,279.188,1.0,319.28,297.309,1.0,318.112,315.471,1.0,317.773,330.097,1.0,321.432,349.068,1.0,319.721,360.624,1.0
888,316.738,184.184,1.0,317.876,201.008,1.0,319.905,209.921,1.0,320.931,223.915,1.0,317.494,236.303,1.0,316.602,261.244,1.0,322.199,278.938,1.0,318.936,297.165,1.0,318.523,311.747,1.0,318.126,327.989,1.0,321.158,349.22,1.0,320.21,361.462,1.0
889,316.699,184.111,1.0,317.855,201.018,1.0,319.634,209.874,1.0,321.017,223.73,1.0,317.372,236.343,1.0,316.498,261.357,1.0,322.014,278.897,1.0,318.994,296.628,1.0,318.657,311.829,1.0,317.357,330.112,1.0,321.805,348.87,1.0,320.71,360.747,1.0
890,316.746,184.14,1.0,317.888,200.924,1.0,319.626,209.889,1.0,320.909,223.887,1.0,317.179,236.292,1.0,316.363,261.187,1.0,322.054,278.914,1.0,318.997,296.548,1.0,318.653,311.774,1.0,317.445,329.894,1.0,321.653,348.728,1.0,320.482,360.637,1.0
891,316.589,183.984,1.0,317.726,200.971,1.0,319.655,209.659,1.0,321.051,223.639,1.0,317.436,236.072,1.0,316.553,261.219,1.0,322.492,278.672,1.0,319.203,296.94,1.0,318.115,315.29,1.0,318.078,329.551,1.0,321.155,348.589,1.0,316.796,360.09,1.0
892,316.589,184.082,1.0,317.718,200.945,1.0,319.704,209.804,1.0,320.893,223.668,1.0,317.418,236.254,1.0,316.193,261.2,1.0,322.246,278.691,1.0,319.023,296.913,1.0,318.982,311.591,1.0,317.972,329.629,1.0,321.292,348.691,1.0,316.649,360.169,1.0
893,316.687,184.228,1.0,317.776,200.992,1.0,319.657,209.931,1.0,320.838,223.926,1.0,317.268,236.387,1.0,316.226,261.422,1.0,322.103,279.014,1.0,319.282,297.167,1.0,318.184,315.466,1.0,317.531,329.766,1.0,321.762,348.794,1.0,317.275,360.351,1.0
894,316.634,184.095,1.0,317.758,200.815,1.0,319.645,209.642,1.0,320.84,223.634,1.0,317.391,236.355,1.0,316.221,261.407,1.0,322.126,279.051,1.0,319.166,297.342,1.0,318.167,315.602,1.0,317.644,330.133,1.0,321.478,348.799,1.0,317.109,360.326,1.0
