scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
46,182.056,45.928,1.0,183.005,57.048,1.0,182.531,72.812,1.0,183.191,89.453,1.0,182.096,108.296,1.0,181.611,125.662,1.0,180.296,147.099,1.0,178.941,162.326,1.0,177.64,180.666,1.0,176.041,194.508,1.0,175.87,206.248,1.0,174.35,219.056,1.0
47,182.026,45.903,1.0,182.933,57.061,1.0,182.488,72.803,1.0,183.203,89.461,1.0,182.06,108.263,1.0,181.564,125.514,1.0,180.304,146.856,1.0,179.063,162.105,1.0,177.624,180.346,1.0,175.964,194.395,1.0,175.876,206.096,1.0,174.372,218.964,1.0
48,182.045,45.89,1.0,182.854,56.993,1.0,182.407,72.733,1.0,182.949,89.434,1.0,181.979,108.141,1.0,181.772,125.504,1.0,180.755,146.891,1.0,179.296,162.086,1.0,177.731,180.268,1.0,175.777,194.299,1.0,175.701,206.067,1.0,174.313,219.027,1.0
49,182.106,45.87,1.0,182.912,57.029,1.0,182.332,72.736,1.0,182.939,89.453,1.0,181.967,108.122,1.0,181.718,125.366,1.0,180.703,146.698,1.0,179.298,161.842,1.0,177.658,180.056,1.0,175.746,194.231,1.0,175.663,205.933,1.0,174.274,218.89,1.0
50,182.048,45.853,1.0,182.853,57.055,1.0,182.381,72.752,1.0,183.019,89.62,1.0,182.129,108.318,1.0,181.865,125.6,1.0,180.718,146.903,1.0,179.306,161.994,1.0,177.77,180.271,1.0,175.785,194.229,1.0,175.654,205.883,1.0,174.301,218.985,1.0
51,182.045,46.053,1.0,182.915,57.154,1.0,182.345,72.883,1.0,183.001,89.715,1.0,182.124,108.469,1.0,181.784,125.777,1.0,180.77,147.16,1.0,179.32,162.264,1.0,177.841,180.584,1.0,175.956,194.379,1.0,175.762,206.087,1.0,174.315,219.034,1.0
52,182.073,46.021,1.0,182.92,57.086,1.0,182.403,72.805,1.0,182.966,89.671,1.0,182.109,108.336,1.0,181.797,125.619,1.0,180.687,146.989,1.0,179.319,162.115,1.0,177.843,180.365,1.0,176.017,194.31,1.0,175.824,205.988,1.0,174.417,218.985,1.0
53,182.046,46.01,1.0,182.892,57.078,1.0,182.432,72.838,1.0,183.024,89.667,1.0,182.113,108.399,1.0,181.736,125.734,1.0,180.811,147.289,1.0,179.342,162.398,1.0,177.838,180.743,1.0,176.131,194.448,1.0,175.834,206.263,1.0,174.323,219.094,1.0
54,182.031,45.969,1.0,182.863,57.061,1.0,182.425,72.797,1.0,183.014,89.591,1.0,182.178,108.267,1.0,181.9,125.523,1.0,180.827,147.115,1.0,179.356,162.183,1.0,177.799,180.405,1.0,176.046,194.282,1.0,175.827,206.079,1.0,174.346,218.955,1.0
55,182.044,45.972,1.0,182.785,57.086,1.0,182.357,72.755,1.0,182.982,89.481,1.0,182.096,108.291,1.0,181.756,125.621,1.0,180.844,147.29,1.0,179.327,162.486,1.0,177.799,180.771,1.0,176.111,194.455,1.0,175.816,206.33,1.0,174.29,219.057,1.0
56,182.034,45.754,1.0,182.883,56.97,1.0,182.418,72.675,1.0,182.932,89.356,1.0,181.99,108.129,1.0,181.665,125.519,1.0,180.783,147.205,1.0,179.319,162.498,1.0,177.853,180.8,1.0,176.131,194.476,1.0,175.774,206.335,1.0,174.211,219.061,1.0
57,182.048,45.855,1.0,182.844,57.015,1.0,182.38,72.734,1.0,182.929,89.473,1.0,181.889,108.266,1.0,181.564,125.717,1.0,180.769,147.457,1.0,179.263,162.67,1.0,177.774,181.132,1.0,176.013,194.823,1.0,175.811,206.644,1.0,174.084,219.279,1.0
58,182.002,45.83,1.0,182.826,56.978,1.0,182.363,72.759,1.0,182.868,89.45,1.0,181.829,108.254,1.0,181.527,125.633,1.0,180.744,147.328,1.0,179.267,162.526,1.0,177.775,180.984,1.0,176.035,194.725,1.0,175.791,206.527,1.0,174.116,219.223,1.0
59,182.001,45.813,1.0,182.762,56.937,1.0,182.305,72.698,1.0,182.843,89.446,1.0,181.943,108.216,1.0,181.677,125.612,1.0,180.719,147.214,1.0,179.252,162.517,1.0,177.778,180.921,1.0,176.058,194.607,1.0,175.77,206.416,1.0,174.16,219.155,1.0
60,182.046,45.738,1.0,182.89,57.039,1.0,182.338,72.638,1.0,183.037,89.367,1.0,182.247,108.109,1.0,181.814,125.592,1.0,180.735,147.18,1.0,179.152,162.691,1.0,177.688,180.966,1.0,176.148,194.637,1.0,175.788,206.76,1.0,174.112,219.572,1.0
61,182.114,45.718,1.0,182.889,56.982,1.0,182.324,72.627,1.0,182.946,89.309,1.0,182.086,108.086,1.0,181.719,125.531,1.0,180.618,147.246,1.0,179.06,162.647,1.0,177.628,180.964,1.0,176.131,194.646,1.0,175.778,206.751,1.0,174.04,219.435,1.0
62,182.129,45.76,1.0,182.983,56.978,1.0,182.43,72.706,1.0,183.102,89.438,1.0,182.122,108.299,1.0,181.674,125.623,1.0,180.589,147.089,1.0,179.117,162.489,1.0,177.636,180.725,1.0,176.003,194.471,1.0,175.72,206.549,1.0,174.082,219.277,1.0
63,182.128,45.745,1.0,183.005,56.923,1.0,182.496,72.689,1.0,183.05,89.389,1.0,182.066,108.193,1.0,181.608,125.506,1.0,180.538,147.005,1.0,179.12,162.371,1.0,177.7,180.619,1.0,176.057,194.422,1.0,175.751,206.409,1.0,174.115,219.164,1.0
64,182.11,45.736,1.0,183.035,56.951,1.0,182.472,72.694,1.0,183.057,89.435,1.0,182.105,108.239,1.0,181.604,125.567,1.0,180.454,146.963,1.0,179.043,162.305,1.0,177.689,180.549,1.0,176.094,194.422,1.0,175.836,206.363,1.0,174.231,219.098,1.0
65,182.093,45.759,1.0,182.991,56.955,1.0,182.444,72.725,1.0,183.041,89.384,1.0,182.119,108.221,1.0,181.641,125.531,1.0,180.581,147.051,1.0,179.11,162.321,1.0,177.726,180.562,1.0,176.102,194.375,1.0,175.818,206.28,1.0,174.297,219.117,1.0
66,182.112,45.747,1.0,183.004,56.925,1.0,182.44,72.728,1.0,183.019,89.437,1.0,182.142,108.339,1.0,181.713,125.671,1.0,180.581,147.11,1.0,179.105,162.394,1.0,177.712,180.647,1.0,176.082,194.454,1.0,175.796,206.313,1.0,174.269,219.148,1.0
67,182.157,45.695,1.0,183.026,56.881,1.0,182.454,72.681,1.0,182.995,89.353,1.0,182.338,108.347,1.0,181.925,125.689,1.0,180.807,147.126,1.0,179.149,162.639,1.0,177.7,180.923,1.0,176.153,194.666,1.0,175.886,206.544,1.0,174.192,219.295,1.0
68,182.115,45.717,1.0,183.0,56.955,1.0,182.453,72.713,1.0,183.04,89.448,1.0,182.264,108.424,1.0,181.789,125.756,1.0,180.659,147.063,1.0,179.129,162.498,1.0,177.722,180.842,1.0,176.125,194.607,1.0,175.907,206.45,1.0,174.228,219.309,1.0
69,182.09,45.76,1.0,183.0,56.98,1.0,182.442,72.728,1.0,183.038,89.477,1.0,182.218,108.459,1.0,181.772,125.716,1.0,180.695,147.068,1.0,179.193,162.349,1.0,177.716,180.677,1.0,176.097,194.518,1.0,175.894,206.395,1.0,174.252,219.307,1.0
70,182.102,45.757,1.0,183.016,56.967,1.0,182.435,72.726,1.0,183.039,89.421,1.0,182.231,108.395,1.0,181.794,125.65,1.0,180.634,146.968,1.0,179.103,162.299,1.0,177.685,180.657,1.0,176.092,194.58,1.0,175.916,206.459,1.0,174.247,219.308,1.0
71,182.145,45.741,1.0,183.014,56.965,1.0,182.393,72.729,1.0,183.043,89.406,1.0,182.242,108.392,1.0,181.788,125.604,1.0,180.55,146.872,1.0,179.107,162.173,1.0,177.726,180.472,1.0,176.061,194.437,1.0,175.903,206.325,1.0,174.297,219.199,1.0
72,182.068,46.063,1.0,182.977,57.087,1.0,182.434,72.866,1.0,183.133,89.695,1.0,182.247,108.716,1.0,181.544,126.295,1.0,180.53,147.913,1.0,178.968,163.098,1.0,177.769,181.572,1.0,176.088,194.827,1.0,175.739,206.969,1.0,174.302,219.474,1.0
73,182.059,46.024,1.0,182.913,57.092,1.0,182.339,72.86,1.0,183.066,89.731,1.0,182.207,108.753,1.0,181.614,126.216,1.0,180.604,147.741,1.0,179.079,162.926,1.0,177.83,181.358,1.0,176.091,194.619,1.0,175.768,206.732,1.0,174.427,219.405,1.0
74,182.089,45.971,1.0,182.986,57.041,1.0,182.401,72.824,1.0,183.1,89.645,1.0,182.21,108.682,1.0,181.71,126.122,1.0,180.64,147.749,1.0,179.007,162.898,1.0,177.675,181.29,1.0,176.038,194.633,1.0,175.758,206.713,1.0,174.409,219.393,1.0
75,182.022,45.863,1.0,182.904,56.989,1.0,182.385,72.784,1.0,183.077,89.51,1.0,182.201,108.554,1.0,181.745,126.025,1.0,180.572,147.584,1.0,178.933,162.855,1.0,177.656,181.284,1.0,176.099,194.695,1.0,175.712,206.753,1.0,174.307,219.418,1.0
76,182.061,45.872,1.0,182.948,57.023,1.0,182.346,72.801,1.0,183.032,89.58,1.0,182.084,108.54,1.0,181.633,126.09,1.0,180.413,147.536,1.0,178.892,162.812,1.0,177.65,181.286,1.0,176.057,194.676,1.0,175.64,206.701,1.0,174.284,219.339,1.0
77,182.03,45.788,1.0,182.823,56.965,1.0,182.334,72.766,1.0,182.93,89.591,1.0,182.228,108.642,1.0,181.708,126.12,1.0,180.508,147.675,1.0,179.012,162.982,1.0,177.726,181.476,1.0,176.082,194.725,1.0,175.615,206.784,1.0,174.187,219.409,1.0
78,182.059,45.927,1.0,182.905,57.044,1.0,182.335,72.806,1.0,182.966,89.641,1.0,182.096,108.584,1.0,181.644,125.998,1.0,180.503,147.318,1.0,179.012,162.731,1.0,177.751,181.212,1.0,176.105,194.632,1.0,175.685,206.601,1.0,174.218,219.279,1.0
79,182.096,45.888,1.0,182.924,57.039,1.0,182.384,72.798,1.0,182.989,89.594,1.0,182.069,108.526,1.0,181.603,126.055,1.0,180.477,147.41,1.0,178.989,162.767,1.0,177.764,181.255,1.0,176.147,194.737,1.0,175.751,206.649,1.0,174.243,219.295,1.0
80,182.083,45.869,1.0,182.922,57.04,1.0,182.392,72.779,1.0,183.032,89.558,1.0,182.204,108.579,1.0,181.731,126.098,1.0,180.626,147.664,1.0,179.011,163.024,1.0,177.794,181.459,1.0,176.174,194.811,1.0,175.748,206.734,1.0,174.246,219.385,1.0
81,182.068,45.854,1.0,182.95,57.054,1.0,182.436,72.772,1.0,183.018,89.587,1.0,182.2,108.562,1.0,181.755,126.072,1.0,180.64,147.595,1.0,178.977,162.92,1.0,177.701,181.351,1.0,176.104,194.72,1.0,175.674,206.629,1.0,174.229,219.31,1.0
82,182.032,45.906,1.0,182.919,57.062,1.0,182.4,72.796,1.0,183.01,89.579,1.0,182.191,108.551,1.0,181.763,126.059,1.0,180.639,147.54,1.0,178.999,162.857,1.0,177.719,181.268,1.0,176.104,194.696,1.0,175.716,206.579,1.0,174.275,219.27,1.0
83,182.059,45.91,1.0,182.934,57.081,1.0,182.408,72.759,1.0,183.019,89.527,1.0,182.19,108.491,1.0,181.773,125.953,1.0,180.68,147.414,1.0,179.017,162.782,1.0,177.733,181.226,1.0,176.083,194.651,1.0,175.725,206.54,1.0,174.298,219.288,1.0
84,182.129,45.869,1.0,182.963,57.028,1.0,182.405,72.773,1.0,182.893,89.372,1.0,182.205,108.126,1.0,181.78,125.489,1.0,180.633,146.85,1.0,179.164,162.28,1.0,177.659,180.507,1.0,175.966,194.095,1.0,175.542,206.053,1.0,174.42,219.148,1.0
85,182.052,45.86,1.0,182.861,57.013,1.0,182.314,72.735,1.0,182.892,89.332,1.0,182.188,108.133,1.0,181.801,125.414,1.0,180.842,146.871,1.0,179.24,162.316,1.0,177.763,180.639,1.0,176.042,194.222,1.0,175.606,206.238,1.0,174.469,219.079,1.0
86,182.135,45.907,1.0,182.954,57.046,1.0,182.401,72.742,1.0,182.969,89.434,1.0,182.15,108.244,1.0,181.702,125.587,1.0,180.758,147.134,1.0,179.106,162.552,1.0,177.678,180.869,1.0,176.035,194.474,1.0,175.58,206.433,1.0,174.23,219.109,1.0
87,182.139,45.895,1.0,182.963,57.039,1.0,182.443,72.687,1.0,183.047,89.409,1.0,182.214,108.186,1.0,181.821,125.489,1.0,180.801,147.092,1.0,179.146,162.372,1.0,177.726,180.696,1.0,176.04,194.36,1.0,175.639,206.229,1.0,174.309,219.061,1.0
88,182.157,45.812,1.0,182.906,56.952,1.0,182.356,72.621,1.0,182.979,89.276,1.0,182.309,108.073,1.0,181.899,125.326,1.0,180.83,147.01,1.0,179.133,162.288,1.0,177.683,180.546,1.0,176.008,194.254,1.0,175.588,206.052,1.0,174.378,219.012,1.0
89,182.111,45.919,1.0,182.902,57.052,1.0,182.43,72.71,1.0,183.075,89.483,1.0,182.346,108.368,1.0,181.811,125.64,1.0,180.822,147.188,1.0,179.176,162.431,1.0,177.671,180.722,1.0,176.043,194.33,1.0,175.664,206.109,1.0,174.362,219.043,1.0
90,182.163,45.842,1.0,182.973,57.002,1.0,182.409,72.704,1.0,183.04,89.457,1.0,182.131,108.423,1.0,181.705,125.738,1.0,180.575,147.248,1.0,179.065,162.491,1.0,177.712,180.796,1.0,176.049,194.344,1.0,175.664,206.122,1.0,174.37,219.031,1.0
91,182.199,45.999,1.0,183.004,57.097,1.0,182.419,72.841,1.0,183.07,89.478,1.0,182.077,108.45,1.0,181.694,125.798,1.0,180.522,147.325,1.0,179.008,162.519,1.0,177.668,180.83,1.0,176.078,194.353,1.0,175.639,206.205,1.0,174.308,219.06,1.0
92,182.141,45.909,1.0,182.985,57.056,1.0,182.427,72.741,1.0,183.078,89.439,1.0,182.016,108.334,1.0,181.679,125.639,1.0,180.414,147.212,1.0,178.977,162.354,1.0,177.652,180.621,1.0,176.032,194.233,1.0,175.599,206.037,1.0,174.334,218.968,1.0
93,182.143,45.962,1.0,183.002,57.106,1.0,182.464,72.79,1.0,183.102,89.516,1.0,181.959,108.412,1.0,181.64,125.762,1.0,180.418,147.225,1.0,178.999,162.385,1.0,177.66,180.676,1.0,176.01,194.232,1.0,175.569,206.054,1.0,174.29,218.973,1.0
94,182.128,45.96,1.0,183.03,57.058,1.0,182.436,72.811,1.0,183.043,89.55,1.0,181.943,108.449,1.0,181.595,125.799,1.0,180.475,147.207,1.0,179.032,162.43,1.0,177.664,180.677,1.0,176.091,194.185,1.0,175.563,205.967,1.0,174.365,218.905,1.0
95,182.115,45.914,1.0,183.031,57.031,1.0,182.426,72.751,1.0,183.069,89.466,1.0,181.949,108.306,1.0,181.571,125.637,1.0,180.518,147.093,1.0,179.078,162.389,1.0,177.709,180.607,1.0,176.16,194.107,1.0,175.628,205.891,1.0,174.41,218.831,1.0
96,181.976,45.95,1.0,182.939,57.054,1.0,182.366,72.816,1.0,182.992,89.492,1.0,182.049,108.36,1.0,181.65,125.734,1.0,180.44,147.157,1.0,178.895,162.429,1.0,177.575,180.507,1.0,175.914,194.012,1.0,175.354,206.194,1.0,174.467,219.366,1.0
97,182.023,45.821,1.0,182.906,56.97,1.0,182.372,72.745,1.0,182.853,89.336,1.0,182.024,108.145,1.0,181.572,125.311,1.0,180.389,146.834,1.0,178.993,162.109,1.0,177.586,180.231,1.0,175.781,193.983,1.0,175.408,206.05,1.0,174.534,219.144,1.0
98,182.048,45.849,1.0,182.978,57.005,1.0,182.437,72.822,1.0,182.841,89.364,1.0,181.911,108.201,1.0,181.521,125.42,1.0,180.329,146.906,1.0,178.901,162.203,1.0,177.565,180.396,1.0,175.848,194.149,1.0,175.526,206.158,1.0,174.445,219.136,1.0
99,182.083,46.043,1.0,183.002,57.137,1.0,182.465,73.019,1.0,182.973,89.571,1.0,181.985,108.505,1.0,181.555,125.678,1.0,180.305,147.031,1.0,178.877,162.325,1.0,177.624,180.554,1.0,175.917,194.213,1.0,175.508,206.186,1.0,174.434,219.119,1.0
100,182.049,45.865,1.0,182.943,57.03,1.0,182.358,72.874,1.0,182.864,89.404,1.0,181.831,108.286,1.0,181.463,125.487,1.0,180.238,146.849,1.0,178.86,162.212,1.0,177.649,180.359,1.0,175.913,194.186,1.0,175.561,206.112,1.0,174.453,219.076,1.0
101,182.041,45.838,1.0,182.923,57.028,1.0,182.394,72.843,1.0,182.932,89.441,1.0,181.885,108.246,1.0,181.64,125.543,1.0,180.499,146.871,1.0,178.999,162.191,1.0,177.661,180.306,1.0,175.887,194.077,1.0,175.577,205.947,1.0,174.525,219.048,1.0
102,182.067,45.974,1.0,183.016,57.102,1.0,182.474,72.915,1.0,182.987,89.484,1.0,181.95,108.305,1.0,181.728,125.588,1.0,180.529,146.916,1.0,178.983,162.278,1.0,177.687,180.408,1.0,175.982,194.29,1.0,175.693,206.105,1.0,174.512,219.074,1.0
103,182.073,46.003,1.0,183.008,57.14,1.0,182.455,72.988,1.0,182.97,89.576,1.0,181.95,108.514,1.0,181.661,125.903,1.0,180.499,147.335,1.0,178.89,162.597,1.0,177.681,180.874,1.0,176.052,194.57,1.0,175.726,206.409,1.0,174.417,219.246,1.0
104,182.064,46.007,1.0,183.012,57.141,1.0,182.434,72.984,1.0,182.993,89.55,1.0,181.939,108.45,1.0,181.589,125.79,1.0,180.538,147.103,1.0,178.992,162.439,1.0,177.686,180.682,1.0,176.048,194.409,1.0,175.695,206.273,1.0,174.418,219.141,1.0
105,182.078,45.974,1.0,183.055,57.111,1.0,182.497,72.942,1.0,183.05,89.518,1.0,181.999,108.427,1.0,181.661,125.797,1.0,180.482,147.138,1.0,178.985,162.521,1.0,177.726,180.858,1.0,176.067,194.65,1.0,175.789,206.481,1.0,174.371,219.262,1.0
106,182.08,46.009,1.0,183.054,57.128,1.0,182.484,72.992,1.0,183.018,89.574,1.0,181.947,108.424,1.0,181.607,125.792,1.0,180.272,146.961,1.0,178.878,162.369,1.0,177.71,180.705,1.0,176.046,194.592,1.0,175.801,206.397,1.0,174.28,219.213,1.0
107,182.07,45.98,1.0,183.026,57.107,1.0,182.511,72.973,1.0,183.012,89.59,1.0,182.013,108.471,1.0,181.601,125.823,1.0,180.322,147.034,1.0,178.917,162.44,1.0,177.707,180.763,1.0,176.053,194.529,1.0,175.782,206.387,1.0,174.263,219.214,1.0
108,181.967,45.76,1.0,182.977,56.96,1.0,182.464,72.731,1.0,183.144,89.422,1.0,182.175,108.317,1.0,181.75,125.904,1.0,180.633,147.389,1.0,179.028,162.524,1.0,177.662,180.67,1.0,176.081,194.138,1.0,175.775,206.153,1.0,174.492,219.097,1.0
109,181.98,45.779,1.0,182.994,56.998,1.0,182.436,72.757,1.0,183.135,89.493,1.0,182.234,108.33,1.0,181.787,125.984,1.0,180.57,147.398,1.0,178.974,162.507,1.0,177.642,180.783,1.0,176.087,194.293,1.0,175.764,206.259,1.0,174.366,219.018,1.0
110,182.048,45.926,1.0,183.13,57.005,1.0,182.556,72.816,1.0,183.184,89.589,1.0,182.234,108.487,1.0,181.654,126.074,1.0,180.418,147.444,1.0,178.922,162.526,1.0,177.681,180.872,1.0,176.11,194.515,1.0,175.769,206.476,1.0,174.233,219.043,1.0
111,181.995,45.935,1.0,183.021,57.028,1.0,182.508,72.78,1.0,183.126,89.491,1.0,182.17,108.265,1.0,181.702,125.812,1.0,180.563,147.34,1.0,178.994,162.483,1.0,177.599,180.829,1.0,175.966,194.555,1.0,175.701,206.454,1.0,174.214,219.122,1.0
112,182.059,45.885,1.0,183.107,57.046,1.0,182.555,72.785,1.0,183.197,89.574,1.0,182.206,108.332,1.0,181.707,125.846,1.0,180.366,147.205,1.0,178.927,162.31,1.0,177.622,180.7,1.0,175.946,194.483,1.0,175.696,206.348,1.0,174.209,219.077,1.0
113,182.066,45.819,1.0,183.107,57.0,1.0,182.593,72.772,1.0,183.195,89.595,1.0,182.251,108.47,1.0,181.686,126.039,1.0,180.546,147.525,1.0,178.991,162.623,1.0,177.654,181.069,1.0,176.034,194.698,1.0,175.766,206.603,1.0,174.118,219.164,1.0
114,182.075,45.802,1.0,183.0,56.993,1.0,182.465,72.781,1.0,183.094,89.548,1.0,182.153,108.368,1.0,181.724,125.857,1.0,180.623,147.373,1.0,179.024,162.466,1.0,177.653,180.917,1.0,176.008,194.638,1.0,175.779,206.52,1.0,174.189,219.112,1.0
115,182.056,45.753,1.0,182.919,56.971,1.0,182.41,72.744,1.0,183.102,89.457,1.0,182.089,108.181,1.0,181.674,125.601,1.0,180.586,147.158,1.0,179.037,162.314,1.0,177.655,180.697,1.0,175.991,194.589,1.0,175.79,206.369,1.0,174.259,219.073,1.0
116,182.056,45.785,1.0,183.041,56.998,1.0,182.483,72.794,1.0,183.106,89.598,1.0,182.207,108.385,1.0,181.758,125.81,1.0,180.616,147.28,1.0,179.073,162.419,1.0,177.688,180.826,1.0,176.036,194.597,1.0,175.795,206.43,1.0,174.247,219.096,1.0
117,182.04,45.776,1.0,182.96,56.99,1.0,182.442,72.767,1.0,183.113,89.549,1.0,182.315,108.297,1.0,181.915,125.67,1.0,180.607,147.121,1.0,179.066,162.265,1.0,177.625,180.641,1.0,175.981,194.514,1.0,175.791,206.279,1.0,174.345,219.05,1.0
118,182.023,45.737,1.0,182.976,56.973,1.0,182.476,72.8,1.0,183.078,89.638,1.0,182.318,108.457,1.0,181.823,125.873,1.0,180.541,147.248,1.0,179.084,162.411,1.0,177.663,180.802,1.0,176.045,194.539,1.0,175.805,206.298,1.0,174.266,219.001,1.0
119,182.017,45.73,1.0,182.896,56.964,1.0,182.413,72.746,1.0,183.06,89.559,1.0,182.279,108.355,1.0,181.858,125.74,1.0,180.61,147.247,1.0,179.09,162.369,1.0,177.656,180.739,1.0,176.032,194.551,1.0,175.802,206.319,1.0,174.308,219.044,1.0
120,182.078,45.83,1.0,182.91,57.086,1.0,182.418,72.712,1.0,183.334,89.576,1.0,182.22,108.355,1.0,181.61,125.88,1.0,180.565,147.449,1.0,178.971,162.687,1.0,177.511,180.816,1.0,176.043,194.452,1.0,175.585,206.554,1.0,174.3,219.25,1.0
121,182.061,45.867,1.0,182.907,57.069,1.0,182.53,72.746,1.0,183.35,89.584,1.0,182.233,108.358,1.0,181.65,125.851,1.0,180.634,147.376,1.0,178.949,162.517,1.0,177.538,180.732,1.0,175.986,194.368,1.0,175.561,206.427,1.0,174.267,219.121,1.0
122,182.126,46.015,1.0,183.011,57.085,1.0,182.477,72.848,1.0,183.25,89.73,1.0,182.145,108.568,1.0,181.534,126.022,1.0,180.452,147.461,1.0,178.929,162.563,1.0,177.551,180.843,1.0,175.995,194.472,1.0,175.506,206.451,1.0,174.263,219.163,1.0
123,182.094,45.972,1.0,182.972,57.081,1.0,182.496,72.845,1.0,183.27,89.769,1.0,182.21,108.715,1.0,181.526,126.014,1.0,180.379,147.284,1.0,178.914,162.481,1.0,177.594,180.674,1.0,175.965,194.249,1.0,175.46,206.271,1.0,174.269,219.05,1.0
124,182.112,45.907,1.0,182.968,57.007,1.0,182.539,72.74,1.0,183.265,89.558,1.0,182.134,108.327,1.0,181.656,125.615,1.0,180.413,146.962,1.0,178.915,162.24,1.0,177.598,180.384,1.0,175.903,194.239,1.0,175.513,206.222,1.0,174.247,219.051,1.0
125,182.118,45.907,1.0,182.915,57.019,1.0,182.415,72.762,1.0,183.139,89.617,1.0,182.254,108.564,1.0,181.763,125.888,1.0,180.377,147.273,1.0,178.875,162.384,1.0,177.614,180.589,1.0,175.908,194.31,1.0,175.487,206.259,1.0,174.308,219.138,1.0
126,182.061,45.896,1.0,182.933,57.019,1.0,182.508,72.753,1.0,183.255,89.646,1.0,182.323,108.566,1.0,181.761,125.977,1.0,180.336,147.25,1.0,178.859,162.39,1.0,177.622,180.684,1.0,175.881,194.301,1.0,175.472,206.237,1.0,174.289,219.159,1.0
127,182.139,45.928,1.0,182.945,57.039,1.0,182.513,72.772,1.0,183.19,89.66,1.0,182.407,108.602,1.0,181.813,125.968,1.0,180.376,147.203,1.0,178.917,162.373,1.0,177.634,180.714,1.0,175.91,194.264,1.0,175.435,206.196,1.0,174.277,219.116,1.0
128,182.14,45.956,1.0,182.976,57.049,1.0,182.489,72.803,1.0,183.124,89.658,1.0,182.246,108.478,1.0,181.744,125.779,1.0,180.413,147.097,1.0,179.037,162.242,1.0,177.658,180.4,1.0,175.936,194.089,1.0,175.426,205.933,1.0,174.328,218.889,1.0
129,182.101,45.947,1.0,182.935,57.031,1.0,182.545,72.794,1.0,183.124,89.626,1.0,182.242,108.465,1.0,181.709,125.837,1.0,180.428,147.212,1.0,178.979,162.363,1.0,177.647,180.684,1.0,175.985,194.284,1.0,175.481,206.14,1.0,174.306,218.987,1.0
