scorer,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,point1,point1,point1,point2,point2,point2,point3,point3,point3,point4,point4,point4,point5,point5,point5,point6,point6,point6,point7,point7,point7,point8,point8,point8,point9,point9,point9,point10,point10,point10,point11,point11,point11,point12,point12,point12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
41,191.425,50.804,1.0,191.285,67.623,1.0,191.373,83.197,1.0,192.251,98.789,1.0,191.986,112.265,1.0,191.2,125.718,1.0,191.727,139.252,1.0,190.178,149.329,1.0,189.136,169.357,1.0,185.713,188.801,1.0,187.171,208.933,1.0,187.044,225.667,1.0
42,191.462,50.95,1.0,191.245,67.632,1.0,191.262,83.067,1.0,192.219,98.691,1.0,191.735,112.169,1.0,191.091,125.681,1.0,191.643,139.264,1.0,190.154,149.357,1.0,189.162,169.409,1.0,185.845,188.976,1.0,187.197,209.076,1.0,187.044,225.681,1.0
43,191.409,50.871,1.0,191.29,67.587,1.0,191.45,82.901,1.0,192.243,98.675,1.0,191.409,112.018,1.0,190.932,125.574,1.0,191.68,139.2,1.0,190.247,149.461,1.0,189.569,170.018,1.0,185.844,189.214,1.0,187.306,209.148,1.0,186.947,225.833,1.0
44,191.384,50.9,1.0,191.205,67.635,1.0,191.427,82.775,1.0,192.264,98.675,1.0,191.483,111.976,1.0,190.909,125.553,1.0,191.65,139.047,1.0,190.12,149.278,1.0,189.421,169.729,1.0,185.687,189.042,1.0,187.186,209.164,1.0,186.877,225.757,1.0
45,191.42,50.956,1.0,191.214,67.523,1.0,191.506,82.619,1.0,192.339,98.657,1.0,191.501,111.759,1.0,191.109,125.284,1.0,191.684,138.821,1.0,190.089,149.018,1.0,189.354,169.483,1.0,185.709,188.747,1.0,187.153,208.801,1.0,187.081,225.677,1.0
46,191.446,51.009,1.0,191.213,67.504,1.0,191.508,82.658,1.0,192.443,98.593,1.0,191.615,111.734,1.0,191.062,125.356,1.0,191.727,138.895,1.0,189.987,149.287,1.0,189.363,169.711,1.0,185.609,189.137,1.0,187.115,208.9,1.0,186.969,225.676,1.0
47,191.414,50.946,1.0,191.104,67.405,1.0,191.412,82.63,1.0,192.354,98.464,1.0,192.071,113.97,1.0,191.093,125.109,1.0,191.799,138.63,1.0,189.784,149.11,1.0,189.525,169.773,1.0,185.627,189.205,1.0,187.139,209.024,1.0,187.142,225.604,1.0
48,191.455,50.77,1.0,191.221,67.785,1.0,191.445,82.599,1.0,191.76,98.985,1.0,190.89,111.57,1.0,191.011,125.164,1.0,191.589,138.277,1.0,190.151,152.687,1.0,188.486,168.185,1.0,185.801,188.472,1.0,186.993,208.892,1.0,186.971,225.315,1.0
49,191.363,50.493,1.0,191.341,67.577,1.0,191.46,82.758,1.0,191.627,98.928,1.0,191.021,111.501,1.0,191.064,124.925,1.0,191.584,137.829,1.0,190.16,152.416,1.0,188.456,168.024,1.0,185.82,188.422,1.0,186.933,208.839,1.0,186.743,225.25,1.0
50,191.256,50.464,1.0,191.288,67.695,1.0,191.519,83.15,1.0,191.839,99.042,1.0,191.094,111.556,1.0,191.212,125.022,1.0,191.534,138.014,1.0,190.143,152.483,1.0,188.33,167.915,1.0,185.571,188.073,1.0,186.883,208.825,1.0,186.795,225.224,1.0
51,191.419,50.774,1.0,191.37,67.6,1.0,191.549,82.509,1.0,192.083,98.758,1.0,191.103,111.596,1.0,190.873,125.186,1.0,191.502,138.277,1.0,190.062,152.577,1.0,188.299,167.973,1.0,185.769,187.987,1.0,187.134,208.764,1.0,187.261,225.329,1.0
52,191.451,50.824,1.0,191.343,67.596,1.0,191.486,82.529,1.0,191.996,98.734,1.0,191.036,111.637,1.0,190.774,125.339,1.0,191.636,138.621,1.0,190.096,152.773,1.0,188.868,168.851,1.0,185.787,188.167,1.0,187.291,208.746,1.0,187.039,225.46,1.0
53,191.265,50.83,1.0,191.246,67.36,1.0,191.567,82.709,1.0,192.3,98.599,1.0,191.917,113.854,1.0,191.033,125.119,1.0,191.859,138.621,1.0,190.068,152.772,1.0,189.104,169.154,1.0,185.852,188.102,1.0,187.357,208.876,1.0,187.143,225.7,1.0
54,191.282,50.894,1.0,191.376,67.584,1.0,191.611,83.213,1.0,192.261,98.807,1.0,191.358,111.569,1.0,191.185,125.093,1.0,191.882,138.748,1.0,189.992,148.932,1.0,188.914,168.962,1.0,185.836,188.062,1.0,187.195,208.879,1.0,186.962,225.642,1.0
55,191.271,50.944,1.0,191.39,67.508,1.0,191.589,83.058,1.0,192.217,98.715,1.0,191.305,111.535,1.0,191.061,125.117,1.0,191.855,138.59,1.0,190.125,152.802,1.0,188.998,168.998,1.0,185.867,188.065,1.0,187.171,208.841,1.0,186.888,225.607,1.0
56,191.272,50.878,1.0,191.346,67.482,1.0,191.495,82.925,1.0,192.104,98.684,1.0,191.226,111.618,1.0,191.004,125.182,1.0,191.781,138.415,1.0,190.107,152.802,1.0,188.763,168.503,1.0,186.091,187.823,1.0,187.12,208.648,1.0,187.019,225.262,1.0
57,191.266,50.806,1.0,191.351,67.384,1.0,191.508,82.816,1.0,191.967,98.626,1.0,191.679,113.939,1.0,191.058,124.928,1.0,191.812,137.992,1.0,190.183,152.653,1.0,188.664,168.198,1.0,186.194,187.807,1.0,186.94,208.61,1.0,186.909,225.109,1.0
58,191.289,50.772,1.0,191.423,67.424,1.0,191.58,82.933,1.0,192.08,98.739,1.0,191.303,111.349,1.0,191.219,124.99,1.0,191.925,138.171,1.0,190.309,152.791,1.0,188.703,168.513,1.0,185.906,188.235,1.0,187.02,208.818,1.0,186.941,225.412,1.0
59,191.244,50.664,1.0,191.312,67.303,1.0,191.51,82.891,1.0,192.106,98.588,1.0,191.908,113.708,1.0,191.269,124.763,1.0,191.961,137.99,1.0,190.299,152.69,1.0,188.761,168.475,1.0,185.981,188.078,1.0,187.204,208.997,1.0,187.376,225.529,1.0
60,191.436,50.901,1.0,191.368,67.188,1.0,191.468,82.059,1.0,192.077,98.429,1.0,191.802,114.239,1.0,191.189,125.495,1.0,191.494,139.386,1.0,190.142,149.776,1.0,189.21,169.521,1.0,185.781,188.858,1.0,187.119,209.061,1.0,187.094,225.789,1.0
61,191.462,50.689,1.0,191.262,66.966,1.0,191.447,81.54,1.0,192.187,98.151,1.0,192.068,113.975,1.0,191.116,125.405,1.0,191.596,139.225,1.0,190.162,149.583,1.0,189.118,169.369,1.0,185.868,188.885,1.0,187.186,208.897,1.0,187.129,225.828,1.0
62,191.339,50.472,1.0,191.411,67.016,1.0,191.52,82.096,1.0,192.319,98.447,1.0,192.14,114.115,1.0,191.377,125.377,1.0,191.629,139.192,1.0,190.304,149.465,1.0,189.2,169.196,1.0,186.119,188.651,1.0,187.214,208.922,1.0,187.207,225.712,1.0
63,191.335,50.475,1.0,191.572,67.0,1.0,191.604,82.6,1.0,192.245,98.536,1.0,192.081,114.073,1.0,191.219,125.428,1.0,191.702,138.936,1.0,190.249,149.366,1.0,189.034,169.028,1.0,185.973,188.67,1.0,187.156,208.767,1.0,187.076,225.575,1.0
64,191.509,50.448,1.0,191.597,66.928,1.0,191.706,82.382,1.0,192.306,98.28,1.0,192.159,114.069,1.0,191.146,125.323,1.0,191.725,138.891,1.0,190.251,149.322,1.0,189.236,169.291,1.0,186.141,188.661,1.0,187.33,208.8,1.0,187.221,225.596,1.0
65,191.519,50.706,1.0,191.496,67.024,1.0,191.637,82.261,1.0,192.401,98.267,1.0,192.121,114.021,1.0,191.152,125.345,1.0,191.882,139.093,1.0,190.069,149.447,1.0,189.129,169.287,1.0,185.855,188.865,1.0,187.335,208.935,1.0,187.222,225.826,1.0
66,191.493,50.912,1.0,191.435,67.507,1.0,191.556,82.72,1.0,192.333,98.637,1.0,191.555,111.711,1.0,191.207,125.423,1.0,191.747,139.133,1.0,190.082,149.482,1.0,189.086,169.197,1.0,185.91,188.702,1.0,187.285,208.794,1.0,187.356,225.715,1.0
67,191.641,50.935,1.0,191.51,67.295,1.0,191.605,82.16,1.0,192.313,98.397,1.0,192.135,114.053,1.0,191.178,125.314,1.0,191.732,138.947,1.0,190.05,149.48,1.0,189.21,169.313,1.0,185.838,188.753,1.0,187.259,208.805,1.0,187.334,225.769,1.0
68,191.574,50.999,1.0,191.421,67.582,1.0,191.548,82.545,1.0,192.416,98.674,1.0,191.68,111.706,1.0,191.279,125.481,1.0,191.679,139.052,1.0,189.909,149.433,1.0,188.845,168.972,1.0,185.879,188.838,1.0,187.17,208.882,1.0,187.277,225.657,1.0
69,191.616,51.112,1.0,191.406,67.433,1.0,191.619,82.176,1.0,192.531,98.466,1.0,191.723,111.702,1.0,191.139,125.629,1.0,191.559,139.292,1.0,189.823,149.419,1.0,188.919,169.147,1.0,185.862,188.909,1.0,187.204,208.982,1.0,187.042,225.572,1.0
70,191.702,50.924,1.0,191.486,67.468,1.0,191.604,82.523,1.0,192.367,98.523,1.0,191.762,111.796,1.0,191.242,125.645,1.0,191.63,139.179,1.0,190.001,149.621,1.0,189.4,169.454,1.0,185.743,188.785,1.0,187.159,208.871,1.0,186.905,225.456,1.0
71,191.687,50.835,1.0,191.522,67.447,1.0,191.605,82.564,1.0,192.352,98.466,1.0,191.623,111.806,1.0,191.212,125.725,1.0,191.574,139.347,1.0,190.117,149.716,1.0,189.525,169.741,1.0,185.721,188.949,1.0,187.143,208.911,1.0,186.839,225.52,1.0
72,191.549,50.819,1.0,191.432,67.513,1.0,191.396,82.863,1.0,191.972,98.53,1.0,191.254,111.564,1.0,191.057,125.311,1.0,191.859,138.984,1.0,190.333,149.781,1.0,190.3,170.571,1.0,186.012,189.219,1.0,187.241,209.011,1.0,186.358,225.843,1.0
73,191.434,50.747,1.0,191.253,67.377,1.0,191.263,82.58,1.0,192.136,98.382,1.0,191.366,111.51,1.0,190.917,125.232,1.0,191.814,138.858,1.0,190.297,149.466,1.0,190.231,170.347,1.0,185.744,189.209,1.0,187.091,209.045,1.0,186.825,225.972,1.0
74,191.528,50.867,1.0,191.28,67.564,1.0,191.457,82.613,1.0,192.386,98.519,1.0,192.022,114.234,1.0,191.109,125.136,1.0,191.776,138.754,1.0,190.335,149.269,1.0,190.116,170.231,1.0,185.673,188.872,1.0,187.15,209.056,1.0,186.729,225.887,1.0
75,191.562,50.838,1.0,191.24,67.62,1.0,191.411,82.63,1.0,192.348,98.599,1.0,191.562,111.653,1.0,191.022,125.419,1.0,191.655,139.076,1.0,190.428,149.502,1.0,189.89,170.288,1.0,185.492,188.85,1.0,187.173,209.036,1.0,186.788,225.735,1.0
76,191.535,51.039,1.0,191.235,67.698,1.0,191.441,82.83,1.0,192.331,98.666,1.0,191.472,111.501,1.0,191.128,125.236,1.0,191.758,139.039,1.0,190.204,149.638,1.0,189.881,170.465,1.0,185.277,189.107,1.0,187.078,208.961,1.0,186.758,225.778,1.0
77,191.607,51.019,1.0,191.243,67.652,1.0,191.586,82.627,1.0,192.606,98.577,1.0,191.763,111.412,1.0,191.311,125.302,1.0,191.811,139.04,1.0,190.155,149.372,1.0,189.767,170.237,1.0,185.389,189.14,1.0,187.091,209.014,1.0,186.906,225.626,1.0
78,191.588,50.935,1.0,191.252,67.644,1.0,191.549,82.772,1.0,192.556,98.618,1.0,191.796,111.526,1.0,191.264,125.372,1.0,191.741,139.016,1.0,190.213,149.341,1.0,189.806,170.062,1.0,185.539,188.827,1.0,187.186,208.919,1.0,186.994,225.628,1.0
79,191.563,51.045,1.0,191.184,67.655,1.0,191.508,82.659,1.0,192.505,98.543,1.0,191.694,111.433,1.0,191.182,125.349,1.0,191.836,138.977,1.0,190.129,149.453,1.0,189.984,170.375,1.0,185.558,189.0,1.0,187.213,208.972,1.0,186.875,225.897,1.0
80,191.549,50.919,1.0,191.188,67.644,1.0,191.512,82.529,1.0,192.524,98.517,1.0,192.176,114.148,1.0,191.187,125.227,1.0,191.68,138.738,1.0,190.124,149.357,1.0,189.801,170.102,1.0,185.654,188.944,1.0,187.289,209.027,1.0,186.956,225.822,1.0
81,191.527,50.657,1.0,191.188,67.447,1.0,191.455,82.469,1.0,192.425,98.435,1.0,192.144,114.065,1.0,191.17,125.067,1.0,191.667,138.524,1.0,190.043,149.175,1.0,189.835,170.119,1.0,185.714,188.875,1.0,187.25,208.898,1.0,186.808,225.61,1.0
82,191.479,50.855,1.0,191.173,67.559,1.0,191.414,82.66,1.0,192.433,98.505,1.0,192.111,114.066,1.0,191.198,125.043,1.0,191.683,138.519,1.0,190.075,149.145,1.0,189.886,170.01,1.0,185.813,188.629,1.0,187.109,208.762,1.0,186.759,225.448,1.0
83,191.491,50.77,1.0,191.197,67.528,1.0,191.404,82.403,1.0,192.229,98.459,1.0,192.1,113.939,1.0,191.106,124.975,1.0,191.627,138.326,1.0,189.951,152.896,1.0,189.799,169.77,1.0,185.763,188.357,1.0,187.147,208.822,1.0,186.858,225.568,1.0
84,191.384,50.745,1.0,191.695,67.3,1.0,191.627,83.877,1.0,191.851,98.821,1.0,191.439,111.495,1.0,191.575,124.825,1.0,191.923,138.682,1.0,190.133,149.254,1.0,189.294,169.651,1.0,186.369,189.048,1.0,187.373,209.536,1.0,186.846,223.41,1.0
85,191.401,50.76,1.0,191.595,67.354,1.0,191.499,83.371,1.0,191.923,98.709,1.0,191.424,111.57,1.0,191.33,125.25,1.0,191.745,138.925,1.0,190.177,149.431,1.0,189.401,170.001,1.0,186.212,189.278,1.0,187.292,209.33,1.0,186.905,223.339,1.0
86,191.443,50.904,1.0,191.527,67.196,1.0,191.456,82.982,1.0,192.006,98.54,1.0,191.342,111.641,1.0,191.129,125.533,1.0,191.747,139.211,1.0,190.407,149.849,1.0,189.891,170.766,1.0,186.087,189.397,1.0,187.338,209.518,1.0,186.805,223.243,1.0
87,191.533,51.127,1.0,191.466,67.569,1.0,191.639,83.029,1.0,192.164,98.674,1.0,191.293,111.62,1.0,191.148,125.5,1.0,191.896,139.263,1.0,190.395,149.687,1.0,189.881,170.435,1.0,186.09,188.972,1.0,187.394,209.429,1.0,186.927,223.043,1.0
88,191.495,51.042,1.0,191.495,67.597,1.0,191.649,83.354,1.0,192.165,98.718,1.0,191.365,111.856,1.0,191.123,125.604,1.0,191.799,139.326,1.0,190.443,149.659,1.0,189.909,170.447,1.0,186.162,188.819,1.0,187.325,209.398,1.0,186.834,223.135,1.0
89,191.488,50.972,1.0,191.585,67.766,1.0,191.694,83.703,1.0,192.07,98.907,1.0,191.436,111.925,1.0,191.255,125.586,1.0,191.731,139.234,1.0,190.376,149.459,1.0,189.619,170.111,1.0,185.958,188.91,1.0,187.235,209.327,1.0,186.836,223.322,1.0
90,191.445,51.019,1.0,191.48,67.689,1.0,191.68,83.477,1.0,192.248,98.84,1.0,191.541,111.844,1.0,191.349,125.539,1.0,191.821,139.193,1.0,190.247,149.438,1.0,189.786,170.193,1.0,186.007,188.853,1.0,187.432,209.171,1.0,186.872,225.955,1.0
91,191.419,50.816,1.0,191.523,67.532,1.0,191.538,83.422,1.0,191.875,98.876,1.0,191.303,111.611,1.0,191.219,125.212,1.0,191.805,138.868,1.0,190.117,149.249,1.0,189.9,170.442,1.0,185.959,188.938,1.0,187.432,209.504,1.0,186.916,223.083,1.0
92,191.44,50.749,1.0,191.56,67.339,1.0,191.563,83.251,1.0,191.84,98.763,1.0,191.129,111.403,1.0,191.148,125.049,1.0,191.817,138.811,1.0,190.14,149.307,1.0,189.92,170.651,1.0,186.014,188.827,1.0,187.598,209.785,1.0,186.91,222.935,1.0
93,191.457,50.769,1.0,191.58,67.21,1.0,191.567,82.946,1.0,191.882,98.595,1.0,191.666,114.13,1.0,191.085,125.036,1.0,191.774,138.758,1.0,190.103,149.365,1.0,189.933,170.717,1.0,185.99,188.871,1.0,187.572,209.772,1.0,186.905,223.003,1.0
94,191.489,50.678,1.0,191.631,67.365,1.0,191.718,83.066,1.0,191.946,98.7,1.0,191.636,114.168,1.0,191.23,124.829,1.0,191.831,138.582,1.0,190.029,148.955,1.0,189.692,170.178,1.0,186.071,188.596,1.0,187.562,209.68,1.0,187.057,222.902,1.0
95,191.438,50.635,1.0,191.731,67.463,1.0,191.905,83.485,1.0,192.0,98.798,1.0,191.343,111.565,1.0,191.381,124.888,1.0,191.898,138.72,1.0,190.128,149.131,1.0,189.835,170.423,1.0,185.937,188.508,1.0,187.592,209.566,1.0,187.284,226.271,1.0
96,191.386,50.949,1.0,191.219,67.137,1.0,191.455,82.423,1.0,192.093,98.219,1.0,191.222,111.378,1.0,190.731,125.066,1.0,191.507,138.917,1.0,190.011,149.151,1.0,189.429,170.142,1.0,186.527,188.539,1.0,187.411,209.001,1.0,186.831,225.75,1.0
97,191.38,51.104,1.0,191.254,67.264,1.0,191.484,82.342,1.0,192.209,98.361,1.0,191.233,111.409,1.0,190.717,125.184,1.0,191.493,139.074,1.0,190.105,149.052,1.0,189.551,170.2,1.0,186.292,188.561,1.0,187.495,208.983,1.0,186.814,225.651,1.0
98,191.467,51.148,1.0,191.459,67.503,1.0,191.568,82.916,1.0,192.308,98.551,1.0,191.489,112.084,1.0,190.527,125.89,1.0,191.312,139.723,1.0,190.309,149.815,1.0,189.717,171.047,1.0,186.097,189.058,1.0,187.317,209.017,1.0,186.793,226.009,1.0
99,191.513,51.123,1.0,191.56,67.515,1.0,191.608,83.087,1.0,192.335,98.556,1.0,191.538,112.034,1.0,190.623,125.78,1.0,191.529,139.63,1.0,190.494,149.914,1.0,190.017,171.094,1.0,186.067,188.939,1.0,187.288,208.996,1.0,186.798,225.924,1.0
100,191.531,51.004,1.0,191.575,67.686,1.0,191.54,83.396,1.0,192.221,98.749,1.0,191.893,112.487,1.0,190.791,126.191,1.0,191.476,139.738,1.0,190.784,150.109,1.0,189.985,170.814,1.0,185.966,189.069,1.0,187.271,209.009,1.0,186.69,226.024,1.0
101,191.6,51.122,1.0,191.527,67.796,1.0,191.671,83.135,1.0,192.597,98.673,1.0,191.937,112.299,1.0,190.84,126.11,1.0,191.508,139.707,1.0,190.723,149.966,1.0,189.834,170.722,1.0,185.865,188.997,1.0,187.265,209.122,1.0,186.615,225.968,1.0
102,191.545,51.12,1.0,191.442,67.713,1.0,191.647,83.094,1.0,192.559,98.682,1.0,191.925,112.271,1.0,190.886,126.255,1.0,191.514,139.83,1.0,190.684,150.23,1.0,189.991,171.082,1.0,185.861,189.193,1.0,187.346,209.128,1.0,186.483,225.934,1.0
103,191.586,51.131,1.0,191.517,67.779,1.0,191.652,83.192,1.0,192.527,98.694,1.0,191.861,112.19,1.0,190.914,126.06,1.0,191.616,139.602,1.0,190.549,149.888,1.0,189.992,170.867,1.0,185.794,188.895,1.0,187.313,209.259,1.0,186.516,225.945,1.0
104,191.539,50.982,1.0,191.55,67.65,1.0,191.734,83.274,1.0,192.552,98.659,1.0,191.865,112.045,1.0,190.993,125.939,1.0,191.535,139.531,1.0,190.61,149.966,1.0,190.051,170.966,1.0,185.763,188.95,1.0,187.306,209.337,1.0,186.787,226.073,1.0
105,191.561,51.004,1.0,191.472,67.752,1.0,191.696,83.23,1.0,192.491,98.698,1.0,191.875,111.98,1.0,191.12,125.882,1.0,191.641,139.434,1.0,190.649,149.799,1.0,190.136,170.803,1.0,185.78,188.743,1.0,187.236,209.113,1.0,186.555,225.905,1.0
106,191.584,51.012,1.0,191.503,67.795,1.0,191.679,83.144,1.0,192.514,98.64,1.0,191.835,112.089,1.0,190.918,125.951,1.0,191.612,139.442,1.0,190.532,149.773,1.0,189.843,170.588,1.0,185.746,188.689,1.0,187.361,209.212,1.0,186.911,226.108,1.0
107,191.551,51.193,1.0,191.52,67.895,1.0,191.812,83.132,1.0,192.762,98.684,1.0,191.858,111.904,1.0,191.101,125.677,1.0,191.649,139.356,1.0,190.453,149.365,1.0,189.473,169.928,1.0,185.666,188.264,1.0,187.269,209.175,1.0,186.945,225.998,1.0
108,191.373,50.612,1.0,191.377,67.083,1.0,191.907,82.369,1.0,192.592,98.467,1.0,192.132,113.679,1.0,191.403,125.012,1.0,191.954,138.898,1.0,190.127,149.286,1.0,189.332,169.73,1.0,186.056,188.958,1.0,187.164,209.254,1.0,186.636,225.803,1.0
109,191.414,50.647,1.0,191.324,67.218,1.0,191.661,82.506,1.0,192.159,98.474,1.0,192.143,113.487,1.0,191.34,124.814,1.0,191.762,138.285,1.0,190.106,152.79,1.0,189.039,169.066,1.0,186.071,188.4,1.0,187.059,208.87,1.0,186.687,225.426,1.0
110,191.403,50.842,1.0,191.455,67.349,1.0,191.642,82.925,1.0,192.187,98.606,1.0,192.121,113.611,1.0,191.373,124.685,1.0,191.794,138.089,1.0,190.285,152.625,1.0,188.678,168.139,1.0,186.267,188.39,1.0,187.016,208.427,1.0,186.719,225.036,1.0
111,191.456,50.904,1.0,191.395,67.358,1.0,191.63,82.688,1.0,192.27,98.591,1.0,192.105,113.711,1.0,191.233,125.019,1.0,191.715,138.414,1.0,190.224,152.72,1.0,188.96,168.628,1.0,185.971,188.348,1.0,187.08,208.912,1.0,186.784,225.383,1.0
112,191.482,51.336,1.0,191.276,67.392,1.0,191.615,82.346,1.0,192.324,98.626,1.0,192.175,113.653,1.0,191.187,125.308,1.0,191.681,138.684,1.0,190.184,152.926,1.0,189.053,168.933,1.0,185.992,188.362,1.0,187.114,208.836,1.0,186.89,225.568,1.0
113,191.361,51.067,1.0,191.213,67.148,1.0,191.531,82.093,1.0,192.104,98.392,1.0,192.267,113.375,1.0,191.192,124.933,1.0,191.675,138.387,1.0,190.172,152.817,1.0,189.022,168.847,1.0,185.951,188.312,1.0,187.172,209.015,1.0,187.054,225.66,1.0
114,191.367,51.137,1.0,191.282,67.277,1.0,191.589,82.345,1.0,192.146,98.524,1.0,192.157,113.67,1.0,191.172,125.028,1.0,191.854,138.583,1.0,190.366,152.952,1.0,189.098,168.89,1.0,185.967,188.334,1.0,187.162,209.02,1.0,187.041,225.66,1.0
115,191.423,51.226,1.0,191.22,67.152,1.0,191.525,82.027,1.0,192.078,98.411,1.0,192.261,113.591,1.0,191.089,125.071,1.0,191.891,138.562,1.0,190.346,152.923,1.0,189.201,169.176,1.0,185.933,188.601,1.0,187.127,208.882,1.0,187.0,225.602,1.0
116,191.39,51.375,1.0,191.202,67.578,1.0,191.514,82.793,1.0,192.112,98.668,1.0,191.966,113.779,1.0,191.157,125.108,1.0,191.951,138.631,1.0,190.459,152.96,1.0,189.405,169.189,1.0,186.05,188.373,1.0,187.122,208.896,1.0,186.939,225.657,1.0
117,191.376,51.159,1.0,191.265,67.355,1.0,191.615,82.419,1.0,192.149,98.476,1.0,192.259,113.463,1.0,191.328,124.759,1.0,192.065,138.141,1.0,190.396,152.601,1.0,189.392,169.019,1.0,185.794,188.175,1.0,187.138,208.804,1.0,186.91,225.625,1.0
118,191.442,51.19,1.0,191.328,67.523,1.0,191.496,82.799,1.0,192.203,98.571,1.0,192.032,113.836,1.0,191.261,125.04,1.0,192.074,138.63,1.0,190.134,149.145,1.0,189.788,169.54,1.0,185.591,188.294,1.0,187.193,209.004,1.0,186.929,225.847,1.0
119,191.438,51.27,1.0,191.311,67.473,1.0,191.531,82.803,1.0,192.346,98.507,1.0,192.191,113.784,1.0,191.267,125.144,1.0,192.163,138.698,1.0,190.139,149.26,1.0,189.762,169.553,1.0,185.489,188.353,1.0,187.128,209.021,1.0,186.732,225.804,1.0
120,191.51,50.828,1.0,191.364,67.639,1.0,191.644,82.985,1.0,191.987,98.704,1.0,191.227,111.869,1.0,190.95,125.638,1.0,191.652,139.343,1.0,190.339,149.77,1.0,190.037,170.52,1.0,185.722,189.217,1.0,187.372,209.743,1.0,186.976,223.599,1.0
121,191.502,51.017,1.0,191.404,67.538,1.0,191.548,82.824,1.0,191.975,98.634,1.0,191.128,111.696,1.0,190.86,125.535,1.0,191.685,139.168,1.0,190.313,149.696,1.0,190.01,170.407,1.0,185.879,189.212,1.0,187.52,209.678,1.0,186.956,223.413,1.0
122,191.523,50.85,1.0,191.506,67.541,1.0,191.588,82.907,1.0,191.9,98.717,1.0,191.199,111.847,1.0,190.922,125.451,1.0,191.666,139.11,1.0,190.284,149.584,1.0,190.043,170.25,1.0,185.85,189.402,1.0,187.534,209.653,1.0,186.748,223.562,1.0
123,191.42,50.964,1.0,191.4,67.367,1.0,191.65,82.585,1.0,192.057,98.503,1.0,191.269,111.522,1.0,190.989,125.171,1.0,191.654,138.965,1.0,190.299,149.345,1.0,189.879,170.023,1.0,185.848,189.171,1.0,187.47,209.563,1.0,186.855,223.202,1.0
124,191.412,50.794,1.0,191.552,67.41,1.0,191.6,83.113,1.0,191.764,98.706,1.0,191.3,111.748,1.0,190.983,125.269,1.0,191.748,138.994,1.0,190.318,149.471,1.0,189.978,170.212,1.0,185.908,189.394,1.0,187.381,209.592,1.0,186.75,223.286,1.0
125,191.397,50.686,1.0,191.568,67.417,1.0,191.611,83.349,1.0,191.734,98.785,1.0,191.359,111.691,1.0,191.18,125.199,1.0,191.85,138.878,1.0,190.354,149.4,1.0,190.01,170.248,1.0,186.021,189.203,1.0,187.312,209.46,1.0,186.79,223.112,1.0
