scorer,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000,DLC_resnet50_BlSsRnetYu00Jul23shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
43,327.838,179.034,1.0,329.701,191.755,1.0,330.721,205.466,1.0,332.16,222.158,1.0,328.985,243.011,1.0,328.799,258.37,1.0,327.358,280.127,1.0,330.838,294.297,1.0,328.827,313.234,1.0,326.038,329.0,1.0,325.483,337.435,1.0,320.582,349.025,1.0
44,327.84,179.099,1.0,329.776,191.869,1.0,330.814,205.517,1.0,332.26,222.13,1.0,329.188,242.986,1.0,328.8,258.323,1.0,327.41,279.898,1.0,330.842,293.992,1.0,328.923,312.888,1.0,326.184,328.769,1.0,325.557,337.272,1.0,320.593,348.922,1.0
45,327.835,179.026,1.0,329.726,191.795,1.0,330.863,205.47,1.0,332.207,222.068,1.0,329.191,242.9,1.0,328.622,258.202,1.0,327.421,279.804,1.0,330.848,293.983,1.0,328.995,312.893,1.0,326.251,328.698,1.0,325.585,337.302,1.0,320.678,348.969,1.0
46,327.818,179.067,1.0,329.766,191.838,1.0,330.91,205.471,1.0,332.233,222.1,1.0,329.292,242.843,1.0,328.727,258.145,1.0,327.144,280.958,1.0,330.542,297.197,1.0,329.078,312.377,1.0,326.379,328.426,1.0,325.624,337.069,1.0,320.67,348.91,1.0
47,327.821,179.031,1.0,329.768,191.842,1.0,330.896,205.494,1.0,332.222,222.094,1.0,329.252,242.803,1.0,328.713,258.102,1.0,327.109,280.792,1.0,330.467,297.037,1.0,329.109,312.115,1.0,326.341,328.355,1.0,325.608,337.056,1.0,320.621,348.944,1.0
48,327.879,179.1,1.0,329.696,191.866,1.0,330.657,205.571,1.0,332.231,222.317,1.0,329.175,243.061,1.0,328.877,258.245,1.0,327.479,281.059,1.0,330.658,297.324,1.0,329.103,312.3,1.0,326.248,328.541,1.0,325.401,336.939,1.0,320.372,348.881,1.0
49,327.948,179.053,1.0,329.744,191.837,1.0,330.613,205.545,1.0,332.208,222.351,1.0,329.256,243.047,1.0,328.9,258.211,1.0,327.409,280.977,1.0,330.543,297.281,1.0,329.152,312.137,1.0,326.279,328.422,1.0,325.418,336.894,1.0,320.357,348.795,1.0
50,327.952,179.041,1.0,329.781,191.826,1.0,330.595,205.52,1.0,332.267,222.391,1.0,329.313,243.044,1.0,328.987,258.181,1.0,327.607,281.129,1.0,330.483,297.394,1.0,329.127,312.231,1.0,326.282,328.407,1.0,325.408,336.859,1.0,320.463,348.855,1.0
51,327.928,179.143,1.0,329.746,191.96,1.0,330.6,205.625,1.0,332.235,222.472,1.0,329.318,243.133,1.0,328.979,258.213,1.0,327.59,281.216,1.0,330.553,297.396,1.0,329.162,312.371,1.0,326.383,328.469,1.0,325.483,336.964,1.0,320.587,348.904,1.0
52,327.955,179.176,1.0,329.764,191.942,1.0,330.366,205.522,1.0,332.266,222.46,1.0,329.374,243.096,1.0,328.956,258.183,1.0,327.479,281.167,1.0,330.562,297.33,1.0,329.105,312.178,1.0,326.413,328.418,1.0,325.541,336.938,1.0,320.524,349.015,1.0
53,327.907,179.137,1.0,329.739,191.897,1.0,330.455,205.478,1.0,332.293,222.416,1.0,329.348,243.09,1.0,328.906,258.202,1.0,327.711,279.944,1.0,330.965,293.656,1.0,329.078,312.505,1.0,326.34,328.525,1.0,325.519,336.993,1.0,320.569,348.905,1.0
54,327.868,179.157,1.0,329.754,191.911,1.0,330.443,205.485,1.0,332.384,222.38,1.0,329.425,243.088,1.0,328.974,258.231,1.0,327.389,281.117,1.0,330.616,297.269,1.0,329.085,312.127,1.0,326.327,328.364,1.0,325.524,336.802,1.0,320.555,348.873,1.0
55,327.915,179.149,1.0,329.792,191.935,1.0,330.534,205.493,1.0,332.385,222.427,1.0,329.314,243.11,1.0,328.969,258.287,1.0,327.607,279.97,1.0,331.154,293.715,1.0,328.996,312.572,1.0,326.209,328.607,1.0,325.448,336.952,1.0,320.488,348.983,1.0
56,327.949,179.116,1.0,329.83,191.868,1.0,330.565,205.485,1.0,332.409,222.358,1.0,329.388,242.965,1.0,329.045,258.242,1.0,327.59,279.859,1.0,331.109,293.644,1.0,329.005,312.474,1.0,326.073,328.777,1.0,325.356,336.885,1.0,320.46,349.002,1.0
57,327.978,179.104,1.0,329.796,191.837,1.0,330.59,205.467,1.0,332.335,222.347,1.0,329.272,242.982,1.0,329.054,258.272,1.0,327.585,280.093,1.0,331.137,294.037,1.0,328.927,312.908,1.0,325.918,329.065,1.0,325.281,337.197,1.0,320.363,349.154,1.0
58,327.97,179.128,1.0,329.825,191.881,1.0,330.622,205.501,1.0,332.377,222.387,1.0,329.279,243.012,1.0,329.098,258.258,1.0,327.717,280.075,1.0,331.115,293.986,1.0,328.999,312.875,1.0,326.037,328.94,1.0,325.392,337.145,1.0,320.457,349.076,1.0
59,328.008,179.099,1.0,329.873,191.886,1.0,330.675,205.482,1.0,332.425,222.306,1.0,329.401,242.96,1.0,329.09,258.186,1.0,327.599,279.95,1.0,331.047,293.822,1.0,329.067,312.721,1.0,326.156,328.797,1.0,325.41,337.032,1.0,320.455,348.962,1.0
60,327.835,178.926,1.0,329.757,191.655,1.0,330.689,205.353,1.0,332.263,222.007,1.0,329.27,243.011,1.0,328.933,258.177,1.0,327.474,280.1,1.0,330.964,294.225,1.0,328.887,313.504,1.0,326.309,329.018,1.0,325.233,337.729,1.0,320.193,349.348,1.0
61,327.901,178.849,1.0,329.783,191.678,1.0,330.67,205.327,1.0,332.183,221.957,1.0,329.451,242.98,1.0,328.877,258.186,1.0,327.47,280.011,1.0,330.951,294.166,1.0,328.876,313.281,1.0,326.245,328.972,1.0,325.197,337.594,1.0,320.248,349.268,1.0
62,327.916,178.915,1.0,329.835,191.719,1.0,330.817,205.458,1.0,332.29,222.04,1.0,329.279,242.899,1.0,328.943,258.202,1.0,327.164,281.069,1.0,330.782,293.708,1.0,328.807,312.851,1.0,326.168,328.791,1.0,325.206,337.361,1.0,320.206,349.159,1.0
63,327.934,178.917,1.0,329.847,191.742,1.0,330.851,205.434,1.0,332.328,222.025,1.0,329.369,242.852,1.0,328.896,258.149,1.0,327.082,280.924,1.0,330.685,297.3,1.0,329.048,312.684,1.0,326.289,328.609,1.0,325.388,337.276,1.0,320.382,349.05,1.0
64,327.992,178.99,1.0,329.842,191.813,1.0,330.879,205.486,1.0,332.381,222.122,1.0,329.334,242.899,1.0,328.853,258.169,1.0,327.097,280.85,1.0,330.672,297.188,1.0,329.088,312.555,1.0,326.353,328.564,1.0,325.415,337.179,1.0,320.417,349.003,1.0
65,327.922,178.959,1.0,329.822,191.794,1.0,330.944,205.438,1.0,332.37,222.129,1.0,329.406,242.901,1.0,328.88,258.147,1.0,327.1,280.848,1.0,330.663,297.195,1.0,329.131,312.482,1.0,326.35,328.561,1.0,325.407,337.103,1.0,320.329,349.008,1.0
66,327.934,178.993,1.0,329.788,191.819,1.0,330.811,205.487,1.0,332.308,222.213,1.0,329.286,242.965,1.0,329.012,258.246,1.0,327.284,281.07,1.0,330.994,293.541,1.0,329.168,312.653,1.0,326.372,328.536,1.0,325.42,337.065,1.0,320.448,348.943,1.0
67,327.913,178.975,1.0,329.79,191.788,1.0,330.832,205.458,1.0,332.328,222.209,1.0,329.269,242.993,1.0,329.006,258.312,1.0,327.552,279.945,1.0,331.142,293.87,1.0,329.064,312.96,1.0,326.331,328.75,1.0,325.392,337.247,1.0,320.451,349.04,1.0
68,327.938,179.017,1.0,329.779,191.825,1.0,330.802,205.52,1.0,332.315,222.29,1.0,329.354,242.99,1.0,329.069,258.283,1.0,327.352,281.164,1.0,331.035,293.663,1.0,329.153,312.68,1.0,326.339,328.655,1.0,325.42,337.161,1.0,320.413,349.057,1.0
69,327.974,179.014,1.0,329.813,191.838,1.0,330.804,205.532,1.0,332.232,222.36,1.0,329.286,242.992,1.0,329.105,258.298,1.0,327.601,279.891,1.0,331.05,293.666,1.0,329.16,312.709,1.0,326.403,328.634,1.0,325.436,337.084,1.0,320.543,349.024,1.0
70,327.985,179.038,1.0,329.831,191.823,1.0,330.835,205.516,1.0,332.24,222.31,1.0,329.303,242.972,1.0,329.086,258.245,1.0,327.409,281.128,1.0,330.937,293.55,1.0,329.182,312.606,1.0,326.321,328.583,1.0,325.403,337.131,1.0,320.503,348.968,1.0
71,327.993,179.082,1.0,329.869,191.907,1.0,330.861,205.541,1.0,332.33,222.379,1.0,329.29,243.006,1.0,329.133,258.249,1.0,327.472,281.191,1.0,330.962,293.566,1.0,329.185,312.579,1.0,326.333,328.578,1.0,325.459,337.051,1.0,320.558,348.944,1.0
72,327.995,179.026,1.0,329.816,191.908,1.0,330.502,205.541,1.0,332.249,222.439,1.0,328.993,243.214,1.0,328.784,258.425,1.0,327.417,280.493,1.0,331.038,294.594,1.0,328.826,313.636,1.0,325.864,329.317,1.0,325.125,337.606,1.0,320.107,349.206,1.0
73,328.069,178.979,1.0,329.817,191.829,1.0,330.525,205.544,1.0,332.083,222.346,1.0,329.059,243.108,1.0,328.951,258.423,1.0,327.48,280.293,1.0,331.049,294.304,1.0,328.877,313.267,1.0,325.946,329.065,1.0,325.148,337.393,1.0,320.356,348.985,1.0
74,328.105,178.995,1.0,329.88,191.847,1.0,330.573,205.541,1.0,332.102,222.306,1.0,329.162,243.107,1.0,328.96,258.396,1.0,327.445,280.221,1.0,330.967,294.32,1.0,328.741,313.16,1.0,325.819,329.108,1.0,325.185,337.233,1.0,320.353,348.956,1.0
75,328.091,179.026,1.0,329.925,191.873,1.0,330.57,205.515,1.0,332.247,222.273,1.0,329.17,243.086,1.0,328.847,258.317,1.0,327.546,280.164,1.0,330.915,294.23,1.0,328.804,313.106,1.0,325.902,328.964,1.0,325.273,337.301,1.0,320.418,348.931,1.0
76,328.097,178.99,1.0,329.937,191.843,1.0,330.631,205.515,1.0,332.3,222.299,1.0,329.159,243.122,1.0,328.857,258.367,1.0,327.595,280.219,1.0,330.829,294.311,1.0,328.793,313.088,1.0,325.922,328.945,1.0,325.25,337.322,1.0,320.405,349.009,1.0
77,328.069,179.021,1.0,329.906,191.831,1.0,330.599,205.498,1.0,332.201,222.282,1.0,329.121,243.178,1.0,328.822,258.409,1.0,327.574,280.291,1.0,330.918,294.435,1.0,328.731,313.29,1.0,325.969,329.006,1.0,325.233,337.406,1.0,320.343,349.107,1.0
78,328.12,179.148,1.0,329.912,191.983,1.0,330.624,205.6,1.0,332.273,222.439,1.0,329.101,243.176,1.0,328.857,258.344,1.0,327.655,280.144,1.0,330.848,294.155,1.0,328.988,312.948,1.0,326.158,328.762,1.0,325.384,337.187,1.0,320.49,349.042,1.0
79,328.132,179.103,1.0,329.939,191.959,1.0,330.666,205.57,1.0,332.332,222.403,1.0,329.136,243.134,1.0,328.817,258.334,1.0,327.616,280.251,1.0,330.867,294.359,1.0,328.961,313.215,1.0,326.216,328.907,1.0,325.411,337.187,1.0,320.529,348.982,1.0
80,328.12,179.033,1.0,329.908,191.884,1.0,330.649,205.518,1.0,332.301,222.363,1.0,329.114,243.175,1.0,328.847,258.395,1.0,327.641,280.45,1.0,330.945,294.578,1.0,328.858,313.557,1.0,326.182,329.049,1.0,325.322,337.386,1.0,320.505,349.126,1.0
81,328.054,179.068,1.0,329.868,191.914,1.0,330.631,205.511,1.0,332.262,222.363,1.0,329.149,243.157,1.0,328.845,258.353,1.0,327.658,280.35,1.0,330.994,294.452,1.0,328.881,313.367,1.0,326.214,328.916,1.0,325.341,337.337,1.0,320.507,349.078,1.0
82,328.058,179.121,1.0,329.884,191.928,1.0,330.661,205.525,1.0,332.298,222.375,1.0,329.231,243.134,1.0,328.845,258.299,1.0,327.644,280.255,1.0,330.963,294.334,1.0,328.849,313.12,1.0,326.189,328.769,1.0,325.414,337.233,1.0,320.518,349.15,1.0
83,328.09,179.133,1.0,329.895,191.977,1.0,330.626,205.542,1.0,332.233,222.416,1.0,329.162,243.265,1.0,328.832,258.4,1.0,327.627,280.294,1.0,330.973,294.37,1.0,328.877,313.102,1.0,326.16,328.782,1.0,325.451,337.145,1.0,320.59,349.067,1.0
84,327.989,179.04,1.0,329.863,191.773,1.0,330.723,205.439,1.0,332.597,222.21,1.0,329.502,242.916,1.0,328.868,258.184,1.0,327.239,280.831,1.0,330.557,297.288,1.0,329.069,312.269,1.0,326.091,328.501,1.0,325.301,336.97,1.0,320.323,349.005,1.0
85,327.961,178.956,1.0,329.833,191.739,1.0,330.704,205.387,1.0,332.412,222.108,1.0,329.538,242.814,1.0,328.79,258.099,1.0,327.158,280.834,1.0,330.547,297.299,1.0,328.93,312.518,1.0,326.115,328.531,1.0,325.301,337.092,1.0,320.284,349.085,1.0
86,328.006,178.971,1.0,329.893,191.795,1.0,330.672,205.4,1.0,332.449,222.156,1.0,329.467,242.802,1.0,328.719,258.096,1.0,327.17,280.858,1.0,330.459,297.302,1.0,328.903,312.49,1.0,326.147,328.41,1.0,325.308,337.032,1.0,320.288,348.992,1.0
87,327.966,178.951,1.0,329.904,191.751,1.0,330.706,205.388,1.0,332.543,222.084,1.0,329.483,242.78,1.0,328.768,258.093,1.0,327.182,280.837,1.0,330.597,297.196,1.0,329.215,312.287,1.0,326.312,328.271,1.0,325.432,336.97,1.0,320.434,348.875,1.0
88,327.97,178.923,1.0,329.923,191.721,1.0,330.722,205.357,1.0,332.466,221.988,1.0,329.47,242.76,1.0,328.732,258.036,1.0,327.107,280.702,1.0,330.596,297.115,1.0,329.237,312.178,1.0,326.373,328.279,1.0,325.465,336.97,1.0,320.351,348.889,1.0
89,327.982,179.006,1.0,329.917,191.754,1.0,330.655,205.484,1.0,332.371,222.137,1.0,329.2,242.922,1.0,328.896,258.223,1.0,327.494,279.857,1.0,330.584,297.461,1.0,329.218,312.415,1.0,326.352,328.246,1.0,325.475,336.962,1.0,320.265,348.809,1.0
90,327.954,179.013,1.0,329.901,191.768,1.0,330.698,205.512,1.0,332.253,222.192,1.0,329.125,242.993,1.0,328.995,258.298,1.0,327.528,280.048,1.0,330.934,293.774,1.0,329.191,312.72,1.0,326.398,328.455,1.0,325.53,337.074,1.0,320.416,349.015,1.0
91,327.949,179.096,1.0,329.903,191.916,1.0,330.787,205.583,1.0,332.267,222.255,1.0,329.265,242.974,1.0,329.012,258.229,1.0,327.487,280.056,1.0,330.894,293.852,1.0,329.1,312.831,1.0,326.303,328.596,1.0,325.44,337.127,1.0,320.29,348.948,1.0
92,327.876,179.05,1.0,329.881,191.779,1.0,330.749,205.49,1.0,332.342,222.147,1.0,329.328,242.893,1.0,329.011,258.171,1.0,327.394,279.914,1.0,330.395,297.411,1.0,329.193,312.53,1.0,326.355,328.409,1.0,325.545,336.992,1.0,320.422,348.823,1.0
93,327.904,179.057,1.0,329.873,191.835,1.0,330.779,205.543,1.0,332.352,222.236,1.0,329.182,242.962,1.0,329.016,258.235,1.0,327.444,280.047,1.0,330.838,293.748,1.0,329.201,312.628,1.0,326.335,328.479,1.0,325.534,336.994,1.0,320.418,348.882,1.0
94,327.89,179.009,1.0,329.849,191.83,1.0,330.71,205.534,1.0,332.286,222.215,1.0,329.252,242.957,1.0,328.985,258.267,1.0,327.464,279.951,1.0,330.46,297.317,1.0,329.273,312.357,1.0,326.383,328.333,1.0,325.613,336.87,1.0,320.505,348.81,1.0
95,327.918,179.002,1.0,329.849,191.778,1.0,330.704,205.487,1.0,332.337,222.197,1.0,329.207,242.931,1.0,328.961,258.234,1.0,327.481,279.861,1.0,330.469,297.257,1.0,329.276,312.297,1.0,326.344,328.31,1.0,325.672,336.862,1.0,320.584,348.826,1.0
96,327.843,179.01,1.0,329.743,191.768,1.0,330.578,205.473,1.0,332.128,222.206,1.0,329.037,243.206,1.0,328.862,258.316,1.0,327.466,280.11,1.0,330.763,294.022,1.0,328.929,312.79,1.0,326.005,328.869,1.0,325.276,337.405,1.0,320.511,349.376,1.0
97,327.906,178.947,1.0,329.854,191.736,1.0,330.588,205.397,1.0,332.212,222.074,1.0,329.436,242.874,1.0,328.824,258.007,1.0,327.21,280.961,1.0,330.378,297.21,1.0,329.038,312.465,1.0,326.204,328.527,1.0,325.335,337.306,1.0,320.509,349.243,1.0
98,327.915,178.95,1.0,329.861,191.728,1.0,330.841,205.411,1.0,332.248,222.073,1.0,329.489,242.886,1.0,328.884,258.042,1.0,327.238,281.038,1.0,330.448,297.338,1.0,329.071,312.51,1.0,326.303,328.581,1.0,325.455,337.313,1.0,320.69,349.154,1.0
99,327.942,179.015,1.0,329.884,191.844,1.0,330.84,205.578,1.0,332.143,222.251,1.0,329.389,243.0,1.0,329.041,258.175,1.0,327.569,279.888,1.0,330.302,297.438,1.0,329.093,312.506,1.0,326.329,328.543,1.0,325.473,337.264,1.0,320.573,349.146,1.0
100,327.915,178.924,1.0,329.875,191.726,1.0,330.756,205.409,1.0,332.101,222.146,1.0,329.334,242.879,1.0,329.035,258.128,1.0,327.332,281.182,1.0,330.323,297.418,1.0,329.091,312.527,1.0,326.317,328.513,1.0,325.478,337.255,1.0,320.633,349.104,1.0
101,328.001,178.953,1.0,329.888,191.751,1.0,330.758,205.45,1.0,332.231,222.161,1.0,329.404,242.841,1.0,328.976,258.055,1.0,327.449,281.032,1.0,330.385,297.285,1.0,329.055,312.218,1.0,326.322,328.375,1.0,325.508,337.148,1.0,320.707,349.102,1.0
102,327.872,179.015,1.0,329.839,191.848,1.0,330.88,205.514,1.0,332.286,222.249,1.0,329.376,242.946,1.0,329.047,258.127,1.0,327.485,281.121,1.0,330.426,297.318,1.0,329.121,312.457,1.0,326.367,328.444,1.0,325.479,337.211,1.0,320.735,349.056,1.0
103,327.953,179.022,1.0,329.905,191.901,1.0,330.842,205.589,1.0,332.162,222.37,1.0,329.357,243.018,1.0,329.112,258.187,1.0,327.781,280.072,1.0,330.794,293.876,1.0,329.11,313.014,1.0,326.383,328.68,1.0,325.426,337.401,1.0,320.721,349.123,1.0
104,327.976,179.05,1.0,329.901,191.883,1.0,330.803,205.553,1.0,332.179,222.306,1.0,329.326,242.969,1.0,329.076,258.185,1.0,327.603,279.845,1.0,330.732,293.627,1.0,329.114,312.627,1.0,326.398,328.407,1.0,325.448,337.323,1.0,320.649,349.074,1.0
105,327.962,179.061,1.0,329.92,191.871,1.0,330.895,205.515,1.0,332.355,222.219,1.0,329.389,242.937,1.0,329.019,258.196,1.0,327.372,281.151,1.0,330.524,297.279,1.0,329.135,312.515,1.0,326.407,328.456,1.0,325.467,337.202,1.0,320.647,349.071,1.0
106,328.045,179.098,1.0,329.957,191.879,1.0,330.922,205.542,1.0,332.367,222.246,1.0,329.386,242.936,1.0,329.015,258.189,1.0,327.341,281.11,1.0,330.425,297.191,1.0,329.138,312.31,1.0,326.368,328.403,1.0,325.516,337.122,1.0,320.686,349.07,1.0
107,328.02,179.062,1.0,329.959,191.876,1.0,330.926,205.556,1.0,332.333,222.251,1.0,329.389,242.935,1.0,329.015,258.238,1.0,327.336,281.147,1.0,330.397,297.226,1.0,329.065,312.316,1.0,326.268,328.464,1.0,325.457,337.117,1.0,320.563,348.972,1.0
108,327.837,178.973,1.0,329.702,191.694,1.0,330.588,205.431,1.0,332.371,222.204,1.0,329.239,242.854,1.0,328.767,258.242,1.0,327.64,279.925,1.0,330.831,293.793,1.0,328.934,312.614,1.0,326.239,328.457,1.0,325.477,336.993,1.0,320.528,348.77,1.0
109,327.91,179.032,1.0,329.742,191.78,1.0,330.498,205.477,1.0,332.309,222.314,1.0,329.216,242.929,1.0,328.796,258.27,1.0,327.683,280.018,1.0,330.857,294.012,1.0,328.85,312.847,1.0,326.165,328.604,1.0,325.333,337.058,1.0,320.407,348.964,1.0
110,327.863,179.02,1.0,329.773,191.827,1.0,330.578,205.524,1.0,332.419,222.407,1.0,329.142,242.949,1.0,328.857,258.293,1.0,327.613,280.121,1.0,330.883,294.084,1.0,328.769,313.116,1.0,326.119,328.747,1.0,325.223,337.149,1.0,320.388,349.068,1.0
111,327.86,179.033,1.0,329.766,191.81,1.0,330.56,205.436,1.0,332.47,222.286,1.0,329.277,242.875,1.0,328.81,258.175,1.0,327.541,279.877,1.0,330.818,293.872,1.0,328.808,312.813,1.0,326.035,328.658,1.0,325.205,336.994,1.0,320.382,349.064,1.0
112,327.85,178.962,1.0,329.755,191.761,1.0,330.574,205.428,1.0,332.388,222.218,1.0,329.409,242.9,1.0,328.897,258.204,1.0,327.465,279.831,1.0,330.727,293.796,1.0,328.885,312.673,1.0,326.111,328.589,1.0,325.264,337.033,1.0,320.332,349.084,1.0
113,327.906,178.953,1.0,329.855,191.767,1.0,330.617,205.449,1.0,332.386,222.235,1.0,329.275,243.009,1.0,328.872,258.242,1.0,327.573,280.086,1.0,330.889,294.069,1.0,328.864,313.064,1.0,326.066,328.784,1.0,325.218,337.187,1.0,320.324,349.074,1.0
114,327.983,178.982,1.0,329.873,191.804,1.0,330.613,205.458,1.0,332.301,222.377,1.0,329.31,243.037,1.0,328.891,258.246,1.0,327.517,280.05,1.0,330.886,294.077,1.0,328.833,312.979,1.0,326.044,328.818,1.0,325.189,337.153,1.0,320.325,349.168,1.0
115,327.953,178.952,1.0,329.833,191.703,1.0,330.594,205.346,1.0,332.165,222.23,1.0,329.306,242.918,1.0,328.725,258.028,1.0,327.345,281.255,1.0,330.789,293.714,1.0,328.894,312.557,1.0,326.096,328.6,1.0,325.193,336.99,1.0,320.325,349.076,1.0
116,327.957,179.018,1.0,329.833,191.772,1.0,330.584,205.414,1.0,332.166,222.367,1.0,329.217,243.054,1.0,328.758,258.142,1.0,327.579,279.95,1.0,330.806,293.856,1.0,328.867,312.692,1.0,326.086,328.645,1.0,325.191,337.023,1.0,320.321,349.052,1.0
117,327.953,178.992,1.0,329.816,191.729,1.0,330.561,205.387,1.0,332.203,222.318,1.0,329.22,243.119,1.0,328.819,258.137,1.0,327.436,279.754,1.0,330.392,297.399,1.0,328.873,312.338,1.0,326.123,328.534,1.0,325.288,336.814,1.0,320.495,348.967,1.0
118,327.936,178.987,1.0,329.783,191.73,1.0,330.626,205.421,1.0,332.174,222.346,1.0,329.143,243.123,1.0,328.934,258.221,1.0,327.422,279.911,1.0,330.659,293.87,1.0,328.837,312.413,1.0,326.069,328.597,1.0,325.238,336.9,1.0,320.35,349.205,1.0
119,328.008,178.912,1.0,329.799,191.651,1.0,330.627,205.38,1.0,332.177,222.279,1.0,329.222,243.086,1.0,328.814,258.134,1.0,327.429,279.822,1.0,330.66,293.828,1.0,328.829,312.407,1.0,326.06,328.606,1.0,325.269,336.941,1.0,320.345,349.202,1.0
120,327.864,179.037,1.0,329.757,191.791,1.0,330.766,205.465,1.0,332.457,222.039,1.0,329.353,242.908,1.0,328.824,258.152,1.0,327.36,279.701,1.0,330.635,293.686,1.0,328.799,312.658,1.0,326.173,328.604,1.0,325.284,337.21,1.0,320.084,349.009,1.0
121,327.93,178.995,1.0,329.845,191.844,1.0,330.798,205.495,1.0,332.486,222.061,1.0,329.434,242.867,1.0,328.867,258.11,1.0,327.209,281.028,1.0,330.805,293.476,1.0,328.83,312.552,1.0,326.129,328.458,1.0,325.242,337.07,1.0,320.153,349.026,1.0
122,327.968,179.076,1.0,329.844,191.987,1.0,330.756,205.618,1.0,332.245,222.254,1.0,329.298,242.996,1.0,328.956,258.171,1.0,327.563,279.936,1.0,330.882,293.682,1.0,328.882,312.793,1.0,326.123,328.635,1.0,325.226,337.056,1.0,320.081,348.968,1.0
123,327.932,179.047,1.0,329.82,191.936,1.0,330.781,205.619,1.0,332.259,222.264,1.0,329.159,243.004,1.0,328.87,258.212,1.0,327.523,279.939,1.0,330.837,293.722,1.0,328.885,312.654,1.0,325.907,328.635,1.0,325.167,337.064,1.0,320.174,348.96,1.0
124,327.951,178.973,1.0,329.862,191.894,1.0,330.846,205.562,1.0,332.267,222.156,1.0,329.404,242.891,1.0,328.847,258.092,1.0,327.321,281.004,1.0,330.257,297.176,1.0,328.957,312.401,1.0,326.021,328.578,1.0,325.183,336.979,1.0,320.181,348.83,1.0
125,327.963,178.956,1.0,329.875,191.882,1.0,330.837,205.529,1.0,332.259,222.205,1.0,329.33,243.062,1.0,328.99,258.247,1.0,327.35,281.179,1.0,330.71,293.679,1.0,328.929,312.537,1.0,325.94,328.73,1.0,325.11,337.042,1.0,320.221,348.976,1.0
126,327.926,179.036,1.0,329.844,191.959,1.0,330.824,205.606,1.0,332.248,222.3,1.0,329.293,243.057,1.0,329.05,258.279,1.0,327.477,279.939,1.0,330.702,293.686,1.0,328.943,312.522,1.0,325.988,328.552,1.0,325.145,336.925,1.0,320.253,348.909,1.0
